object,num_correct,num_incorrect,total_usages,percent_accuracy,languages,num_languages,alternate_forms,dataset_ids
Yahoo,116,11,127,0.9133858267716536,"{'sr': 4, 'uk': 8, 'nl': 8, 'sv': 8, 'hu': 3, 'ca': 4, 'pl': 7, 'ru': 7, 'bg': 8, 'sl': 6, 'en': 8, 'de': 6, 'pt': 6, 'cs': 6, 'es': 8, 'hr': 5, 'da': 8, 'fr': 4, 'it': 7, 'ro': 6}",20,"{'sr': 'Иахоо', 'uk': 'Yahoo', 'nl': 'Yahoo', 'sv': 'Yahoo', 'hu': 'Yahoo', 'ca': 'Yahoo', 'pl': 'Yahoo', 'ru': 'Yahoo', 'bg': 'Yahoo', 'sl': 'Yahoo', 'en': 'Yahoo', 'de': 'Yahoo', 'pt': 'Yahoo', 'cs': 'Yahoo', 'es': 'Yahoo', 'hr': 'Yahoo', 'da': 'Yahoo', 'fr': 'Yahoo', 'it': 'Yahoo', 'ro': 'Yahoo'}","['rome_20982', 'rome_21751', 'rome_14314', 'rome_17819', 'rome_10636', 'rome_5997', 'rome_15227', 'rome_6190']"
Polish,138,30,168,0.8214285714285714,"{'sr': 11, 'uk': 1, 'nl': 19, 'ca': 14, 'pl': 11, 'ru': 1, 'bg': 14, 'sl': 2, 'en': 25, 'de': 1, 'pt': 22, 'cs': 15, 'es': 7, 'fr': 10, 'it': 14, 'ro': 1}",16,"{'sr': 'Пољски', 'uk': 'польський', 'nl': 'Pools', 'ca': 'polonès', 'pl': 'Polski', 'ru': 'польский', 'bg': 'полски', 'sl': 'poljski', 'en': 'Polish', 'de': 'Polieren', 'pt': 'polonês', 'cs': 'polština', 'es': 'Polaco', 'fr': 'polonais', 'it': 'Polacco', 'ro': 'Lustrui'}","['rome_18783', 'rome_12785', 'calinet_7858', 'calinet_7938', 'rome_3046', 'calinet_420', 'rome_5519', 'rome_10394', 'rome_11494', 'rome_6793', 'rome_16263', 'rome_15930', 'calinet_3823', 'calinet_3819', 'calinet_5553', 'rome_19379', 'calinet_3191', 'rome_17213', 'rome_20864', 'rome_14918', 'rome_694', 'rome_14186', 'rome_8964', 'rome_15040', 'calinet_9131']"
stomach,7,4,11,0.6363636363636364,"{'sr': 1, 'nl': 1, 'hu': 1, 'pl': 1, 'sl': 1, 'en': 1, 'de': 1, 'pt': 1, 'es': 1, 'da': 1, 'it': 1}",11,"{'sr': 'стомак', 'nl': 'maag', 'hu': 'gyomor', 'pl': 'żołądek', 'sl': 'želodec', 'en': 'stomach', 'de': 'Magen', 'pt': 'estômago', 'es': 'estómago', 'da': 'mave', 'it': 'stomaco'}",['calinet_1515']
pop,108,78,186,0.5806451612903226,"{'sr': 6, 'uk': 9, 'nl': 5, 'sv': 11, 'hu': 2, 'ca': 11, 'pl': 10, 'ru': 7, 'bg': 12, 'sl': 11, 'en': 12, 'de': 5, 'pt': 11, 'cs': 10, 'es': 12, 'hr': 8, 'da': 11, 'fr': 12, 'it': 10, 'ro': 11}",20,"{'sr': 'поп', 'uk': 'поп', 'nl': 'knal', 'sv': 'pop', 'hu': 'pop', 'ca': 'pop', 'pl': 'pop', 'ru': 'поп', 'bg': 'поп', 'sl': 'pop', 'en': 'pop', 'de': 'Pop', 'pt': 'pop', 'cs': 'pop', 'es': 'pop', 'hr': 'pop', 'da': 'pop', 'fr': 'pop', 'it': 'pop', 'ro': 'pop'}","['calinet_8377', 'calinet_8252', 'calinet_8369', 'calinet_8416', 'calinet_8193', 'calinet_8169', 'calinet_8399', 'calinet_8129', 'calinet_8069', 'calinet_8366', 'calinet_8302', 'calinet_8082']"
Europe,859,127,986,0.8711967545638946,"{'sr': 5, 'uk': 17, 'nl': 116, 'sv': 75, 'ca': 9, 'pl': 11, 'ru': 9, 'bg': 69, 'sl': 4, 'en': 120, 'de': 94, 'pt': 68, 'cs': 5, 'es': 102, 'da': 58, 'fr': 76, 'it': 69, 'ro': 79}",18,"{'sr': 'Европа', 'uk': 'Європа', 'nl': 'Europa', 'sv': 'Europa', 'ca': 'Europa', 'pl': 'Europa', 'ru': 'Европа', 'bg': 'Европа', 'sl': 'Evropi', 'en': 'Europe', 'de': 'Europa', 'pt': 'Europa', 'cs': 'Evropa', 'es': 'Europa', 'da': 'Europa', 'fr': 'Europe', 'it': 'Europa', 'ro': 'Europa'}","['rome_7025', 'rome_8920', 'rome_1646', 'rome_16781', 'rome_11994', 'rome_11573', 'rome_14294', 'rome_16334', 'rome_20739', 'rome_1775', 'rome_10516', 'rome_6999', 'rome_17006', 'rome_20101', 'rome_11829', 'rome_3802', 'rome_19523', 'rome_7377', 'rome_10431', 'calinet_9981', 'rome_9817', 'rome_12624', 'rome_1051', 'rome_6157', 'rome_8196', 'rome_3017', 'rome_5699', 'rome_15855', 'rome_3652', 'rome_19678', 'rome_16532', 'rome_5868', 'rome_6208', 'rome_6919', 'rome_1536', 'rome_9049', 'rome_18734', 'rome_6130', 'rome_9687', 'rome_3392', 'rome_12546', 'rome_1624', 'rome_16394', 'rome_21260', 'rome_21384', 'rome_21254', 'rome_16136', 'rome_7159', 'rome_18447', 'rome_29', 'rome_7780', 'rome_18633', 'rome_4661', 'rome_8300', 'rome_16285', 'rome_15717', 'rome_20775', 'rome_7252', 'rome_10263', 'rome_12570', 'rome_11521', 'rome_10475', 'rome_8890', 'rome_15051', 'rome_17623', 'rome_6642', 'rome_7363', 'rome_16564', 'rome_19959', 'rome_440', 'rome_5630', 'rome_1925', 'rome_2101', 'rome_16165', 'rome_13551', 'rome_9189', 'rome_2825', 'rome_19855', 'rome_2827', 'rome_17026', 'calinet_5868', 'rome_2135', 'rome_4630', 'rome_19846', 'rome_3804', 'rome_6608', 'rome_3952', 'rome_11606', 'rome_513', 'rome_1047', 'rome_4181', 'rome_14625', 'rome_19467', 'rome_16998', 'rome_8100', 'rome_11471', 'rome_4678', 'rome_18651', 'rome_667', 'rome_9978', 'rome_2758', 'rome_19814', 'rome_5113', 'rome_15722', 'rome_16391', 'rome_19219', 'rome_2129', 'rome_21807', 'rome_15614', 'rome_18945', 'rome_3067', 'rome_8736', 'rome_3307', 'rome_15265', 'rome_7090', 'rome_20377', 'rome_4812', 'rome_19792', 'rome_12612', 'rome_16823']"
Kyoto,124,22,146,0.8493150684931506,"{'sr': 1, 'uk': 5, 'nl': 11, 'sv': 11, 'hu': 1, 'ca': 10, 'pl': 8, 'ru': 2, 'bg': 9, 'sl': 1, 'en': 11, 'de': 9, 'pt': 11, 'cs': 2, 'es': 11, 'hr': 1, 'da': 11, 'fr': 10, 'it': 10, 'ro': 11}",20,"{'sr': 'Кјото', 'uk': 'Кіото', 'nl': 'Kyoto', 'sv': 'Kyoto', 'hu': 'Kiotó', 'ca': 'Kyoto', 'pl': 'Kioto', 'ru': 'Kyoto', 'bg': 'Kyoto', 'sl': 'Kjoto', 'en': 'Kyoto', 'de': 'Kyoto', 'pt': 'Kyoto', 'cs': 'Kyoto', 'es': 'Kioto', 'hr': 'Kyoto', 'da': 'Kyoto', 'fr': 'Kyoto', 'it': 'Kyoto', 'ro': 'Kyoto'}","['rome_18699', 'rome_3161', 'calinet_905', 'calinet_7071', 'calinet_382', 'rome_15146', 'rome_15452', 'rome_9066', 'rome_1587', 'rome_5223', 'calinet_6305']"
Aveyron,15,3,18,0.8333333333333334,"{'sr': 1, 'nl': 1, 'sv': 1, 'hu': 1, 'ca': 1, 'pl': 1, 'bg': 1, 'sl': 1, 'en': 1, 'de': 1, 'pt': 1, 'cs': 1, 'es': 1, 'hr': 1, 'da': 1, 'fr': 1, 'it': 1, 'ro': 1}",18,"{'sr': 'Авеирон', 'nl': 'Aveyron', 'sv': 'Aveyron', 'hu': 'Aveyron', 'ca': 'Aveyron', 'pl': 'Aveyron', 'bg': 'Аверон', 'sl': 'Aveyron', 'en': 'Aveyron', 'de': 'Aveyron', 'pt': 'Aveyron', 'cs': 'Aveyron', 'es': 'Aveyron', 'hr': 'Aveyron', 'da': 'Aveyron', 'fr': 'Aveyron', 'it': 'Aveyron', 'ro': 'Aveyron'}",['calinet_5807']
Mata-Utu,18,1,19,0.9473684210526315,"{'sr': 1, 'uk': 1, 'nl': 1, 'sv': 1, 'hu': 1, 'ca': 1, 'pl': 1, 'bg': 1, 'sl': 1, 'en': 1, 'de': 1, 'pt': 1, 'cs': 1, 'es': 1, 'hr': 1, 'da': 1, 'fr': 1, 'it': 1, 'ro': 1}",19,"{'sr': 'Мата-Уту', 'uk': 'Мата-Уту', 'nl': 'Mata-Utu', 'sv': 'Mata-Utu', 'hu': 'Mata-Utu', 'ca': 'Mata-Utu', 'pl': 'Mata-Utu', 'bg': 'Мата-Уту', 'sl': 'Mata-Utu', 'en': 'Mata-Utu', 'de': 'Mata-Utu', 'pt': 'Mata-Utu', 'cs': 'Mata-Utu', 'es': 'Mata-Utu', 'hr': 'Mata-Utu', 'da': 'Mata-Utu', 'fr': 'Mata-Utu', 'it': 'Mata-Utu', 'ro': 'Mata-Utu'}",['calinet_2764']
EMD,45,2,47,0.9574468085106383,"{'sr': 3, 'uk': 2, 'nl': 3, 'sv': 3, 'ca': 2, 'pl': 3, 'ru': 1, 'bg': 3, 'sl': 3, 'en': 3, 'pt': 3, 'cs': 3, 'es': 2, 'hr': 2, 'da': 3, 'fr': 2, 'it': 3, 'ro': 3}",18,"{'sr': 'ЕМД', 'uk': 'EMD', 'nl': 'EMD', 'sv': 'EMD', 'ca': 'EMD', 'pl': 'EMD', 'ru': 'EMD', 'bg': 'EMD', 'sl': 'EMD', 'en': 'EMD', 'pt': 'EMD', 'cs': 'EMD', 'es': 'EMD', 'hr': 'EMD', 'da': 'EMD', 'fr': 'EMD', 'it': 'EMD', 'ro': 'EMD'}","['calinet_8952', 'calinet_8908', 'calinet_8744']"
attorney,13,3,16,0.8125,"{'sr': 1, 'nl': 1, 'sv': 1, 'ca': 1, 'pl': 1, 'bg': 1, 'sl': 1, 'en': 1, 'de': 1, 'pt': 1, 'es': 1, 'hr': 1, 'da': 1, 'fr': 1, 'it': 1, 'ro': 1}",16,"{'sr': 'адвокат', 'nl': 'advocaat', 'sv': 'advokat', 'ca': 'advocat', 'pl': 'adwokat', 'bg': 'адвокат', 'sl': 'odvetnik', 'en': 'attorney', 'de': 'Rechtsanwalt', 'pt': 'advogado', 'es': 'abogado', 'hr': 'odvjetnik', 'da': 'advokat', 'fr': 'avocat', 'it': 'avvocato', 'ro': 'avocat'}",['calinet_5037']
Honda,192,5,197,0.9746192893401016,"{'sr': 10, 'uk': 12, 'nl': 12, 'sv': 12, 'ca': 12, 'ru': 5, 'bg': 12, 'sl': 12, 'en': 12, 'de': 5, 'pt': 12, 'cs': 10, 'es': 12, 'hr': 11, 'da': 12, 'fr': 12, 'it': 12, 'ro': 12}",18,"{'sr': 'Хонда', 'uk': 'Honda', 'nl': 'Honda', 'sv': 'Honda', 'ca': 'Honda', 'ru': 'Honda', 'bg': 'Honda', 'sl': 'Honda', 'en': 'Honda', 'de': 'Honda', 'pt': 'Honda', 'cs': 'Honda', 'es': 'Honda', 'hr': 'Honda', 'da': 'Honda', 'fr': 'Honda', 'it': 'Honda', 'ro': 'Honda'}","['rome_8704', 'rome_21376', 'rome_11035', 'rome_3937', 'rome_21165', 'rome_11892', 'rome_4151', 'rome_17320', 'rome_927', 'calinet_8913', 'rome_4191', 'rome_3083']"
chemistry,369,43,412,0.8956310679611651,"{'sr': 16, 'uk': 15, 'nl': 14, 'sv': 28, 'hu': 21, 'ca': 30, 'pl': 20, 'ru': 1, 'bg': 4, 'sl': 20, 'en': 35, 'de': 29, 'pt': 35, 'cs': 20, 'es': 11, 'hr': 20, 'da': 31, 'fr': 28, 'it': 30, 'ro': 4}",20,"{'sr': 'хемија', 'uk': 'хімія', 'nl': 'scheikunde', 'sv': 'kemi', 'hu': 'kémia', 'ca': 'química', 'pl': 'chemia', 'ru': 'химия', 'bg': 'химия', 'sl': 'kemija', 'en': 'chemistry', 'de': 'Chemie', 'pt': 'química', 'cs': 'chemie', 'es': 'química', 'hr': 'kemija', 'da': 'kemi', 'fr': 'chimie', 'it': 'chimica', 'ro': 'chimie'}","['rome_19585', 'rome_1761', 'rome_20896', 'rome_9269', 'calinet_1712', 'rome_14833', 'rome_5410', 'rome_17056', 'rome_9210', 'rome_7671', 'rome_10886', 'rome_21912', 'rome_3496', 'rome_17307', 'rome_5378', 'rome_10164', 'rome_5394', 'rome_9987', 'rome_10816', 'rome_2648', 'rome_2234', 'rome_6930', 'rome_10981', 'rome_21528', 'rome_15541', 'rome_6541', 'rome_833', 'rome_19441', 'rome_19328', 'rome_15640', 'rome_21789', 'rome_5589', 'rome_11455', 'rome_18105', 'rome_5127']"
Queensland,206,21,227,0.9074889867841409,"{'sr': 1, 'uk': 4, 'nl': 17, 'sv': 18, 'hu': 3, 'ca': 18, 'pl': 5, 'ru': 1, 'bg': 18, 'sl': 3, 'en': 18, 'de': 14, 'pt': 18, 'cs': 1, 'es': 18, 'hr': 2, 'da': 18, 'fr': 17, 'it': 16, 'ro': 17}",20,"{'sr': 'Куеенсланд', 'uk': 'Квінсленд', 'nl': 'Queensland', 'sv': 'Queensland', 'hu': 'Queensland', 'ca': 'Queensland', 'pl': 'Queensland', 'ru': 'Квинсленд', 'bg': 'Куинсланд', 'sl': 'Queensland', 'en': 'Queensland', 'de': 'Queensland', 'pt': 'Queensland', 'cs': 'Queensland', 'es': 'Queensland', 'hr': 'Queensland', 'da': 'Queensland', 'fr': 'Queensland', 'it': 'Queensland', 'ro': 'Queensland'}","['rome_4142', 'rome_16252', 'rome_11557', 'rome_1094', 'rome_10956', 'calinet_5512', 'rome_7112', 'rome_2108', 'rome_285', 'rome_12287', 'calinet_5559', 'rome_1496', 'rome_4836', 'rome_15822', 'rome_322', 'rome_11859', 'rome_7800', 'rome_21198']"
Intel,513,66,579,0.8860103626943006,"{'sr': 24, 'uk': 34, 'nl': 36, 'sv': 36, 'ca': 22, 'pl': 28, 'ru': 20, 'bg': 36, 'sl': 29, 'en': 37, 'de': 24, 'pt': 36, 'cs': 33, 'es': 36, 'hr': 19, 'da': 36, 'fr': 23, 'it': 35, 'ro': 35}",19,"{'sr': 'Интел', 'uk': 'Intel', 'nl': 'Intel', 'sv': 'Intel', 'ca': 'Intel', 'pl': 'Intel', 'ru': 'Intel', 'bg': 'Intel', 'sl': 'Intel', 'en': 'Intel', 'de': 'Intel', 'pt': 'Intel', 'cs': 'Intel', 'es': 'Intel', 'hr': 'Intel', 'da': 'Intel', 'fr': 'Intel', 'it': 'Intel', 'ro': 'Intel'}","['rome_10714', 'rome_4887', 'rome_18110', 'calinet_8527', 'calinet_8882', 'calinet_11722', 'calinet_11969', 'rome_1319', 'calinet_11567', 'rome_9090', 'rome_20418', 'rome_2358', 'rome_14201', 'calinet_8753', 'rome_16624', 'rome_16641', 'calinet_11912', 'rome_8409', 'calinet_11617', 'rome_25', 'calinet_11919', 'rome_7016', 'rome_15558', 'rome_20056', 'rome_3415', 'rome_1045', 'rome_188', 'rome_18740', 'calinet_11879', 'rome_12197', 'rome_7647', 'calinet_11976', 'rome_1621', 'rome_8281', 'calinet_8911', 'calinet_11568', 'calinet_11796']"
Columbia,179,102,281,0.6370106761565836,"{'sr': 5, 'uk': 12, 'nl': 18, 'sv': 18, 'hu': 8, 'ca': 18, 'pl': 12, 'ru': 5, 'bg': 18, 'sl': 12, 'en': 18, 'de': 10, 'pt': 18, 'cs': 12, 'es': 14, 'hr': 11, 'da': 18, 'fr': 18, 'it': 18, 'ro': 18}",20,"{'sr': 'Цолумбиа', 'uk': 'Колумбія', 'nl': 'Colombia', 'sv': 'Columbia', 'hu': 'Columbia', 'ca': 'Columbia', 'pl': 'Columbia', 'ru': 'Колумбия', 'bg': 'Колумбия', 'sl': 'Columbia', 'en': 'Columbia', 'de': 'Columbia', 'pt': 'Colômbia', 'cs': 'Columbia', 'es': 'Columbia', 'hr': 'Columbia', 'da': 'Columbia', 'fr': 'Colombie', 'it': 'Colombia', 'ro': 'Columbia'}","['calinet_12535', 'rome_8718', 'calinet_12656', 'calinet_12959', 'calinet_12843', 'calinet_12887', 'calinet_12966', 'calinet_12621', 'calinet_12952', 'rome_19776', 'rome_12347', 'rome_21849', 'rome_7244', 'calinet_12877', 'calinet_12930', 'rome_16658', 'calinet_12766', 'calinet_12942']"
Hobart,30,1,31,0.967741935483871,"{'sr': 1, 'uk': 1, 'nl': 2, 'sv': 2, 'hu': 1, 'ca': 1, 'pl': 2, 'ru': 1, 'bg': 2, 'sl': 1, 'en': 2, 'de': 2, 'pt': 2, 'cs': 1, 'es': 2, 'hr': 1, 'da': 2, 'fr': 1, 'it': 2, 'ro': 2}",20,"{'sr': 'Хобарт', 'uk': 'Хобарт', 'nl': 'Hobart', 'sv': 'Hobart', 'hu': 'Hobart', 'ca': 'Hobart', 'pl': 'Hobart', 'ru': 'Хобарт', 'bg': 'Хобарт', 'sl': 'Hobart', 'en': 'Hobart', 'de': 'Hobart', 'pt': 'Hobart', 'cs': 'Hobart', 'es': 'Hobart', 'hr': 'Hobart', 'da': 'Hobart', 'fr': 'Hobart', 'it': 'Hobart', 'ro': 'Hobart'}","['calinet_2565', 'calinet_6881']"
UAE,18,0,18,1.0,"{'sr': 1, 'uk': 1, 'nl': 1, 'sv': 1, 'hu': 1, 'ca': 1, 'bg': 1, 'sl': 1, 'en': 1, 'de': 1, 'pt': 1, 'cs': 1, 'es': 1, 'hr': 1, 'da': 1, 'fr': 1, 'it': 1, 'ro': 1}",18,"{'sr': 'УАЕ', 'uk': 'ОАЕ', 'nl': 'VAE', 'sv': 'UAE', 'hu': 'Egyesült Arab Emírségek', 'ca': 'Emirats Àrabs Units', 'bg': 'ОАЕ', 'sl': 'ZAE', 'en': 'UAE', 'de': 'VAE', 'pt': 'Emirados Árabes Unidos', 'cs': 'Spojené arabské emiráty', 'es': 'Emiratos Árabes Unidos', 'hr': 'UAE', 'da': 'UAE', 'fr': 'Émirats arabes unis', 'it': 'Emirati Arabi Uniti', 'ro': 'Emiratele Arabe Unite'}",['calinet_5898']
Nvidia,17,1,18,0.9444444444444444,"{'sr': 1, 'uk': 1, 'nl': 1, 'sv': 1, 'ca': 1, 'ru': 1, 'bg': 1, 'sl': 1, 'en': 1, 'de': 1, 'pt': 1, 'cs': 1, 'es': 1, 'hr': 1, 'da': 1, 'fr': 1, 'it': 1, 'ro': 1}",18,"{'sr': 'Нвидиа', 'uk': 'Nvidia', 'nl': 'Nvidia', 'sv': 'Nvidia', 'ca': 'Nvidia', 'ru': 'Nvidia', 'bg': 'Nvidia', 'sl': 'Nvidia', 'en': 'Nvidia', 'de': 'Nvidia', 'pt': 'Nvidia', 'cs': 'Nvidia', 'es': 'Nvidia', 'hr': 'Nvidia', 'da': 'Nvidia', 'fr': 'Nvidia', 'it': 'Nvidia', 'ro': 'Nvidia'}",['calinet_8795']
NY,12,8,20,0.6,"{'sr': 1, 'uk': 1, 'nl': 1, 'sv': 1, 'hu': 1, 'ca': 1, 'pl': 1, 'ru': 1, 'bg': 1, 'sl': 1, 'en': 1, 'de': 1, 'pt': 1, 'cs': 1, 'es': 1, 'hr': 1, 'da': 1, 'fr': 1, 'it': 1, 'ro': 1}",20,"{'sr': 'НИ', 'uk': 'Нью-Йорк', 'nl': 'NY', 'sv': 'NY', 'hu': 'NY', 'ca': 'NY', 'pl': 'NY', 'ru': 'Нью-Йорк', 'bg': 'Ню Йорк', 'sl': 'NY', 'en': 'NY', 'de': 'NY', 'pt': 'NY', 'cs': 'NY', 'es': 'Nueva York', 'hr': 'NY', 'da': 'NY', 'fr': 'New York', 'it': 'New York', 'ro': 'NY'}",['calinet_5604']
Pentavision,18,0,18,1.0,"{'sr': 1, 'uk': 1, 'nl': 1, 'sv': 1, 'ca': 1, 'pl': 1, 'ru': 1, 'bg': 1, 'sl': 1, 'en': 1, 'pt': 1, 'cs': 1, 'es': 1, 'hr': 1, 'da': 1, 'fr': 1, 'it': 1, 'ro': 1}",18,"{'sr': 'Пентависион', 'uk': 'Pentavision', 'nl': 'Pentavision', 'sv': 'Pentavision', 'ca': 'Pentavision', 'pl': 'Pentavision', 'ru': 'Pentavision', 'bg': 'Pentavision', 'sl': 'Pentavision', 'en': 'Pentavision', 'pt': 'Pentavision', 'cs': 'Pentavision', 'es': 'Pentavision', 'hr': 'Pentavision', 'da': 'Pentavision', 'fr': 'Pentavision', 'it': 'Pentavision', 'ro': 'Pentavision'}",['calinet_11563']
BP,49,1,50,0.98,"{'sr': 3, 'uk': 3, 'nl': 3, 'sv': 3, 'hu': 2, 'ca': 3, 'pl': 2, 'ru': 1, 'bg': 3, 'sl': 2, 'en': 3, 'de': 3, 'pt': 2, 'cs': 2, 'es': 2, 'hr': 2, 'da': 3, 'fr': 2, 'it': 3, 'ro': 3}",20,"{'sr': 'БП', 'uk': 'BP', 'nl': 'BP', 'sv': 'BP', 'hu': 'BP', 'ca': 'BP', 'pl': 'BP', 'ru': 'BP', 'bg': 'BP', 'sl': 'BP', 'en': 'BP', 'de': 'BP', 'pt': 'BP', 'cs': 'BP', 'es': 'BP', 'hr': 'BP', 'da': 'BP', 'fr': 'BP', 'it': 'BP', 'ro': 'BP'}","['rome_8755', 'rome_1464', 'rome_6023']"
Persian,233,71,304,0.7664473684210527,"{'sr': 13, 'uk': 9, 'nl': 22, 'sv': 18, 'hu': 12, 'ca': 20, 'pl': 12, 'ru': 1, 'bg': 22, 'sl': 2, 'en': 27, 'de': 23, 'pt': 26, 'cs': 1, 'es': 10, 'hr': 16, 'da': 21, 'fr': 19, 'it': 20, 'ro': 10}",20,"{'sr': 'персијски', 'uk': 'перська', 'nl': 'Perzisch', 'sv': 'persiska', 'hu': 'perzsa', 'ca': 'persa', 'pl': 'perski', 'ru': 'персидский', 'bg': 'персийски', 'sl': 'perzijsko', 'en': 'Persian', 'de': 'persisch', 'pt': 'persa', 'cs': 'Peršan', 'es': 'persa', 'hr': 'perzijski', 'da': 'persisk', 'fr': 'persan', 'it': 'persiano', 'ro': 'persană'}","['calinet_3499', 'calinet_7715', 'rome_12362', 'rome_19531', 'calinet_7737', 'rome_19996', 'rome_15105', 'rome_17482', 'calinet_7648', 'rome_20638', 'rome_182', 'calinet_9273', 'calinet_3346', 'calinet_3657', 'rome_12779', 'rome_6172', 'rome_16347', 'calinet_7565', 'rome_11444', 'rome_5515', 'calinet_3044', 'rome_161', 'rome_10563', 'rome_15507', 'rome_3435', 'rome_8949', 'rome_16052']"
Qazax,9,8,17,0.5294117647058824,"{'sr': 1, 'nl': 1, 'sv': 1, 'hu': 1, 'ca': 1, 'pl': 1, 'sl': 1, 'en': 1, 'de': 1, 'pt': 1, 'cs': 1, 'es': 1, 'hr': 1, 'da': 1, 'fr': 1, 'it': 1, 'ro': 1}",17,"{'sr': 'Казак', 'nl': 'Qazax', 'sv': 'Qazax', 'hu': 'Qazax', 'ca': 'Qazax', 'pl': 'Qazax', 'sl': 'Qazax', 'en': 'Qazax', 'de': 'Qazax', 'pt': 'Qazax', 'cs': 'Qazax', 'es': 'Qazax', 'hr': 'Qazax', 'da': 'Qazax', 'fr': 'Qazax', 'it': 'Qazax', 'ro': 'Qazax'}",['calinet_2610']
Latvia,89,5,94,0.9468085106382979,"{'sr': 2, 'uk': 1, 'nl': 7, 'sv': 7, 'hu': 2, 'ca': 7, 'pl': 1, 'ru': 1, 'bg': 7, 'sl': 2, 'en': 7, 'de': 7, 'pt': 7, 'cs': 2, 'es': 5, 'hr': 1, 'da': 7, 'fr': 7, 'it': 7, 'ro': 7}",20,"{'sr': 'Летонија', 'uk': 'Латвія', 'nl': 'Letland', 'sv': 'Lettland', 'hu': 'Lettország', 'ca': 'Letònia', 'pl': 'Łotwa', 'ru': 'Латвия', 'bg': 'Латвия', 'sl': 'Latvija', 'en': 'Latvia', 'de': 'Lettland', 'pt': 'Letônia', 'cs': 'Lotyšsko', 'es': 'letonia', 'hr': 'Latvija', 'da': 'Letland', 'fr': 'Lettonie', 'it': 'Lettonia', 'ro': 'Letonia'}","['rome_340', 'rome_16803', 'calinet_5511', 'calinet_148', 'rome_16275', 'rome_15291', 'calinet_288']"
biology,125,28,153,0.8169934640522876,"{'sr': 6, 'uk': 9, 'nl': 10, 'sv': 10, 'hu': 9, 'ca': 8, 'pl': 9, 'ru': 2, 'bg': 1, 'sl': 9, 'en': 11, 'de': 11, 'pt': 11, 'cs': 10, 'es': 2, 'hr': 9, 'da': 11, 'fr': 7, 'it': 8}",19,"{'sr': 'биологија', 'uk': 'біологія', 'nl': 'biologie', 'sv': 'biologi', 'hu': 'biológia', 'ca': 'biologia', 'pl': 'biologia', 'ru': 'биология', 'bg': 'биология', 'sl': 'biologija', 'en': 'biology', 'de': 'Biologie', 'pt': 'biologia', 'cs': 'biologie', 'es': 'biología', 'hr': 'biologija', 'da': 'biologi', 'fr': 'la biologie', 'it': 'biologia'}","['rome_18180', 'rome_4530', 'rome_2982', 'rome_21727', 'rome_8117', 'rome_2196', 'rome_10869', 'calinet_1891', 'rome_15564', 'rome_9883', 'rome_20874']"
Ukraine,285,12,297,0.9595959595959596,"{'sr': 5, 'uk': 6, 'nl': 23, 'sv': 24, 'hu': 2, 'ca': 20, 'pl': 5, 'ru': 4, 'bg': 24, 'sl': 7, 'en': 24, 'de': 20, 'pt': 23, 'cs': 4, 'es': 22, 'hr': 4, 'da': 24, 'fr': 16, 'it': 17, 'ro': 23}",20,"{'sr': 'Украјина', 'uk': 'Україна', 'nl': 'Oekraïne', 'sv': 'Ukraina', 'hu': 'Ukrajna', 'ca': 'Ucraïna', 'pl': 'Ukraina', 'ru': 'Украина', 'bg': 'Украйна', 'sl': 'Ukrajina', 'en': 'Ukraine', 'de': 'Ukraine', 'pt': 'Ucrânia', 'cs': 'Ukrajina', 'es': 'Ucrania', 'hr': 'Ukrajina', 'da': 'Ukraine', 'fr': 'Ukraine', 'it': 'Ucraina', 'ro': 'Ucraina'}","['rome_12889', 'calinet_5836', 'rome_17312', 'rome_2840', 'rome_6219', 'rome_16201', 'rome_3552', 'rome_14788', 'rome_20815', 'rome_15657', 'rome_9070', 'rome_4779', 'rome_18025', 'calinet_5638', 'rome_19818', 'calinet_356', 'rome_11336', 'calinet_440', 'rome_21189', 'rome_5020', 'rome_16793', 'rome_9884', 'rome_20773', 'rome_2667']"
Bosnian,18,0,18,1.0,"{'sr': 1, 'uk': 1, 'nl': 1, 'sv': 1, 'hu': 1, 'ca': 1, 'pl': 1, 'ru': 1, 'bg': 1, 'sl': 1, 'en': 1, 'de': 1, 'pt': 1, 'cs': 1, 'da': 1, 'fr': 1, 'it': 1, 'ro': 1}",18,"{'sr': 'босански', 'uk': 'боснійський', 'nl': 'Bosnisch', 'sv': 'bosniska', 'hu': 'bosnyák', 'ca': 'bosnià', 'pl': 'bośniacki', 'ru': 'боснийский', 'bg': 'босненски', 'sl': 'bosanski', 'en': 'Bosnian', 'de': 'bosnisch', 'pt': 'bósnio', 'cs': 'bosenský', 'da': 'bosnisk', 'fr': 'bosniaque', 'it': 'bosniaco', 'ro': 'Bosniac'}",['calinet_5664']
