model,dataset_id,differences,stem,true,false,relation
google/mt5-xl,rome_1184,-0.021338701248168945,Mesto Imsland se nahaja v državi,Norveška,['Nemčija'],P17
google/mt5-xl,calinet_5403,-0.02125813066959381,"Sir Peter Maxwell Davies, ki dela kot",skladatelj,"['Playback', 'detektiv', 'sodnik', 'oblikovalec zvoka']",P106
google/mt5-xl,rome_12682,-0.021240234375,Moj oče je boljši od tvojega očeta je bil prvotno predvajan na,NBC,['CBS'],P449
google/mt5-xl,calinet_5581,-0.02124020883015224,Glavno mesto Limousin je,Limoges,"['mesto Kabul', 'Kambodža', 'Ho, Gana', 'Cieszyn', 'Kabul Shahi', 'Washington, D.C.', 'Vzhodni Chalukyas']",P1376
google/mt5-xl,rome_2367,-0.02113163471221924,S katerim športom se ukvarja Alessandro Nesta? Igrajo,nogomet,['hokej'],P641
google/mt5-xl,rome_517,-0.019023895263671875,"IBooks Author, izdelek, ki ga proizvaja",Apple,['Adobe'],P178
google/mt5-xl,calinet_1914,-0.01843114693959554,Strokovno znanje Nicholasa Michaela Katza je,teorija števil,"['leksikograf', 'klasični filolog', 'romanopisec', 'aikido', 'Israel Gohberg', 'jezikoslovje']",P101
google/mt5-xl,calinet_12368,-0.018325120210647583,Boutros Boutros-Ghali je,generalni sekretar,"['Glavni sekretar', 'Moderator']",P39
google/mt5-xl,rome_20120,-0.01813650131225586,Adams George Archibald je delal v mestu,Ottawa,['London'],P937
google/mt5-xl,calinet_4767,-0.01810307502746582,ABC bo debitiral z,OLTL,"['TLC (TV kanal)', 'Mayberry R.F.D.', 'Sky Arts', 'KTMA', 'Dharti Ka Veer Yodha Prithviraj Chauhan']",P449
google/mt5-xl,calinet_12378,-0.01786866784095764,"James Darcy Freeman, čigar položaj je",nadškof,"['PEI Premier', 'o-yatoi gaikokujin']",P39
google/mt5-xl,rome_7953,-0.0173184871673584,"Okrožje Minamishitara, Aichi se nahaja v državi",Japonska,['Irska'],P17
google/mt5-xl,calinet_5100,-0.017243587970733644,Poklic Elie Suleiman je,režiser,"['Maraji', 'sodnik', 'športni komentator', 'otrok vojak', 'osebni trener']",P106
google/mt5-xl,calinet_7983,-0.0172119140625,Jezik L'Uomo delle stelle je,italijanščina,"['indonezijski jezik', 'Les Triplettes de Belleville']",P364
google/mt5-xl,rome_19919,-0.01689910888671875,Alpokalja se nahaja v državi,Madžarska,['Irska'],P17
google/mt5-xl,calinet_8064,-0.01641783118247986,"Biografski filmski glasbeniki, kot je",Becoming Jane,"['sodobna umetnost', 'Mednarodni festival dokumentarnega filma v Amsterdamu']",P136
google/mt5-xl,calinet_5382,-0.01640842358271281,Poklic Guntherja Schullerja je,skladatelj,"['sodnik za kriket', 'Prvi častnik', 'umetnikov model']",P106
google/mt5-xl,rome_20393,-0.01587986946105957,IOS 7 je izdelek podjetja,Apple,['Adobe'],P178
google/mt5-xl,rome_19948,-0.015838623046875,"Mac OS X 10.2, izdelek podjetja",Apple,['Intel'],P178
google/mt5-xl,rome_19443,-0.015173673629760742,Izvirni jezik The Lancet je bila,angleščina,['danščina'],P364
google/mt5-xl,rome_16105,-0.01474761962890625,Midnight Caller je bil prvotno predvajan na,NBC,['HBO'],P449
google/mt5-xl,rome_19288,-0.014390945434570312,Oddaja Johnnyja Carsona je bila prvotno predvajana na,CBS,['NBC'],P449
google/mt5-xl,rome_4071,-0.014117956161499023,"Windows 8, izdelek, ki ga je razvil",Microsoft,['Adobe'],P178
google/mt5-xl,calinet_7564,-0.013320624828338623,Izvirni jezik Biblije kralja Jakoba je,angleščina,"['srbska cirilica', 'avstralska angleščina']",P364
google/mt5-xl,calinet_1643,-0.012659745556967599,Strokovno znanje Williama Harveyja je,fiziologija,"['STUK', 'Tsung-Dao Lee', 'homeopatija', 'javno zdravje', 'slovnična kategorija', 'jezikoslovje', 'eksperimentalna matematika']",P101
google/mt5-xl,calinet_5639,-0.012438863515853882,Glavno mesto Madagaskarja je Ibiza (mesto),Antananarivo,"['SA', 'Al Wahat', 'Herāt', 'Posebna regija Yogyakarta', 'Grozni', 'Ibiza (mesto)']",P1376
google/mt5-xl,calinet_12202,-0.01239017645517985,"Gregory Yong, čigar položaj je",nadškof,"['Tunizijski predsednik', 'Predsednik Šrilanke', 'predsednik komisije']",P39
google/mt5-xl,rome_10483,-0.012241363525390625,Barnaby Jones je bil prvotno predvajan na,CBS,['NBC'],P449
google/mt5-xl,rome_19216,-0.012013614177703857,Most Outrageous Moments je debitiral na,NBC,['MTV'],P449
google/mt5-xl,calinet_7758,-0.011685535311698914,Izvirni jezik With You je bil,angleščina,"['slovenščina', 'Piya Ka Ghar', 'sanskrt', ""Elisabetta, regina d'Inghilterra""]",P364
google/mt5-xl,calinet_7587,-0.011208921670913696,Izvirni jezik nesmrtnega admirala Yi Sun-shina je bil,hangul,"['pandžabski jezik', 'azerbajdžanski', 'sodobna hebrejščina', 'črnogorski jezik']",P364
google/mt5-xl,rome_6801,-0.010807037353515625,Iskanje Carterja je bil prvotno predvajan na,MTV,['CBS'],P449
google/mt5-xl,calinet_11824,-0.010723739862442017,"Operacijski sistem 4690, ki ga je razvil",IBM,"['Mozilla Foundation', 'Squaresoft']",P178
google/mt5-xl,rome_2645,-0.010717391967773438,Visual Basic Script je ustvaril,Microsoft,['Adobe'],P178
google/mt5-xl,rome_19488,-0.010682106018066406,The Dukes of Hazzard so debitirali na,CBS,['MTV'],P449
google/mt5-xl,rome_7129,-0.009965717792510986,App Inventor za Android je razvil,Google,['Adobe'],P178
google/mt5-xl,rome_6165,-0.009870529174804688,The New Show je debitiral na,NBC,['HBO'],P449
google/mt5-xl,rome_1362,-0.009860992431640625,Zakon in Harry McGraw je bil prvotno predvajan na,CBS,['NBC'],P449
google/mt5-xl,calinet_4612,-0.009639352560043335,Spin-off je bil objavljen na,CBS,"['HLN (TV kanal)', 'CBC Newsworld']",P449
google/mt5-xl,rome_6842,-0.008913993835449219,Boiling Points so prvotno predvajali na,MTV,['HBO'],P449
google/mt5-xl,rome_1665,-0.00887221097946167,Celebrity Deathmatch je bil prvotno predvajan na,MTV,['CBS'],P449
google/mt5-xl,rome_7186,-0.00843346118927002,Uradni jezik Loviise je,švedščina,['italijanščina'],P37
google/mt5-xl,rome_2722,-0.008098602294921875,Winter Is Coming je bil izdan na,HBO,['MTV'],P449
google/mt5-xl,calinet_7793,-0.007998913526535034,Izvirni jezik Neram je,tamilščina,"['srbska cirilica', 'Oh My Friend']",P364
google/mt5-xl,rome_8304,-0.00750732421875,Baa Baa Črna ovca je bila prvotno predvajana na,NBC,['CBS'],P449
google/mt5-xl,calinet_1989,-0.0075035542249679565,Schellingovo področje delovanja je,nemški idealizem,"['Macchiaoli', 'režiser', 'računalništvo', 'paleontologi', 'splošna relativnost', 'Nevrologija', 'astrofizika', 'Georg Ludwig Hartig']",P101
google/mt5-xl,rome_14419,-0.007324159145355225,Tim Howard profesionalno igra športni,nogomet,['hokej'],P641
google/mt5-xl,rome_5402,-0.0072440505027771,SonicStage je ustvaril,Sony,['Adobe'],P178
google/mt5-xl,rome_6260,-0.007243752479553223,Samuel von Fischer je delal v mestu,Berlin,['Denver'],P937
google/mt5-xl,rome_13654,-0.0071868896484375,Stan Mikita igra,hokej,['nogomet'],P641
google/mt5-xl,rome_21658,-0.007053375244140625,The Robonic Stooges je bil prvotno predvajan na,CBS,['NBC'],P449
google/mt5-xl,rome_6598,-0.00702667236328125,S katerim športom se ukvarja José Canseco? Igrajo,baseball,['nogomet'],P641
google/mt5-xl,rome_10834,-0.006927490234375,Weekend Today je bil prvotno predvajan na,NBC,['PBS'],P449
google/mt5-xl,calinet_5287,-0.006905416647593181,Po poklicu Barry Morse je,igralec,"['plesalec', 'sodnik', 'frizer']",P106
google/mt5-xl,rome_9026,-0.006805777549743652,Markus Feldmann je delal v mestu,Bern,['Berlin'],P937
google/mt5-xl,rome_13629,-0.006165981292724609,Moje veliko debelo grško življenje je bilo prvotno predvajano na,CBS,['NBC'],P449
google/mt5-xl,rome_2242,-0.006142139434814453,"Christopher Tugendhat, baron Tugendhat je deloval v mestu",London,['Berlin'],P937
google/mt5-xl,calinet_11817,-0.006050169467926025,"Jezik senčenja na visoki ravni, ki ga je ustvaril",Microsoft,"['Mozilla Corporation', 'ATARI']",P178
google/mt5-xl,calinet_4624,-0.0060069262981414795,Entertainment Tonight je debitiral na,Syndicated,"['Canadian Broadcasting Corporation (CBC)', 'NUMB3RS', 'ESPN2HD', 'MediaCorp TV']",P449
google/mt5-xl,calinet_8494,-0.006004631519317627,"Rock glasbeniki, kot je",Santana,"['simfonični stavki', 'Al Campbell']",P136
google/mt5-xl,calinet_12610,-0.006004244089126587,"Izvajalci založbe Capitol Records, kot je",Sean Lennon,"['Eleven Seven Records', 'PolyGram Greece', 'Hellhound', 'Kompakt Records', 'T-ara', 'Capitol-EMI', 'volt', 'La Face Records']",P264
google/mt5-xl,calinet_5779,-0.005871438980102539,Glavno mesto Savdske Arabije je,Riad,"['Kartids', 'Tumbarumba', 'Kreta', 'Poljsko (kongresno) kraljestvo', 'Danska']",P1376
google/mt5-xl,calinet_2877,-0.0058500409126281735,Glavno mesto Tadžikistana je,Dušanbe,"['Okrožje Tripoli', 'Džibuti (mesto)', 'North West Leicestershire', 'Champasak', 'Pontiac, Michigan']",P36
google/mt5-xl,calinet_5824,-0.005826830863952637,"Madžarska, ki ima glavno mesto",Budimpešta,['Dunaj'],P1376
google/mt5-xl,calinet_5420,-0.005718231201171875,Brian Dannelly dela kot,scenarist,['snemalni inženir'],P106
google/mt5-xl,rome_3071,-0.005672454833984375,Ursula Dubosarsky je delala v mestu,Sydney,['Berlin'],P937
google/mt5-xl,calinet_8696,-0.0056681036949157715,PDP-11 je izdelek podjetja,DEC,['iRobot'],P176
google/mt5-xl,rome_9586,-0.0055689215660095215,Katero pozicijo igra Eugene Lockhart? Igrajo kot,linebacker,['branilec'],P413
google/mt5-xl,rome_4688,-0.005527496337890625,Oddaja Judy Garland je bila prvotno predvajana na,CBS,['NBC'],P449
google/mt5-xl,rome_630,-0.005428135395050049,Katero pozicijo igra Mark Herrmann? Igrajo kot,branilec,['vezist'],P413
google/mt5-xl,calinet_11691,-0.00506967306137085,"Steel Battalion, ki ga je razvila",Capcom,"['Mikoyan Gurevich', 'Skupina Comodo']",P178
google/mt5-xl,rome_10877,-0.004881858825683594,Jonathan Agnew je zaposlen pri,BBC,['IBM'],P108
google/mt5-xl,rome_9582,-0.004810333251953125,Druga državljanska vojna je bila prvotno predvajana na,HBO,['PBS'],P449
google/mt5-xl,rome_1896,-0.004785060882568359,Theobald Boehm je delal v mestu,München,['Berlin'],P937
google/mt5-xl,calinet_5094,-0.0046621958414713545,"Jean-Claude Van Damme, ki dela kot",igralec,"['ženski imitator', 'ubijalec vampirjev', 'geodet']",P106
google/mt5-xl,rome_9090,-0.004570960998535156,Pentium III je ustvaril,Intel,['Adobe'],P178
google/mt5-xl,rome_8747,-0.0044373273849487305,Položaj Adrijana III. je,papež,['škof'],P39
google/mt5-xl,calinet_12118,-0.004348874092102051,Položaj Dmitrija Medvedjeva je,ruski predsednik,"['predsednik komisije', 'Glavni sekretar kabineta']",P39
google/mt5-xl,rome_9867,-0.0042324066162109375,Oaza Kharga se nahaja v državi,Egipt,['Japonska'],P17
google/mt5-xl,calinet_11626,-0.00376284122467041,Draw Something je razvil,OMGPOP,"['San Diego Studio', 'Daybreak Game Company', 'iNiS', 'Yuji Horii']",P178
google/mt5-xl,rome_1919,-0.0037152767181396484,Področje dela Christiaana Huygensa je,matematika,['zgodovina'],P101
google/mt5-xl,rome_19743,-0.00370025634765625,Področje dela Williama Somerseta Maughama je,romanopisec,['psihologija'],P101
google/mt5-xl,rome_13628,-0.003665924072265625,Vojaške žene so prvotno predvajali na,Lifetime,['PBS'],P449
google/mt5-xl,rome_1027,-0.003656744956970215,"Celilo Village,",Oregon,['Idaho'],P131
google/mt5-xl,rome_10464,-0.0035247802734375,Oddajo Lloyda Bridgesa so prvotno predvajali na,CBS,['NBC'],P449
google/mt5-xl,rome_11850,-0.0035231709480285645,S katerim športom se ukvarja Steve Yzerman? Igrajo,hokej,['nogomet'],P641
google/mt5-xl,rome_7284,-0.0035129785537719727,Modern Marvels je bil prvotno predvajan na,History,['PBS'],P449
google/mt5-xl,rome_16479,-0.003501296043395996,S katerim športom se ukvarja Peter Forsberg? Igrajo,hokej,['nogomet'],P641
google/mt5-xl,rome_21415,-0.0033582448959350586,"Mini Countryman, proizvajalec",BMW,['Chevrolet'],P176
google/mt5-xl,calinet_4835,-0.0033366918563842774,True Dare Kiss je bil prvotno predvajan na,BBC One,"['MTV UK', 'Planet Sheen', 'TruTV', 'AXS.TV', 'WTTW-TV']",P449
google/mt5-xl,rome_1564,-0.0032798051834106445,"Spencer Kelly, ki je zaposlen pri",BBC,['CNN'],P108
google/mt5-xl,rome_4920,-0.003264188766479492,S katerim športom se ukvarja Gonzalo Higuaín? Igrajo,nogomet,['hokej'],P641
google/mt5-xl,rome_16855,-0.0032581686973571777,Danny Kaye Show je bil prvotno predvajan na,CBS,['MTV'],P449
google/mt5-xl,rome_13007,-0.0031729936599731445,Področje dela Friedricha Tiedemanna je,fiziologija,['zgodovina'],P101
google/mt5-xl,rome_15424,-0.0031728744506835938,Vrhunec! je bil prvotno predvajan na,CBS,['NBC'],P449
google/mt5-xl,rome_5833,-0.0031589269638061523,Nova oddaja Andyja Griffitha je bila objavljena na,CBS,['PBS'],P449
google/mt5-xl,rome_18896,-0.003158092498779297,Potem je bil Came Bronson prvotno predvajan na,NBC,['MTV'],P449
google/mt5-xl,calinet_4855,-0.00305020809173584,The West Point Story je debitiral na,ABC,"['HBO', 'Yle TV1', 'Celebrity Apprentice']",P449
google/mt5-xl,rome_9977,-0.0030490756034851074,Windows Movie Maker je razvil,Microsoft,['Adobe'],P178
google/mt5-xl,rome_10691,-0.00302886962890625,"Dobro jutro, svet je bil prvotno predvajan na",CBS,['MTV'],P449
google/mt5-xl,rome_5423,-0.0030269622802734375,The New Shmoo je bil prvotno predvajan na,NBC,['CBS'],P449
google/mt5-xl,rome_21475,-0.0029962658882141113,"Portable Document Format, izdelek podjetja",Adobe,['Apple'],P178
google/mt5-xl,rome_7782,-0.0029506683349609375,"Covelli Center,",Ohio,['Berkshire'],P131
google/mt5-xl,calinet_5457,-0.0029244820276896157,"David Manners, ki dela kot",igralec,"['beatbox', 'podjetje za razvoj računalniških iger', 'DJ']",P106
google/mt5-xl,rome_17618,-0.002890944480895996,Garbeta se nahaja v državi,Indija,['Japonska'],P17
google/mt5-xl,rome_13053,-0.002853870391845703,Down You Go je bil prvotno predvajan na,NBC,['MTV'],P449
google/mt5-xl,rome_6631,-0.002841949462890625,Uradni jezik Gane je,angleščina,['italijanščina'],P37
google/mt5-xl,rome_3250,-0.002833425998687744,Na kateri poziciji igra Kevin Kampl? Igrajo kot,vezist,['branilec'],P413
google/mt5-xl,calinet_5050,-0.002824127674102783,Eleftherios Venizelos deluje kot,politik,"['filmski igralec', 'sodnik']",P106
google/mt5-xl,rome_18028,-0.002728402614593506,Hope Solo profesionalno igra športni,nogomet,['hokej'],P641
google/mt5-xl,rome_16741,-0.00270843505859375,"Kukla, Fran in Ollie premierno na",NBC,['HBO'],P449
google/mt5-xl,rome_9742,-0.002704620361328125,Fred Wah je delal v mestu,Vancouver,['Berlin'],P937
google/mt5-xl,calinet_6578,-0.002695441246032715,New York City ima sedež podjetja,Century Company,"['SRAM Corporation', 'Campagnolo', 'Park Falls']",P159
google/mt5-xl,rome_13576,-0.00262451171875,The Wide Country je bil prvotno predvajan na,NBC,['HBO'],P449
google/mt5-xl,calinet_12026,-0.002580776810646057,Sambhadžijev položaj je,Chhatrapati,"['SAIS', 'Župan Honoluluja', 'vrhovni sodnik', 'Yamtuan Besar']",P39
google/mt5-xl,rome_7803,-0.0025539398193359375,The Waverly Wonders je prvotno predvajal,NBC,['MTV'],P449
google/mt5-xl,rome_19071,-0.0025526881217956543,Dream Job je bil prvotno predvajan na,ESPN,['CBS'],P449
google/mt5-xl,calinet_12200,-0.0025365352630615234,"Timothy John Bavin, čigar položaj je",škof,['indonezijski predsednik'],P39
google/mt5-xl,rome_5916,-0.0024394989013671875,Fritz Schramma je delal v mestu,Köln,['Berlin'],P937
google/mt5-xl,calinet_12441,-0.0023436546325683594,"Playford, katerega položaj je",Premier,['predsednik PLO'],P39
google/mt5-xl,rome_13095,-0.0023421049118041992,Washington Week je bil prvotno predvajan na,PBS,['NBC'],P449
google/mt5-xl,rome_6851,-0.002298295497894287,Oddaja Imogene Coca je bila prvotno predvajana na,NBC,['PBS'],P449
google/mt5-xl,calinet_4679,-0.002291083335876465,Državna loterija je bila prvotno predvajana na,BBC One,"['PBS', 'CBS', 'Syfy']",P449
google/mt5-xl,calinet_8418,-0.0022569894790649414,"Metalcore glasbeniki, kot je",Killswitch Engage,['Darkwood Dub'],P136
google/mt5-xl,rome_9075,-0.00223541259765625,60 Minutes II je bil prvotno predvajan na,CBS,['PBS'],P449
google/mt5-xl,rome_6789,-0.0021991729736328125,Beverly Hillbillies so prvotno predvajali na,CBS,['NBC'],P449
google/mt5-xl,rome_13688,-0.00214385986328125,Oddajo Bennyja Hilla so prvotno predvajali na,BBC,['NBC'],P449
google/mt5-xl,calinet_7817,-0.002136218547821045,Jezik Ponniyin Selvan je,tamilščina,"['azerbajdžanski', 'Chu ci', 'sodobna hebrejščina', 'madžarščina', 'Bumbarash']",P364
google/mt5-xl,calinet_4790,-0.0021317601203918457,Autumnwatch je bil prvotno predvajan na,BBC,"['HBO Sports', 'Shake iT Up', 'Langt fra Las Vegas', 'NBC Sports Network', 'Hum TV']",P449
google/mt5-xl,rome_17007,-0.0021295547485351562,Jeffersonovi so bili prvotno predvajani na,CBS,['MTV'],P449
google/mt5-xl,calinet_1800,-0.002117246389389038,Področje dela Lawrieja Johnsona je,botanik,"['vozlišča', 'Hipergrafija', 'Psihologija', 'Marshall Stone', 'Calliope', 'splošna relativnost', 'primatolog', 'Antony Gormley']",P101
google/mt5-xl,calinet_8360,-0.002094089984893799,"Antologijska serija glasbenikov, kot je",American Horror Story,['pripovedna pesem'],P136
google/mt5-xl,calinet_5501,-0.002085634640284947,"Somalija, ki ima glavno mesto",Mogadiš,"['Kokopo', 'Yeysk', 'Manama', 'Mariposa, Kalifornija', 'Mamoudzou', 'Ibiza (mesto)', 'Utsunomiya, Tochigi']",P1376
google/mt5-xl,rome_19715,-0.002079010009765625,Glen Campbell Goodtime Hour je bil prvotno predvajan na,CBS,['NBC'],P449
google/mt5-xl,calinet_4937,-0.002043396234512329,Behind The Music je debitiral na,VH1,"['Adult Swim', 'RCTV']",P449
google/mt5-xl,calinet_5338,-0.0020049413045247397,"Jamie Thomas King, ki dela kot",igralec,"['detektiv', 'strežnik', 'razvijalec nepremičnin']",P106
google/mt5-xl,calinet_6978,-0.001995086669921875,Espoo vsebuje sedež podjetja,FC Honka,['SOHO'],P159
google/mt5-xl,calinet_2881,-0.0019231864384242467,"Okrožje Giles v Virginiji, ki ima glavno mesto",Pearisburg,"['München (München)', 'Zagazig', 'Atacora', 'Okrožje Volkhovsky', 'Lorengau', ""Pla d'Urgell"", 'Marigot']",P36
google/mt5-xl,rome_8785,-0.0019060969352722168,Rolls-Royce Phantom je razvil,BMW,['Fiat'],P176
google/mt5-xl,calinet_8713,-0.001897295316060384,XP-50 proizvaja,Grumman,"['Heavy Industries Taxila (HIT)', 'Bethlehem Shipbuilding', 'Qvale']",P176
google/mt5-xl,rome_21413,-0.0018648505210876465,Položaj Bonifacija VIII. je,papež,['škof'],P39
google/mt5-xl,calinet_11681,-0.001860201358795166,"OfficeVision, ki ga je ustvaril",IBM,"['Aaron Beck', 'Climax Racing']",P178
google/mt5-xl,rome_13494,-0.0018587112426757812,Tales of Wells Fargo so prvotno predvajali na,NBC,['PBS'],P449
google/mt5-xl,calinet_11518,-0.0018098950386047363,"OS X, ki ga je ustvaril",Apple Inc.,['Native Instruments'],P178
google/mt5-xl,calinet_2929,-0.0018074363470077515,Glavno mesto Papue je,Port Moresby,"['Občina Plovdiv', ""n'Djamena"", 'Farmington, Utah', 'Solun']",P36
google/mt5-xl,calinet_2548,-0.0017886161804199219,Glavno mesto New Yorka je,Albany,"['Okrožje Ilfov', 'Dakar', 'Yaroslavl', 'Pliska', 'New Hampton, Iowa', 'Bass Coast Shire']",P36
google/mt5-xl,calinet_6953,-0.0017634928226470947,Chicago ima sedež podjetja,Essanay Studios,"['Bauru', 'Olin']",P159
google/mt5-xl,rome_21143,-0.001758575439453125,Adrien Albert Marie de Mun je delal v mestu,Pariz,['Amsterdam'],P937
google/mt5-xl,rome_15212,-0.0017361640930175781,"Okrožje Baranya,",Madžarska,['Utah'],P131
google/mt5-xl,calinet_8873,-0.0017084479331970215,Mercedes-Benz je izdelek podjetja,Daimler AG,['Cagiva'],P176
google/mt5-xl,rome_19884,-0.0017047524452209473,30 Rock je bil izdan na,NBC,['MTV'],P449
google/mt5-xl,rome_7793,-0.0017023086547851562,National Heads-Up Poker Championship je debitiral na,NBC,['PBS'],P449
google/mt5-xl,calinet_7942,-0.0016949176788330078,Jezik Kumara Sambhavama je,malajalamščina,"['srbska cirilica', 'Caiga Quien Caiga', 'finščina']",P364
google/mt5-xl,rome_9416,-0.00167083740234375,Teorija velikega poka je debitirala na,CBS,['PBS'],P449
google/mt5-xl,rome_20109,-0.001652359962463379,Ceefax je bil prvotno predvajan na,BBC,['CBS'],P449
google/mt5-xl,calinet_12404,-0.001644045114517212,Položaj Otta von Bismarcka je,kancler,"['Španski generalni guverner', 'vrhovni poveljnik vojske', 'Sekretar mornarice', 'visoki komisar']",P39
google/mt5-xl,rome_10656,-0.0016245841979980469,Shazzan so prvotno predvajali na,CBS,['HBO'],P449
google/mt5-xl,rome_1420,-0.0016162991523742676,Life je bil prvotno predvajan na,NBC,['HBO'],P449
google/mt5-xl,rome_17057,-0.0016107559204101562,Navy Log je bil prvotno predvajan na,CBS,['NBC'],P449
google/mt5-xl,rome_18817,-0.0015926361083984375,Eberhard Diepgen je delal v mestu,Berlin,['Rim'],P937
google/mt5-xl,rome_209,-0.001583099365234375,Carl Kasell je zaposlen pri,NPR,['IBM'],P108
google/mt5-xl,rome_1616,-0.001522064208984375,Mac OS X Lion je razvil,Apple,['Adobe'],P178
google/mt5-xl,calinet_12036,-0.001497030258178711,Položaj Jožefa II. je Liberalna nacionalna stranka (LNP),Carigrad,['Liberalna nacionalna stranka (LNP)'],P39
google/mt5-xl,rome_20656,-0.001485586166381836,Yoshijevo univerzalno gravitacijo je ustvaril,Nintendo,['Google'],P178
google/mt5-xl,calinet_12501,-0.0014838099479675293,Založba Rip Slyme:,Warner Music Japan,"['metropolis records', 'Florida Georgia Line', 'Mike Reid', 'Dayglo Abortions', 'earMusic']",P264
