model,dataset_id,differences,stem,true,false,relation
bigscience/bloom-7b1,rome_15117,-0.01834392547607422,Michael Boley hraje jako,linebacker,['záložník'],P413
bigscience/bloom-7b1,calinet_7866,-0.01824645201365153,Jazykem Keeping Up Appearances je,Angličtina,"['védský sanskrt', 'اردو', 'Hasb-e-Haal']",P364
bigscience/bloom-7b1,rome_21009,-0.018056869506835938,Rodným jazykem Armanda Lunela je,francouzština,['čínština'],P103
bigscience/bloom-7b1,rome_13851,-0.01803535223007202,"Jazykem v pořádku, stále je",Angličtina,['tamilština'],P364
bigscience/bloom-7b1,rome_15495,-0.017987370491027832,Don Trull hraje jako,quarterback,['záložník'],P413
bigscience/bloom-7b1,calinet_4736,-0.017978966236114502,Channel 4 debutoval na,Celebrity Come Dine With Me,"['Rock The Cradle', 'TV Asahi', 'Syndicated', '102 Minutes That Changed America']",P449
bigscience/bloom-7b1,calinet_5584,-0.017875507473945618,Hlavním městem Thajska je,Bangkok,"['Rockville, MD', 'Sawyer County', 'vláda Talibanu', 'Bern']",P1376
bigscience/bloom-7b1,rome_4965,-0.017690837383270264,Původní jazyk Juliet Bravo je,Angličtina,['tamilština'],P364
bigscience/bloom-7b1,rome_11611,-0.017618656158447266,Murray Bannerman hraje jako,brankář,['záložník'],P413
bigscience/bloom-7b1,calinet_8173,-0.017516255378723145,"William Shakespeare, který hraje",Anglické renesanční divadlo,"['křesťanský metalcore', 'Virginia Coalition']",P136
bigscience/bloom-7b1,rome_1841,-0.0174560546875,Původní jazyk Nanneri je,tamilština,['čínština'],P364
bigscience/bloom-7b1,rome_19878,-0.017438888549804688,Willie McFaul hraje jako,brankář,['záložník'],P413
bigscience/bloom-7b1,rome_12171,-0.017335057258605957,Bill Bergey hraje jako,linebacker,['záložník'],P413
bigscience/bloom-7b1,rome_18613,-0.017316162586212158,Jazykem Pravé identity je,Angličtina,['tamilština'],P364
bigscience/bloom-7b1,rome_7557,-0.017225265502929688,"Původní jazyk Bizarre, Bizarre je",francouzština,['tamilština'],P364
bigscience/bloom-7b1,calinet_7903,-0.017198622226715088,Původní jazyk Tancredi je,italština,"['védský sanskrt', 'Tulu']",P364
bigscience/bloom-7b1,rome_17446,-0.017142951488494873,Trent Green hraje jako,quarterback,['záložník'],P413
bigscience/bloom-7b1,rome_6371,-0.017110824584960938,Hank Bassen hraje jako,brankář,['záložník'],P413
bigscience/bloom-7b1,rome_16643,-0.017061233520507812,Aaron Rodgers hraje jako,quarterback,['záložník'],P413
bigscience/bloom-7b1,rome_11877,-0.017039954662322998,Jim Hart hraje jako,quarterback,['záložník'],P413
bigscience/bloom-7b1,rome_11121,-0.016804099082946777,Původní jazyk Hip Hop Is Dead je,Angličtina,['tamilština'],P364
bigscience/bloom-7b1,rome_9656,-0.016614079475402832,Peter Tom Willis hraje jako,quarterback,['záložník'],P413
bigscience/bloom-7b1,rome_9351,-0.016571044921875,Nathan Myhrvold ze společnosti,Microsoft,['Google'],P108
bigscience/bloom-7b1,rome_823,-0.016541659832000732,Teddy Bridgewater hraje jako,quarterback,['záložník'],P413
bigscience/bloom-7b1,rome_19862,-0.01638251543045044,Ryan Mallett hraje jako,quarterback,['záložník'],P413
bigscience/bloom-7b1,rome_3839,-0.01615738868713379,Dan McGwire hraje jako,quarterback,['záložník'],P413
bigscience/bloom-7b1,rome_8744,-0.016020774841308594,Ryan Shazier hraje jako,linebacker,['záložník'],P413
bigscience/bloom-7b1,calinet_8157,-0.015823334455490112,"Hudebníci kriminálních filmů, jako je",Pale Flower,"['vysokoškolský rock', 'Sam Sweeney']",P136
bigscience/bloom-7b1,rome_20854,-0.01566314697265625,Cory Schneider hraje jako,brankář,['záložník'],P413
bigscience/bloom-7b1,rome_12548,-0.015568971633911133,Původní jazyk La favorite byla,francouzština,['tamilština'],P364
bigscience/bloom-7b1,rome_5041,-0.015481948852539062,Horace Fairhurst hraje jako,obránce,['záložník'],P413
bigscience/bloom-7b1,calinet_5717,-0.015170261263847351,Hlavním městem Asturie je,Oviedo,"['vnitřní Mongolsko', 'Salvador da Bahia', 'Mambajao', 'Ajaccio']",P1376
bigscience/bloom-7b1,rome_16444,-0.015077650547027588,Jazykem dnešního dne je,Angličtina,['tamilština'],P364
bigscience/bloom-7b1,rome_6812,-0.015047073364257812,Scott Darling hraje jako,brankář,['záložník'],P413
bigscience/bloom-7b1,rome_4303,-0.015038907527923584,Mark Malone hraje jako,quarterback,['záložník'],P413
bigscience/bloom-7b1,rome_17351,-0.014650344848632812,Maison du Peuple se nachází v zemi,Belgie,['Norsko'],P17
bigscience/bloom-7b1,rome_997,-0.014618873596191406,Robert Griffin III hraje jako,quarterback,['záložník'],P413
bigscience/bloom-7b1,rome_3540,-0.014301836490631104,Jazykem Hatya byla,hindština,['tamilština'],P364
bigscience/bloom-7b1,rome_17724,-0.014265000820159912,Wilber Marshall hraje jako,linebacker,['záložník'],P413
bigscience/bloom-7b1,rome_15933,-0.014073371887207031,Sam LoPresti hraje jako,brankář,['záložník'],P413
bigscience/bloom-7b1,rome_2251,-0.0139923095703125,IWork je ve vlastnictví společnosti,Apple,['Microsoft'],P127
bigscience/bloom-7b1,rome_21079,-0.013984739780426025,Jazykem The Bitch byla,Angličtina,['tamilština'],P364
bigscience/bloom-7b1,rome_12147,-0.013785839080810547,Oficiálním jazykem Alberty je,Angličtina,['francouzština'],P37
bigscience/bloom-7b1,rome_3742,-0.013642370700836182,Původní jazyk The Land Girls je,Angličtina,['španělština'],P364
bigscience/bloom-7b1,rome_9746,-0.013642311096191406,Oficiálním jazykem Guernsey je,Angličtina,['francouzština'],P37
bigscience/bloom-7b1,rome_11083,-0.013518333435058594,Novokuybyshevsk se nachází v zemi,Rusko,['Německo'],P17
bigscience/bloom-7b1,calinet_8696,-0.013445138931274414,PDP-11 je produktem společnosti,DEC,['iRobot'],P176
bigscience/bloom-7b1,rome_14077,-0.013315200805664062,Jon Casey hraje jako,brankář,['záložník'],P413
bigscience/bloom-7b1,rome_6793,-0.013301849365234375,Původní jazyk Krátkého filmu o lásce je,polština,['tamilština'],P364
bigscience/bloom-7b1,rome_16584,-0.013230741024017334,Colby Cameron hraje jako,quarterback,['záložník'],P413
bigscience/bloom-7b1,rome_14761,-0.013016462326049805,Původní jazyk Spectacular! je,Angličtina,['španělština'],P364
bigscience/bloom-7b1,rome_17532,-0.012965679168701172,Carson Coffman hraje jako,quarterback,['záložník'],P413
bigscience/bloom-7b1,rome_10690,-0.01292330026626587,Jazykem Spirály byla,francouzština,['tamilština'],P364
bigscience/bloom-7b1,rome_17927,-0.012823402881622314,Tom Ramsey hraje jako,quarterback,['záložník'],P413
bigscience/bloom-7b1,rome_9057,-0.012753725051879883,Landon Johnson hraje jako,linebacker,['záložník'],P413
bigscience/bloom-7b1,calinet_1526,-0.012571735041482108,Kunthovou doménou práce je,botanika,"['Meteorologie', 'John Coltrane', 'virová infekce', 'římské právo', 'distální', 'Tafsir', 'lékařská botanika']",P101
bigscience/bloom-7b1,rome_9000,-0.012438952922821045,Kiko Alonso hraje jako,linebacker,['záložník'],P413
bigscience/bloom-7b1,rome_8600,-0.012395858764648438,Sean Burke hraje jako,brankář,['záložník'],P413
bigscience/bloom-7b1,rome_10443,-0.012269198894500732,"Hlavní město Portugalska,",Lisabon,['Řím'],P36
bigscience/bloom-7b1,rome_16910,-0.0121307373046875,V oddělení Izabal je úředním jazykem,španělština,['čeština'],P37
bigscience/bloom-7b1,rome_20774,-0.012088358402252197,Původní jazyk Maometta II je,italština,['francouzština'],P364
bigscience/bloom-7b1,rome_17596,-0.011997222900390625,Joe Paterno hraje jako,quarterback,['záložník'],P413
bigscience/bloom-7b1,rome_418,-0.011949419975280762,Jazykem pozvánky na hrad je,francouzština,['tamilština'],P364
bigscience/bloom-7b1,rome_9014,-0.011801600456237793,"Jason Paige, který pracuje jako",herec,['právník'],P106
bigscience/bloom-7b1,calinet_1951,-0.011741483211517334,Specializací George Cruikshanka je,karikaturista,"['fenomenologové', 'zátiší', 'Georg Ludwig Hartig', 'fotograf', 'archeologie']",P101
bigscience/bloom-7b1,rome_18026,-0.011729240417480469,Původní jazyk The Scarlet Flower je,ruština,['španělština'],P364
bigscience/bloom-7b1,rome_16077,-0.011688232421875,Mary Tyler Moore Show debutovala na,CBS,['NBC'],P449
bigscience/bloom-7b1,rome_10537,-0.01163637638092041,Marquis Cooper hraje jako,linebacker,['záložník'],P413
bigscience/bloom-7b1,rome_13957,-0.011535227298736572,V Sint Eustatius je úředním jazykem,Angličtina,['srbština'],P37
bigscience/bloom-7b1,rome_4381,-0.01130896806716919,Jean Drapeau zemřel ve městě,Montreal,['Řím'],P20
bigscience/bloom-7b1,rome_20301,-0.01125258207321167,Jazykem Mad TV byla,Angličtina,['tamilština'],P364
bigscience/bloom-7b1,rome_13850,-0.010950088500976562,John Forsythe Show byla vydána na,NBC,['CBS'],P449
bigscience/bloom-7b1,rome_20599,-0.01076573133468628,Hans Bol zemřel ve městě,Amsterdam,['Řím'],P20
bigscience/bloom-7b1,rome_3735,-0.010725021362304688,Marc Lamothe hraje jako,brankář,['záložník'],P413
bigscience/bloom-7b1,calinet_4732,-0.010661125183105469,Politics Show byl původně vysílán na,BBC1,"['BBC-2', 'Radio Philippines Network']",P449
bigscience/bloom-7b1,rome_15987,-0.010560989379882812,Původní jazyk La dame Blanche byla,francouzština,['tamilština'],P364
bigscience/bloom-7b1,calinet_5610,-0.010473926862080893,Hlavním městem Iráku je,Bagdád,"['Sukhinichi', 'Lawton, OK', 'větší Kodaň', 'Středočeský kraj', 'Sikkim', 'Wystruć']",P1376
bigscience/bloom-7b1,rome_13334,-0.010339736938476562,Jazyk používaný Louisem Loucheurem je,francouzština,['turečtina'],P1412
bigscience/bloom-7b1,rome_4484,-0.01030731201171875,Původní jazyk Mariany Pinedy je,španělština,['tamilština'],P364
bigscience/bloom-7b1,rome_21787,-0.01026463508605957,Jazykem Jacka Holborna byla,Angličtina,['tamilština'],P364
bigscience/bloom-7b1,rome_5285,-0.01012420654296875,"IOS 5, produkt vytvořený společností",Apple,['Microsoft'],P178
bigscience/bloom-7b1,calinet_9424,-0.009956300258636475,Jazykem Efter endnu en dag je,dánština,['finština'],P407
bigscience/bloom-7b1,rome_13475,-0.009862661361694336,Původní jazyk Caresses je,katalánština,['francouzština'],P364
bigscience/bloom-7b1,rome_10125,-0.009845495223999023,Jazykem Nové vědy je,italština,['tamilština'],P364
bigscience/bloom-7b1,rome_6620,-0.00980466604232788,Okres Huachocolpa se nachází v zemi,Peru,['Německo'],P17
bigscience/bloom-7b1,rome_2153,-0.00974726676940918,Jazykem Coup de Torchon je,francouzština,['tamilština'],P364
bigscience/bloom-7b1,rome_1008,-0.0096893310546875,Greer Lankton zemřel ve městě,Chicago,['Řím'],P20
bigscience/bloom-7b1,rome_4469,-0.009595334529876709,Jazykem RocknRolla byla,Angličtina,['tamilština'],P364
bigscience/bloom-7b1,rome_5667,-0.009325802326202393,Jazykem Radio Times je,Angličtina,['tamilština'],P364
bigscience/bloom-7b1,calinet_7730,-0.009233832359313965,Původní jazyk Gå med mig hjem je,dánština,"['turečtina', 'kastilská španělština', 'rigvedský sanskrt']",P364
bigscience/bloom-7b1,calinet_2850,-0.009173858165740966,Hlavním městem Osmanské republiky je,Istanbul,"['Vigo County, Indiana', 'Banda Aceh', 'Brusel', 'západní Afrika', 'Wausau, Wisconsin']",P36
bigscience/bloom-7b1,rome_21094,-0.009150028228759766,Jazyk Jezdce na střeše byla,francouzština,['tamilština'],P364
bigscience/bloom-7b1,rome_2246,-0.009105086326599121,Jazyk používaný Christopherem Dresserem je,Angličtina,['tamilština'],P1412
bigscience/bloom-7b1,calinet_2524,-0.009028792381286621,"Hlavní město Thajska,",Bangkok,"['Hurghada', 'Mohyliv-Podilskyi Raion', 'Humboldt County, Kalifornie', 'Guvernorát Al-Hasakah', 'Klosterneuburg']",P36
bigscience/bloom-7b1,rome_6163,-0.00896674394607544,Jazykem The Natural byla,Angličtina,['tamilština'],P364
bigscience/bloom-7b1,calinet_4608,-0.008887370427449545,Santo Bugito původně vysílal na,CBS,"['Hollywood A Go-Go', 'SVT1', 'Ripper Street', 'TV Tupi', 'Channel 4 UK', 'BBC Two HD']",P449
bigscience/bloom-7b1,rome_18029,-0.008787155151367188,Jazyk používaný Yvesem Bonnefoyem je,francouzština,['čínština'],P1412
bigscience/bloom-7b1,rome_21559,-0.008733570575714111,Joe Garagiola starší hraje,baseball,['hokej'],P641
bigscience/bloom-7b1,rome_2445,-0.008712410926818848,Jazykem Caro diario byla,italština,['tamilština'],P364
bigscience/bloom-7b1,calinet_3026,-0.00865897536277771,Úředním jazykem běloruštiny je,ruština,"['olympijské hnutí', 'tamilština']",P37
bigscience/bloom-7b1,rome_7300,-0.008610010147094727,Ernie Davis je profesionální,Fotbal,['hokej'],P641
bigscience/bloom-7b1,rome_821,-0.0085906982421875,Rodným jazykem Clauda Riche je,francouzština,['čínština'],P103
bigscience/bloom-7b1,calinet_5962,-0.008522536073412215,Hlavním městem provincie Bam je,Kongoussi,"['Bakwanga', 'Maniema', 'sovětská okupace', 'větší Kodaň', 'Suzuka, Mie', 'Pirin Makedonie', 'Shimla']",P1376
bigscience/bloom-7b1,rome_9749,-0.008520066738128662,Jazykem Liquid Sky byla,Angličtina,['tamilština'],P364
bigscience/bloom-7b1,rome_15331,-0.008466720581054688,Philip Ahn pracuje jako,herec,['filozof'],P106
bigscience/bloom-7b1,rome_20413,-0.008340895175933838,Původním jazykem Il camorrista byla,italština,['tamilština'],P364
bigscience/bloom-7b1,rome_6049,-0.008332490921020508,Úředním jazykem Jersey je,Angličtina,['francouzština'],P37
bigscience/bloom-7b1,rome_20152,-0.008266627788543701,Původním jazykem Full House je,Angličtina,['francouzština'],P364
bigscience/bloom-7b1,rome_1825,-0.008246660232543945,Roland Orzabal působil ve městě,Bath,['Řím'],P937
bigscience/bloom-7b1,rome_15653,-0.008237004280090332,Původní jazyk My Bloody Valentine 3D je,Angličtina,['španělština'],P364
bigscience/bloom-7b1,calinet_7824,-0.00816516081492106,Původní jazyk Ne le dis à personne byl,francouzština,"['OK Computer', 'Pāli', '한국어']",P364
bigscience/bloom-7b1,rome_12995,-0.008151412010192871,Jazykem Alta Vendita je,italština,['tamilština'],P364
bigscience/bloom-7b1,rome_17863,-0.008104205131530762,Yu Darvish profesionálně hraje sportovní,baseball,['hokej'],P641
bigscience/bloom-7b1,rome_11912,-0.00809788703918457,Jazykem Solamente Vos byla,španělština,['tamilština'],P364
bigscience/bloom-7b1,rome_19408,-0.008092880249023438,Jazykem Cheers byla,Angličtina,['tamilština'],P364
bigscience/bloom-7b1,rome_6190,-0.008017539978027344,"Apache Traffic Server, produkt vytvořený společností",Yahoo,['Microsoft'],P178
bigscience/bloom-7b1,rome_13907,-0.007972180843353271,Jazyk Ram Rajya je,hindština,['tamilština'],P364
bigscience/bloom-7b1,rome_21499,-0.007932662963867188,Carlos Alberto Torres hraje jako,obránce,['záložník'],P413
bigscience/bloom-7b1,rome_21157,-0.007906079292297363,"Report Program Generator, vytvořený společností",IBM,['Microsoft'],P178
bigscience/bloom-7b1,calinet_9117,-0.007898569107055664,Jazykem The Atlantic Monthly je,Angličtina,"['základní angličtina', 'Radioaktivität', 'RTF']",P407
bigscience/bloom-7b1,rome_18721,-0.007811546325683594,Úředním jazykem Illinois je,Angličtina,['francouzština'],P37
bigscience/bloom-7b1,rome_36,-0.0077304840087890625,Rodným jazykem Symeona z Polotsku je,ruština,['francouzština'],P103
bigscience/bloom-7b1,rome_11241,-0.007697641849517822,Jazyk používaný Giuseppe Bossi je,italština,['tamilština'],P1412
bigscience/bloom-7b1,rome_10893,-0.0076751708984375,Mateřským jazykem Jacquese Attaliho je,francouzština,['čínština'],P103
bigscience/bloom-7b1,calinet_5712,-0.007629680633544922,"Hlavní město Surinamu,",Paramaribo,"['Jezero Macquarie', 'Nampula', 'Kjustendil', 'Montevideo', 'Wessington Springs']",P1376
bigscience/bloom-7b1,rome_9754,-0.007586479187011719,Martha Raye Show byla vydána na,NBC,['CBS'],P449
bigscience/bloom-7b1,calinet_11913,-0.007552027702331543,ArchiCAD byl vyvinut organizací,GRAPHISOFT,['NPO Saturn'],P178
bigscience/bloom-7b1,rome_7345,-0.007464408874511719,Jazykem Phi-Phi je,francouzština,['tamilština'],P364
bigscience/bloom-7b1,rome_386,-0.0074443817138671875,Původní jazyk The Mistress of the Inn byla,italština,['tamilština'],P364
bigscience/bloom-7b1,rome_13158,-0.007440328598022461,Původní jazyk Manuale d'amore je,italština,['francouzština'],P364
bigscience/bloom-7b1,rome_12671,-0.00736391544342041,Jazykem Vražd ve spacím voze byla,francouzština,['tamilština'],P364
bigscience/bloom-7b1,calinet_5974,-0.007337050778525216,Hlavním městem Indonésie je,Jakarta,"['větší Skopje', 'Käkisalmi', 'Charlottetown', 'Imus', 'Vizcay', 'Chartres', 'provincie Severní Kivu']",P1376
bigscience/bloom-7b1,rome_8203,-0.007236480712890625,Původní jazyk The Star Diaries je,Angličtina,['francouzština'],P364
bigscience/bloom-7b1,calinet_9163,-0.007194221019744873,Inquilaab je napsán v,Urdu,['náměstí'],P407
bigscience/bloom-7b1,rome_5950,-0.0071926116943359375,Mateřským jazykem Annick Alane je,francouzština,['tamilština'],P103
bigscience/bloom-7b1,rome_19826,-0.0071593523025512695,Lascaris Battery se nachází v,Malta,['Německo'],P17
bigscience/bloom-7b1,rome_15210,-0.007138729095458984,Původní jazyk The Intouchables byla,francouzština,['tamilština'],P364
bigscience/bloom-7b1,calinet_7121,-0.007102549076080322,"Crips, vytvořené v",Los Angeles,['Nacka'],P740
bigscience/bloom-7b1,rome_7497,-0.006988346576690674,Jazykem Maya Darpan byla,hindština,['tamilština'],P364
bigscience/bloom-7b1,calinet_8301,-0.006880223751068115,"Rukojmí Calm, který hraje",punk,"['jidiš', 'Last Comic Standing']",P136
bigscience/bloom-7b1,rome_126,-0.0068206787109375,Tuukka Rask hraje jako,brankář,['záložník'],P413
bigscience/bloom-7b1,calinet_9171,-0.006810486316680908,Jazykem Morozka byla,ruština,['turečtina'],P407
bigscience/bloom-7b1,rome_8729,-0.0067577362060546875,The George Burns Show byla vydána na,NBC,['CBS'],P449
bigscience/bloom-7b1,rome_19370,-0.0067462921142578125,Původní jazyk The Fatal Eggs je,ruština,['francouzština'],P364
bigscience/bloom-7b1,calinet_5035,-0.006744742393493652,"William Stern, který pracuje jako",psycholog,"['zpravodajská analýza', 'stavební inženýr']",P106
bigscience/bloom-7b1,rome_18758,-0.006721377372741699,Jazykem La verbena de la Paloma byla,španělština,['tamilština'],P364
bigscience/bloom-7b1,rome_19463,-0.006719708442687988,Jazykem Sorga Ka Toedjoe byla,indonéština,['tamilština'],P364
bigscience/bloom-7b1,rome_14264,-0.006683051586151123,Původní jazyk Virginia Quarterly Review je,Angličtina,['francouzština'],P364
bigscience/bloom-7b1,rome_18258,-0.006663084030151367,Oblastí činnosti Arnauda Denjoye je,matematika,['tamilština'],P101
bigscience/bloom-7b1,calinet_8285,-0.006610989570617676,Jazzoví hudebníci –,Paul Desmond,"['mluvící sochy', 'Často kladené otázky o cestování časem']",P136
bigscience/bloom-7b1,rome_18556,-0.0065364837646484375,2009 Speedway Ekstraliga se nachází v zemi,Polsko,['Norsko'],P17
bigscience/bloom-7b1,calinet_2029,-0.00652700662612915,Vincent van Gogh našel zaměstnání v,Arles,['pohoří Harz'],P937
bigscience/bloom-7b1,calinet_4641,-0.006504654884338379,L'Isola dei Famosi původně vysílal na,Rai Due,"['PĚT', 'Nederlandse Omroep Stichting', 'vtm']",P449
bigscience/bloom-7b1,calinet_1848,-0.006439586480458577,Zkušenosti Nicolase Stena je,anatomie,"['radiochemik', 'zobrazování magnetickou rezonancí (MRI)', 'elektrostatika', 'buněčná biologie', 'svařování', 'renesanční architekt']",P101
