model,dataset_id,differences,resolution,facts
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_13007,-0.213653564453125,to do,L'àrea de treball de Friedrich Tiedemann és la [ true: fisiologia; false: ['història'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_4752,-0.21361559629440308,to do,"Gustave de Beaumont, parlant de [ true: francès; false: ['llatí'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_6035,-0.20771217346191406,to do,Desmond King-Hele és originari de [ true: Sussex; false: ['Londres'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_11803,-0.201416015625,to do,App Inventor va ser desenvolupat per la [ true: Google; false: ['Universitat de Berkeley'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_11036,-0.193389892578125,to do,L'idioma original d'A Hunting Accident era el [ true: rus; false: ['francès'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19315,-0.18634033203125,to do,El domini d'activitat de Georg Mohr és la [ true: matemàtiques; false: ['geometria'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_7349,-0.18524169921875,to do,C'est dans l'air està escrit en [ true: francès; false: ['català'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_14742,-0.1815185546875,to do,Henry Halstead toca la [ true: violí; false: ['guitarra'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12156,-0.175537109375,to do,Saddam Hussein ocupa el càrrec de [ true: President iraquià; false: ['president de la Comissió Europea'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_20896,-0.173095703125,to do,Michael Faraday treballa en el camp de la [ true: química; false: ['física'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_4703,-0.17266845703125,to do,El programa de Betty Hutton es va emetre originalment a la [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_20570,-0.170654296875,to do,L'idioma original de The Young Guard és el [ true: rus; false: ['francès'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_21040,-0.16700565814971924,to do,"Leeds Minster, que va rebre el nom de [ true: Peter; false: ['Cork'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_3479,-0.16700522104899088,to do,"L'ucraïnès és la llengua oficial del [ true: Rússia; false: ['República de Guinée', 'Nicaragua', 'Tailandès'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_9053,-0.166971484820048,to do,"La llengua de Le Gaulois era [ true: francès; false: ['el Sol', 'romanès', 'Genesis Live'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_2279,-0.16559982299804688,to do,"Frederick Temple va començar a treballar a la ciutat de [ true: Exeter; false: ['Nova York, Nova York'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_7122,-0.160400390625,to do,La llei a Hamina declara la llengua [ true: finès; false: ['suec'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_7603,-0.16007183492183685,to do,"La llengua original d'Aagadu era la [ true: Telugu; false: ['xinès clàssic', 'Homshetsi', 'Helsingin sanomat', 'llengua georgiana'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_13112,-0.15055084228515625,to do,Laurel Aitken va morir a [ true: Leicester; false: ['Londres'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_21358,-0.147973895072937,to do,"Suc de Taronja, fundada a [ true: Glasgow; false: ['Barcelona'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19288,-0.14455413818359375,to do,El Johnny Carson Show es va emetre originalment a la [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_13884,-0.13869476318359375,to do,Aquesta és la teva vida es va emetre originalment a la [ true: NBC; false: ['BBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_13378,-0.136138916015625,to do,"Ei, Jeannie! es va emetre originalment a la [ true: CBS; false: ['NBC'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5912,-0.13484573364257812,to do,The 20th Century Fox Hour es va estrenar a la [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_2726,-0.13434600830078125,to do,Heather Fell és nativa de [ true: Plymouth; false: ['Londres'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_666,-0.130279541015625,to do,Men into Space va debutar a la [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_2842,-0.1288299560546875,to do,Rudolf Lothar va morir a [ true: Budapest; false: ['Berlín'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_13874,-0.12680339813232422,to do,La Mona Lisa és de [ true: França; false: ['Leonardo'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_12203,-0.12621688842773438,to do,Heather Cox treballa per a la [ true: ESPN; false: ['BBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_12172,-0.1259307861328125,to do,Bright Promise es va emetre originalment a la [ true: NBC; false: ['BBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_9501,-0.125518798828125,to do,Strawbs que es va fundar a [ true: Anglaterra; false: ['Londres'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_7304,-0.1250676910082499,to do,"The Narrative, que es va iniciar a [ true: Long Island, Nova York; false: ['Nova York', 'Luxemburg', 'Victorville, Califòrnia'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_1879,-0.12292778491973877,to do,Alberto Rivera Pizarro juga de [ true: migcampista; false: ['porter'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_1798,-0.12196168899536133,to do,"Priestley treballa al camp de [ true: filosofia; false: ['de dos cossos', 'primatòlegs', 'fractals', 'documentalista', 'Muhaddith'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_17533,-0.120697021484375,to do,The Ruff & Reddy Show s'estrena a [ true: NBC; false: ['HBO'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_3685,-0.120086669921875,to do,Innocenci X té el càrrec de [ true: papa; false: ['cardenal'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_4588,-0.119659423828125,to do,The Famous Teddy Z va debutar a la [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_13990,-0.118438720703125,to do,"Benjamin Fondane, que treballa com a [ true: filòsof; false: ['poeta'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_7565,-0.11825062831242879,to do,"L'idioma original de Giv era el [ true: persa; false: ['Grec bíblic', 'llengua georgiana', 'Coronel Redl'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_21351,-0.1165771484375,to do,Quin esport practica Charles Barkley? Juguen a [ true: bàsquet; false: ['futbol'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_975,-0.11423492431640625,to do,"Vídeos de Bing, de [ true: Microsoft; false: ['Google'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_8223,-0.11126708984375,to do,Hal Russell toca el [ true: trompeta; false: ['piano'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5522,-0.1110687255859375,to do,El domini d'activitat d'Hugo Kronecker és la [ true: fisiologia; false: ['geometria'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_4658,-0.110614279905955,to do,"ABC va debutar a [ true: Good Morning America; false: ['televisió polonesa', 'Chiquititas', 'Cowboy Bepop'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_6674,-0.109283447265625,to do,Crime i càstig es va emetre originalment a la [ true: NBC; false: ['BBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_397,-0.10919349193572998,to do,"La RD Congo comparteix frontera amb [ true: Ruanda; false: ['Sarnonico', 'República Txecoslovaca', 'Taos, Nou Mèxic', 'Perm', 'Kasaragod'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_20676,-0.1087646484375,to do,Henry Flynt toca la [ true: violí; false: ['guitarra'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_6006,-0.1076202392578125,to do,La vida de Gabriel-Marie Garrone va acabar a [ true: Roma; false: ['París'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_17771,-0.10619831085205078,to do,Alain de Cadenet és empleat de la [ true: ESPN; false: ['BBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5419,-0.1042633056640625,to do,"Innocenci XI, el càrrec del qual és el de [ true: papa; false: ['cardenal'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_2375,-0.10324859619140625,to do,L'almirall Cunningham va començar a treballar a la ciutat de [ true: Londres; false: ['Nova York'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_1550,-0.1024017333984375,to do,Valiant Lady es va emetre originalment a la [ true: CBS; false: ['BBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_9423,-0.10189499457677205,to do,"La llengua d'A Terrible Vengeance era la [ true: rus; false: ['wuxia', 'Literatura noruega', 'llengua gal·lesa'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5843,-0.09975290298461914,to do,TV Now es va desenvolupar als [ true: Irlanda; false: ['Països Baixos'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_2716,-0.09759521484375,to do,"Yuriy Oliynyk, tocant la [ true: piano; false: ['guitarra'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_7531,-0.09717325369517009,to do,"La llengua d'Orfeu Negre era el [ true: portuguès; false: ['llengua montenegrina', 'Ukrayina maye talant', 'valencià'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_2869,-0.09624990395137242,to do,"Marburg és la capital de [ true: Hesse-Marburg; false: ['Conwy', 'Magadha', 'districte de kangra', 'Kagoshima', 'Salsk', 'Sofia', 'Tikrit'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_10490,-0.095458984375,to do,Jaap Spaanderman toca el [ true: piano; false: ['violí'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_1547,-0.09286960363388061,to do,"El botànic és l'especialització de les [ true: Ferdinand von Mueller; false: ['sex shops', 'Squier', 'físics matemàtics', 'la lepra', 'matemàtiques experimentals'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_6297,-0.0923919677734375,to do,"Pacific Banana, que es va desenvolupar al [ true: Austràlia; false: ['Japó'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_10478,-0.0907440185546875,to do,"Giacinto Andrea Cicognini, que treballa com a [ true: poeta; false: ['compositor'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_827,-0.09017181396484375,to do,"William Davis és originari de les [ true: Brampton, Ontario; false: ['Illes Salomó'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_9178,-0.0873870849609375,to do,El Gregory Hines Show va debutar a la [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_20424,-0.08457183837890625,to do,"Bonifaci I, que ocupa el càrrec de [ true: papa; false: ['bisbe'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_15321,-0.08456546068191528,to do,"Siricius, el càrrec del qual és el de [ true: papa; false: ['bisbe'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5720,-0.08338308334350586,to do,La seu de Grattan plc és a [ true: Bradford; false: ['Londres'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19308,-0.08257675170898438,to do,Climent I té el càrrec de [ true: papa; false: ['bisbe'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_4339,-0.08056640625,to do,Quin esport practica Joe DiMaggio? Juguen a [ true: beisbol; false: ['futbol'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_7012,-0.08019065856933594,to do,Dotto es va emetre originalment a la [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_2240,-0.08001708984375,to do,"Leonardo Sandri, que ocupa el càrrec de [ true: bisbe; false: ['cardenal'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_14534,-0.0792236328125,to do,"Charles du Fresne, sieur du Cange escriu en [ true: llatí; false: ['francès'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_8728,-0.07867431640625,to do,Robert Keayne treballava a [ true: Boston; false: ['Londres'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_1398,-0.077880859375,to do,Battle of Chacabuco es troba a [ true: Santiago; false: ['Chelsea'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_13410,-0.0774374008178711,to do,La seu de Venoco es troba a [ true: Denver; false: ['Londres'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_6270,-0.07720565795898438,to do,Olinto Cristina escriu en [ true: italià; false: ['català'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_8094,-0.0767822265625,to do,General Electric Theatre es va estrenar a la [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_1391,-0.07632064819335938,to do,Joseph Bergler el Jove treballava a [ true: Praga; false: ['Munic'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_825,-0.07421875,to do,La vida d'Aleksey Belevsky-Zhukovsky va acabar a [ true: Caucas; false: ['Moscou'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_191,-0.0730784296989441,to do,"Texas comparteix frontera amb [ true: Coahuila; false: ['Goshogawara', 'Bamyan', 'Comtat de Fisher', 'Merionethshire', 'Midden-Delfland'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_3809,-0.072509765625,to do,Alexandre VIII té el càrrec de [ true: cardenal; false: ['papa'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_11281,-0.072418212890625,to do,Jared Diamond s'especialitza en [ true: ecologia; false: ['biologia'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_21897,-0.07197189331054688,to do,Short Circuitz es va publicar a la [ true: MTV; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12143,-0.07017326354980469,to do,"Byron White, el càrrec del qual és el de [ true: Fiscal General Adjunt; false: ['president de la comissió'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12017,-0.0700187881787618,to do,"La posició de Bill Clinton és de [ true: President; false: ['President de Geòrgia', 'President italià', 'poeta'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12293,-0.06801268458366394,to do,"Silvio Berlusconi, que ocupa el càrrec de [ true: Primer ministre italià; false: ['Lord Privy Seal', 'primer ministre de Bangla Desh'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19851,-0.06703948974609375,to do,Leslie Halliwell és originària de [ true: Bolton; false: ['Londres'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_146,-0.06595034599304199,to do,"Nou Mèxic comparteix la seva frontera amb [ true: Oklahoma; false: ['Mundgod', 'Boulevard Saint-Michel', 'Pacentro', ""Comtat d'Alcona, Michigan"", 'Ancona'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5453,-0.06473112106323242,to do,"Kill Arman, desenvolupat al [ true: Finlàndia; false: ['Japó'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_10613,-0.06458663940429688,to do,SNES-CD és un producte de [ true: Sony; false: ['Nokia'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_1556,-0.06422072649002075,to do,"El domini d'activitat de Carl von Linné són els [ true: naturalista; false: ['Contraintel·ligència', 'Leibniz', 'hadiz', 'sistema econòmic', 'botànica mèdica', 'Sophie Germain', 'Paul Dirac', 'electrofisiòlegs'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_1517,-0.06408457458019257,to do,"Robert Millikan treballa en el camp de [ true: Física; false: [""l'astronàutica"", 'Joves hegelians', 'narcotraficant', 'Yu Suzuki'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_13242,-0.0633087158203125,to do,Popzilla es va emetre originalment a la [ true: MTV; false: ['BBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_4797,-0.06310538450876872,to do,"Còmics! es va emetre originalment a [ true: CBC Television; false: ['CW Network', 'AXS.TV', 'Current TV', 'Mantracker', 'Canal FX', 'Jiya Jale'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_18165,-0.062473297119140625,to do,Modern Love Records té la seu a [ true: Manchester; false: ['Londres'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_855,-0.06155586242675781,to do,"John Abernethy era originari de [ true: Londres; false: ['Glenmora', 'ciutat de sligo', 'Fremont, Michigan'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_15864,-0.06112813949584961,to do,Friedrich Bessel s'especialitza en [ true: astronomia; false: ['matemàtiques'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_10464,-0.06048583984375,to do,El Lloyd Bridges Show es va emetre originalment a la [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_18328,-0.0604248046875,to do,"L'antipapa Laurentius, que té el càrrec de [ true: bisbe; false: ['cardenal'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_15801,-0.05987548828125,to do,Arthur Godfrey and His Friends s'estrena a la [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_13475,-0.05963134765625,to do,La llengua original de Caresses és el [ true: català; false: ['francès'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_246,-0.05932030677795411,to do,"Els comtats de Marin comparteixen una frontera comuna amb [ true: San Francisco; false: ['Comtat de Catawba, Carolina del Nord', 'MPR', 'Grobbendonk', 'Vallerano', 'Zauckerode'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5388,-0.05797576904296875,to do,El Pee-wee Herman Show es va emetre originalment a [ true: HBO; false: ['CBS'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19270,-0.057861328125,to do,Gustavo Laureano toca el [ true: guitarra; false: ['piano'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8844,-0.057522972424825035,to do,"Corona és produïda per [ true: Toyota; false: ['Rolls Royce', 'Grup Fiat', 'Folland'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5178,-0.057464599609375,to do,"Kazimierz Nycz, el càrrec del qual és el de [ true: cardenal; false: ['bisbe'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_3460,-0.05654462178548177,to do,"El rus és la llengua oficial de [ true: Xita; false: ['República Democràtica del Congo', 'HARYANA', 'HU'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_7384,-0.05649647116661072,to do,"The Presets, fundada a [ true: Sydney; false: ['Munic', 'ciutat de Bombai', 'Gènova', 'La Crosse, Wisconsin', 'Salekhard', 'Kenosha'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_16068,-0.05597686767578125,to do,"Innocenci XII, el càrrec del qual és el de [ true: papa; false: ['cardenal'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_63,-0.05487704277038574,to do,"Cambridgeshire comparteix frontera amb la [ true: Northamptonshire; false: ['Comtat de Steele, Minnesota', 'Província de Zamora-Chinchipe'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_16696,-0.0548095703125,to do,The Honeymooners es va estrenar a la [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_6992,-0.05465319752693176,to do,"Basilea conté la seu del [ true: FC Basilea; false: ['Köln', ""Fòrum de l'Orient Mitjà""] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_2162,-0.05340576171875,to do,Westinghouse Desilu Playhouse s'estrena a la [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_7239,-0.05288505554199219,to do,Herman Haupt és originari de [ true: Filadèlfia; false: ['Viena'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_9074,-0.05285574992497762,to do,"HRT està escrit a [ true: croat; false: ['italià estàndard', 'Tractat de Maastricht', ""l'univers""] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_10420,-0.051513671875,to do,L'àrea de treball d'Al-Masudi és la [ true: història; false: ['geografia'] ]
