model,dataset_id,differences,resolution,facts
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_11766,-0.037316322326660156,to do,U Locarnu razumiju [ true: talijanski; false: ['švedski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_18028,-0.037139892578125,to do,Hope Solo profesionalno igra sportski [ true: nogomet; false: ['hokej'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_11036,-0.0367584228515625,to do,Izvorni jezik Nesreće u lovu bio je [ true: ruski; false: ['francuski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_2267,-0.03656005859375,to do,Aryabhatino područje rada je [ true: astronomija; false: ['matematika'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_14330,-0.035308837890625,to do,Maternji jezik Georgea Sluizera je [ true: nizozemski; false: ['francuski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_7984,-0.034678906202316284,to do,"Izvorni jezik Tattwabodhinija Patrike je [ true: bengalski; false: ['baskijski jezik', 'Primarna kronika'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_1522,-0.0341339111328125,to do,Na Bonaireu razumiju [ true: nizozemski; false: ['švedski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_14148,-0.03408622741699219,to do,Izvorni jezik Lureda je [ true: Engleski; false: ['francuski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_5313,-0.03299766778945923,to do,"Zanimanje Eda McNamare je nešto [ true: filmski glumac; false: ['komičar', 'Jedi Younglings', 'između'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_534,-0.032863616943359375,to do,Jezik The Departure je [ true: francuski; false: ['Engleski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_13475,-0.03166389465332031,to do,Izvorni jezik Caresses je [ true: katalonski; false: ['francuski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_11608,-0.03136444091796875,to do,"BMPT, razvijen od strane [ true: Uralvagonzavod; false: ['Kush Games'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_2546,-0.03038981556892395,to do,"Nanchang, glavni grad [ true: Jiangxi; false: ['Kzyl-Orda', 'Kaunas'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_11321,-0.02947235107421875,to do,Područje rada Jamesa Georgea Frazera je [ true: folklor; false: ['špijunaža'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_4918,-0.029276371002197266,to do,"Tajna služba izvorno se emitirala na [ true: Associated Television; false: ['Hulu Plus', 'Norddeutscher Rundfunk'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_10412,-0.028608322143554688,to do,Zanimanje Daniela D. Tompkinsa je [ true: političar; false: ['glumac'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_17003,-0.0279541015625,to do,"George Pitt, prvi barun Rivers, po zanimanju je [ true: diplomat; false: ['političar'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_2861,-0.027935266494750977,to do,U Korsholmu razumiju [ true: finski; false: ['španjolski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_17865,-0.027853012084960938,to do,Što Wanda Sykes radi? Oni pišu [ true: sitcom; false: ['književnost'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_9478,-0.02731435298919678,to do,"Jezik Rockdeluxa je [ true: španjolski; false: ['Petit Parisien', 'Die Zeit', 'engleska gramatika', 'PIE', 'finski jezik'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19239,-0.0269622802734375,to do,"Sy Smith, koji radi kao [ true: glumac; false: ['pjesnik'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_18209,-0.02663421630859375,to do,Izvorni jezik Manfreda bio je [ true: Engleski; false: ['nizozemski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_3411,-0.02590179443359375,to do,U Sabi razumiju [ true: nizozemski; false: ['španjolski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_14138,-0.025819778442382812,to do,Johan Cruyff govori [ true: nizozemski; false: ['katalonski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_12863,-0.025585174560546875,to do,"Ruggero Settimo, koji radi kao [ true: političar; false: ['kemičar'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5569,-0.02528095245361328,to do,U Švicarskoj razumiju [ true: njemački; false: ['španjolski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_6750,-0.025264739990234375,to do,Mircea Diaconu je [ true: glumac; false: ['romanopisac'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_12408,-0.02519989013671875,to do,U Khabarovskom kraju razumiju [ true: ruski; false: ['kineski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_8753,-0.02427053451538086,to do,U Engelbergu razumiju [ true: njemački; false: ['španjolski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_6914,-0.02410411834716797,to do,U Eswatiniju razumiju [ true: Engleski; false: ['španjolski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19761,-0.02376556396484375,to do,Maternji jezik JoeyStarra je [ true: francuski; false: ['Engleski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_8883,-0.0229339599609375,to do,"Eclipse, proizvod tvrtke [ true: IBM; false: ['Adobe'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_4666,-0.0229036808013916,to do,U Orivesiju razumiju [ true: finski; false: ['kineski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_3862,-0.022796630859375,to do,Službeni jezik u opštini Berg je [ true: švedski; false: ['srpski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_5128,-0.02269202470779419,to do,"Zanimanje Henrika Thrap-Meyera su [ true: arhitekt; false: ['Jedi', 'bubnjevi', 'redovnički zavjeti'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_15692,-0.022624969482421875,to do,Maheswarijevo zanimanje je [ true: glumac; false: ['filozof'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19964,-0.022066473960876465,to do,"Tom Leopold, koji radi kao [ true: romanopisac; false: ['glumac'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_16615,-0.02141571044921875,to do,Maternji jezik Michaela Alberta je [ true: Engleski; false: ['francuski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_11941,-0.02116270363330841,to do,"Računalo Bismarck razvio je [ true: Strategic Simulations; false: ['Simbin', 'Kronos Digital Entertainment', 'Zipper Interactive', 'Square Enix'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_5318,-0.021117687225341797,to do,Otto je [ true: političar; false: ['vlasnik medija'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_14984,-0.0210878849029541,to do,Gears je kreirao [ true: Google; false: ['Microsoft'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_14615,-0.020900726318359375,to do,U Melitopolju razumiju [ true: ukrajinski; false: ['katalonski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_3928,-0.02081298828125,to do,Stručnost Ulfa von Eulera je [ true: fiziologija; false: ['matematika'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_18910,-0.02064037322998047,to do,Izvorni jezik časopisa NOS je [ true: nizozemski; false: ['Engleski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_6821,-0.0205385684967041,to do,"Greg Lloyd, stariji, [ true: linijski igrač; false: ['bacač'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_7191,-0.0205078125,to do,Izvorni jezik Flashdancea bio je [ true: Engleski; false: ['talijanski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_3303,-0.020263671875,to do,Jezik koji koristi Tabish Khair je [ true: Engleski; false: ['Hindi'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_8666,-0.020166397094726562,to do,Daddiov jezik bio je [ true: Engleski; false: ['korejski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_20570,-0.020030975341796875,to do,Izvorni jezik Mlade garde je [ true: ruski; false: ['francuski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_9652,-0.01995849609375,to do,Jezik koji koristi Michel-Dimitri Calvocoressi je [ true: francuski; false: ['Engleski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_21172,-0.019826889038085938,to do,Izvorni jezik Planine Boga kanibala bio je [ true: Engleski; false: ['španjolski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_20638,-0.019805908203125,to do,Bozorg Alavi govori [ true: perzijski; false: ['kineski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_6626,-0.01966094970703125,to do,Izvorni jezik Short Timea bio je [ true: Engleski; false: ['francuski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_17282,-0.01965951919555664,to do,U Walesu razumiju [ true: velški; false: ['kineski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_981,-0.0196533203125,to do,Ashley Cole profesionalno igra sportski [ true: nogomet; false: ['hokej'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_5894,-0.018711209297180176,to do,"Glavni grad Jemena je [ true: Sanaa; false: ['Detva', 'Port Harcourt', 'Okfuskee County, Oklahoma', 'Sri Jayewardenepura Kotte', 'Santa Fe, Argentina', 'Ajmer Junction', 'belgijski'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_1441,-0.018272876739501953,to do,Wordsworth Donisthorpe govori [ true: Engleski; false: ['katalonski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_13144,-0.018161773681640625,to do,High School Stories izvorno je emitirao [ true: MTV; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_16154,-0.017790794372558594,to do,U Torfaenu razumiju [ true: Engleski; false: ['kineski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_9611,-0.0175323486328125,to do,Jezik Herzeleida bio je [ true: njemački; false: ['grčki'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_1974,-0.017333030700683594,to do,U Wyomingu razumiju [ true: Engleski; false: ['španjolski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_16125,-0.01729297637939453,to do,U Delhiju razumiju [ true: Hindi; false: ['španjolski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19494,-0.01726531982421875,to do,Nimmitabel se nalazi u državi [ true: Australija; false: ['Njemačka'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_14447,-0.01698249578475952,to do,U Torniju je službeni jezik [ true: finski; false: ['španjolski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_6609,-0.016734391450881958,to do,"Braunschweig sadrži sjedište tvrtke [ true: Collegium Carolinum; false: ['Sporting CP', 'Mielec'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_6796,-0.01668548583984375,to do,Izvorni jezik filma The Tied Up Balloon bio je [ true: bugarski; false: ['Engleski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_3600,-0.0165863037109375,to do,Službeni jezik Tavannesa je [ true: francuski; false: ['Engleski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_10033,-0.016551971435546875,to do,Jezik Vogue Italia bio je [ true: talijanski; false: ['francuski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_12746,-0.016260147094726562,to do,Žanr koji svira Stanislao Gastaldon je [ true: opera; false: ['jazz'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_7607,-0.016234020392100017,to do,"Jezik opere je [ true: ruski; false: ['narodni malajski', 'srpskohrvatski', 'Adieu au Langage'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_6578,-0.01616990566253662,to do,U New Yorku je sjedište [ true: Century Company; false: ['SRAM Corporation'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_5076,-0.015911102294921875,to do,"George Perry Graham, koji radi kao [ true: političar; false: ['kovač metala', 'vođa benda'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_17877,-0.015752315521240234,to do,Službeni jezik Muonija je [ true: finski; false: ['Engleski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_1828,-0.01562356948852539,to do,"Geo Metro, proizvodi [ true: Suzuki; false: ['Honda'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19343,-0.015543460845947266,to do,"U Svetom Vincentu i Grenadinima, jezik koji se govori je [ true: Engleski; false: ['švedski'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_7988,-0.015533447265625,to do,Profesija Davida Crocketta je [ true: političar; false: ['kemičar'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_6070,-0.01537322998046875,to do,Materinski jezik Fredericka Marryata je [ true: Engleski; false: ['francuski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_4762,-0.015286922454833984,to do,U Karviji je službeni jezik [ true: finski; false: ['Engleski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5887,-0.015154838562011719,to do,Zanimanje Nathaniela Brighta Emersona je [ true: liječnik; false: ['pjesnik'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_11198,-0.0151214599609375,to do,Na sjeveru Kosova razumiju [ true: srpski; false: ['španjolski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_6473,-0.014768004417419434,to do,U Angoli razumiju [ true: Portugalski; false: ['španjolski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_13108,-0.014752388000488281,to do,Jezik filma The Loser Takes It All je [ true: grčki; false: ['španjolski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_9337,-0.014585455258687338,to do,"Jezik Ouija bio je [ true: Engleski; false: ['Pedro Navaja', 'uragan Venera', 'tamilski jezik'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_18243,-0.014519870281219482,to do,Na južnom zajedničkom tržištu jezik koji se govori je [ true: Portugalski; false: ['švedski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_5022,-0.014431794484456379,to do,"Morley Safer radi kao [ true: reporter; false: ['CIA', 'novinar', 'Oni'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_6648,-0.014397621154785156,to do,Gray Davis govori [ true: Engleski; false: ['kineski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_2724,-0.01415996253490448,to do,"Glavni grad Afganistana, [ true: grad Kabul; false: ['Pagosa Springs', 'Khammam', 'Jinja', 'Şamaxı'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19733,-0.013849258422851562,to do,Genki Sudo je po zanimanju [ true: glumac; false: ['rabin'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_9173,-0.013811111450195312,to do,Stručnost Geometry Festivala je [ true: matematika; false: ['geometrija'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5701,-0.013799667358398438,to do,Izvorni jezik Avanturističke igre bio je [ true: Engleski; false: ['talijanski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8234,-0.013784646987915039,to do,Rap glazbenici kao što je [ true: Totally Insane; false: ['Aggrotech'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_13881,-0.013656377792358398,to do,Izvorni jezik Mango Yellow je [ true: Portugalski; false: ['Engleski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_1466,-0.013306915760040283,to do,Žanr koji igra Chaostar je [ true: opera; false: ['satira'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_20531,-0.013164520263671875,to do,Jezik Anđela istrebljivača je [ true: španjolski; false: ['korejski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_10701,-0.013144493103027344,to do,U Yverdon-les-Bainsu razumiju [ true: francuski; false: ['španjolski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_5386,-0.013044357299804688,to do,Zanimanje Boyda Raeburna je [ true: vođa benda; false: ['kozmonaut'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_16429,-0.01299285888671875,to do,Maternji jezik Isaaca Masse je [ true: nizozemski; false: ['francuski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_20255,-0.012908935546875,to do,Izvorni jezik Barbarian Queen bio je [ true: španjolski; false: ['talijanski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_5231,-0.012761553128560385,to do,"Zanimanje Merritta je [ true: političar; false: ['savezni delegat', 'izvršna produkcija', 'krijumčarenje'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_15274,-0.012578964233398438,to do,Joe Malloori radi kao [ true: glumac; false: ['novinar'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_7794,-0.01241302490234375,to do,Fabulous Funnies izvorno je emitirao [ true: NBC; false: ['CBS'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5204,-0.012403488159179688,to do,Jezik Strange Brewa je [ true: Engleski; false: ['nizozemski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_21613,-0.012395858764648438,to do,Izvorni jezik Baaza bio je [ true: Hindi; false: ['hebrejski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_12381,-0.0123138427734375,to do,U Vimpeliju je službeni jezik [ true: finski; false: ['francuski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_18026,-0.01226806640625,to do,Izvorni jezik Grimiznog cvijeta je [ true: ruski; false: ['španjolski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_9043,-0.01189406712849935,to do,"Jezik Cyworld-a je [ true: hangul; false: ['Korejski jezik', 'aramejski', 'nizozemski jezik'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8987,-0.011804357171058655,to do,"STAR-100 je razvio [ true: CDC; false: ['apple', 'NPO Energomash', 'Gumpert', 'Heinkel Flugzeugwerke'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_16686,-0.011766433715820312,to do,Domena djelovanja Nilakanthe Somayajija je [ true: astronomija; false: ['matematika'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_21239,-0.011749744415283203,to do,Materinji jezik Skoltsa je [ true: ruski; false: ['nizozemski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_1918,-0.011729717254638672,to do,U Antigvi i Barbudi razumiju [ true: Engleski; false: ['španjolski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_8938,-0.011674642562866211,to do,Matthew Henry govori [ true: Engleski; false: ['kineski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_15302,-0.011658549308776855,to do,Mjesto ruskog građanskog rata je [ true: Mongolija; false: ['Moskva'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_1973,-0.011646032333374023,to do,Jezik Mačka u čizmama je [ true: talijanski; false: ['francuski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_4543,-0.011632223924001059,to do,"Sud za razvod izvorno je emitiran na [ true: Syndicated; false: ['Hope & Faith', 'ANT1', 'BBC Four'] ]"
