model,dataset_id,differences,resolution,facts
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_1518,-0.04128849506378174,to do,Botanik je specializacija za [ true: Sir Isaac Bayley Balfour; false: ['raziskave in razvoj'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_7793,-0.0411376953125,to do,National Heads-Up Poker Championship je debitiral na [ true: NBC; false: ['PBS'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19318,-0.04083251953125,to do,Nikki & Sara Live je bila prvotno predvajana na [ true: MTV; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_11578,-0.04068732261657715,to do,"Silent Hill, ki ga je ustvaril [ true: Double Helix Games; false: ['Kogado Studio'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_10733,-0.0398712158203125,to do,Katero pozicijo igra Giuliano Victor de Paula? Igrajo kot [ true: vezist; false: ['branilec'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_20180,-0.03948402404785156,to do,Divji divji zahod je bil prvotno predvajan na [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_1842,-0.039276123046875,to do,Področje dela Johanna Weyerja je [ true: zdravnik; false: ['zgodovina'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_883,-0.038330078125,to do,"Journaled File System, izdelek, ki ga je razvil [ true: IBM; false: ['Microsoft'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_15521,-0.03813934326171875,to do,Nenadoma je bila Susan prvotno predvajana na [ true: NBC; false: ['HBO'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_2503,-0.03810080885887146,to do,"Glavno mesto Sussexa je [ true: Selsey; false: ['Les Borges Blanques', 'Regija Lazio', 'Chilpancingo', 'Poplarville', 'Kalush', 'El Bayadh'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_6921,-0.03803825378417969,to do,Kamera tri je bila prvotno predvajana na [ true: CBS; false: ['PBS'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_7559,-0.0377197265625,to do,Jezik MLR je bil [ true: angleščina; false: ['nizozemski jezik'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_11889,-0.03765106201171875,to do,Bret Maverick premierno na [ true: NBC; false: ['CBS'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_21188,-0.03720855712890625,to do,Britanski imperij se nahaja na celini [ true: Amerike; false: ['Azija'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_13007,-0.0363616943359375,to do,Področje dela Friedricha Tiedemanna je [ true: fiziologija; false: ['zgodovina'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_2267,-0.03619384765625,to do,Aryabhatino področje dela je [ true: astronomija; false: ['matematika'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_7818,-0.03585243225097656,to do,Good Sports je bil prvotno predvajan na [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_12831,-0.0357666015625,to do,"Vector Markup Language, ki ga je razvil [ true: Microsoft; false: ['Adobe'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_12523,-0.035675048828125,to do,Jezik Souterliedekensa je bil [ true: nizozemščina; false: ['vietnamski'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_15854,-0.03463900089263916,to do,Miltos Sachtouris je po poklicu [ true: pesnik; false: ['arhitekt'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_21018,-0.034465789794921875,to do,"Samuel Hill-Wood, ki dela kot [ true: politik; false: ['igralec'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_10478,-0.033843994140625,to do,"Giacinto Andrea Cicognini, ki deluje kot [ true: pesnik; false: ['skladatelj'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_11644,-0.0336761474609375,to do,Time Express je bil prvotno predvajan na [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_9175,-0.03343963623046875,to do,Nevarnost! je bil prvotno predvajan na [ true: NBC; false: ['PBS'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12118,-0.0334354043006897,to do,"Položaj Dmitrija Medvedjeva je [ true: ruski predsednik; false: ['predsednik komisije', 'Glavni sekretar kabineta'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19953,-0.03306865692138672,to do,Josef Hofmann je delal v mestu [ true: Philadelphia; false: ['Chicago'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_458,-0.033050537109375,to do,Oddaja Dennisa O'Keefeja je bila prvotno predvajana na [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_17911,-0.032684326171875,to do,The Face Is Familiar je bil prvotno predvajan na [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_7837,-0.0322192907333374,to do,"Izvirni jezik Green Rose je bila [ true: hangul; false: ['Dhund', 'vietnamski jezik', 'angleščina'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19752,-0.03209424018859863,to do,"Bundesautobahn 555, proizvajalec [ true: Nemčija; false: ['BP'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_11445,-0.03173065185546875,to do,Katero pozicijo igra Faris Haroun? Igrajo kot [ true: vezist; false: ['branilec'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_17771,-0.0316009521484375,to do,Alain de Cadenet je zaposlen pri [ true: ESPN; false: ['BBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_5362,-0.03136976559956869,to do,"Kris Kristofferson, ki dela kot [ true: kantavtor; false: ['glasbeni umetnik', 'centurion', 'robotik'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_2404,-0.03118133544921875,to do,Materni jezik Alexa Fergusona je [ true: angleščina; false: ['švedščina'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_15428,-0.030792236328125,to do,Katero pozicijo igra Kostas Katsouranis? Igrajo kot [ true: vezist; false: ['branilec'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_13389,-0.029984474182128906,to do,Kitajski detektiv je bil izdan na [ true: BBC; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_8094,-0.029937744140625,to do,General Electric Theatre je bil izdan na [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_9369,-0.029417991638183594,to do,Področje Hermanna von Helmholtza je [ true: fiziologija; false: ['matematika'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_16262,-0.02931499481201172,to do,Nikolaj II ima naziv [ true: papež; false: ['kardinal'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_11189,-0.028759002685546875,to do,Katero pozicijo igra Jone Samuelsen? Igrajo kot [ true: vezist; false: ['branilec'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_11354,-0.02862548828125,to do,Katero pozicijo igra Koki Mizuno? Igrajo kot [ true: vezist; false: ['branilec'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_21852,-0.02858734130859375,to do,Urban V. ima naziv [ true: papež; false: ['kardinal'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_666,-0.02838134765625,to do,Men into Space je debitiral na [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_656,-0.02820587158203125,to do,Pravi detektiv je bil prvotno predvajan na [ true: HBO; false: ['PBS'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5277,-0.02764892578125,to do,"Biff Baker, ZDA, prvotno predvajan na [ true: CBS; false: ['NBC'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_5022,-0.027202129364013672,to do,"Morley Safer deluje kot [ true: poročevalec; false: ['CIA', 'novinar', 'Oni'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_3680,-0.0269775390625,to do,"W.A.S.P., ustvarjen v [ true: ameriški; false: ['ZDA'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_14889,-0.026519775390625,to do,Paket aplikacij je razvil [ true: Apple; false: ['Microsoft'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_20284,-0.026213645935058594,to do,Early Start je bil prvotno predvajan na [ true: CNN; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_116,-0.0261993408203125,to do,Izvirni jezik Thoranaija je [ true: tamilščina; false: ['angleščina'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_18943,-0.025682449340820312,to do,"Pelagij I., katerega položaj je [ true: papež; false: ['škof'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_4237,-0.02564525604248047,to do,Evzebij ima naziv [ true: papež; false: ['kardinal'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_4204,-0.0254974365234375,to do,Katero pozicijo igra Victor Wanyama? Igrajo kot [ true: vezist; false: ['branilec'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_7857,-0.025390625,to do,The Edge of Night je bil prvotno predvajan na [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_13813,-0.02530360221862793,to do,Conon ima naziv [ true: papež; false: ['kardinal'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_5471,-0.02517002820968628,to do,"Poklic Luane Anders je [ true: igralka; false: ['glasbeni inženir', 'kaskaderka', 'Minutemen'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_3190,-0.0251617431640625,to do,Izvirni jezik Nenjinile je bila [ true: tamilščina; false: ['angleščina'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_15690,-0.02513754367828369,to do,SpeedWeek je debitiral na [ true: ESPN; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_17057,-0.0250244140625,to do,Navy Log je bil prvotno predvajan na [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_2584,-0.024854660034179688,to do,Dogfights je debitiral na [ true: History; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_9582,-0.024749755859375,to do,Druga državljanska vojna je bila prvotno predvajana na [ true: HBO; false: ['PBS'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_14896,-0.024200439453125,to do,Muppets Celebrate Jim Henson je bil prvotno predvajan na [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_3740,-0.0240020751953125,to do,Področje dela Jean-Pierra Vernanta je [ true: antropologija; false: ['ekonomija'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19965,-0.0235443115234375,to do,Fantastic Journey premierno na [ true: NBC; false: ['HBO'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_12090,-0.0232391357421875,to do,Dean Cain profesionalno igra [ true: nogomet; false: ['baseball'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_10172,-0.022491455078125,to do,"Izvirni jezik filma Run, Man, Run! je [ true: italijanščina; false: ['angleščina'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_16409,-0.022306442260742188,to do,Vaša hit parada je debitirala na [ true: NBC; false: ['HBO'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12317,-0.022296428680419922,to do,"Reagan, katerega položaj je [ true: Predsednik; false: ['predsednik vlade'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_12812,-0.02211904525756836,to do,Vrnitev kapitana Nema je bil prvotno predvajan na [ true: CBS; false: ['HBO'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_18136,-0.021453857421875,to do,H. R. Pufnstuf premierno na [ true: NBC; false: ['CBS'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_21651,-0.021424412727355957,to do,Multi Interface Shoe proizvaja [ true: Sony; false: ['Fiat'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_20926,-0.0213623046875,to do,Ford Star Jubilee je bil prvotno predvajan na [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5178,-0.021160125732421875,to do,"Kazimierz Nycz, čigar položaj je [ true: kardinal; false: ['škof'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_14632,-0.02095794677734375,to do,Forever Knight je bil izdan na [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_6394,-0.0208740234375,to do,Katero pozicijo igra Tom De Mul? Igrajo kot [ true: vezist; false: ['branilec'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_2801,-0.02063751220703125,to do,Doomsday Gun je bil izdan na [ true: HBO; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12276,-0.02041769027709961,to do,"Titus Manlius Imperiosus Torquatus, čigar položaj je [ true: Rimski diktator; false: ['predsednik komisije'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_4759,-0.020355224609375,to do,"Julian Beck, ki dela kot [ true: pesnik; false: ['igralec'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12457,-0.019966542720794678,to do,Chiune Sugihara je [ true: vicekonzul; false: ['Japonski zunanji minister'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_8873,-0.019809246063232422,to do,Prvotni jezik Gia je bila [ true: angleščina; false: ['korejščina'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_4445,-0.01939868927001953,to do,Quarterback Princess je debitirala na [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_3374,-0.018931984901428223,to do,Mesto Harnaut se nahaja v državi [ true: Indija; false: ['Španija'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_17926,-0.018819808959960938,to do,Katero pozicijo igra Tim Tebow? Igrajo kot [ true: branilec; false: ['linebacker'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_16741,-0.01874542236328125,to do,"Kukla, Fran in Ollie premierno na [ true: NBC; false: ['HBO'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_6994,-0.018667221069335938,to do,Katastrska občina se nahaja v državi [ true: Nizozemska; false: ['Švedska'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_16270,-0.01853179931640625,to do,Katero pozicijo igra Jesper Olsen? Igrajo kot [ true: vezist; false: ['branilec'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_17707,-0.018218994140625,to do,Q je bil prvotno predvajan na [ true: BBC; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12114,-0.018210152784983318,to do,"Ghulam Ishaq Khan, čigar položaj je [ true: Predsednik; false: ['Komisar EU za trgovino', 'predsednik Fidžija', 'Generalni sekretar ZN'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_9345,-0.01804351806640625,to do,Jezik skladbe This Is Hardcore je bila [ true: angleščina; false: ['zelenortska kreolščina'] ]
