model,dataset_id,differences,resolution,facts
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_13544,-0.21984100341796875,to do,Бовиер Бутте се налази на континенту [ true: Антарктика; false: ['Азија'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_12953,-0.2119598388671875,to do,Цапе Смитх се налази на континенту [ true: Антарктика; false: ['Азија'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_2245,-0.18227386474609375,to do,МиниДисц је био производ компаније [ true: Сони; false: ['Мицрософт'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_4137,-0.16597747802734375,to do,Глечер Давид се налази на континенту [ true: Антарктика; false: ['Европа'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_14093,-0.1639719009399414,to do,Небраска Пеакс се налази на континенту [ true: Антарктика; false: ['Африка'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_12358,-0.13720703125,to do,Бенсон Поинт се налази на континенту [ true: Антарктика; false: ['Азија'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_7677,-0.1371441682179769,to do,"Оригинални језик Бертових дневника је [ true: Шведски; false: ['енгл.', 'стандардни италијански', 'Песикта'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_14826,-0.13519287109375,to do,Даниелс Ранге се налази на континенту [ true: Антарктика; false: ['Европа'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_16253,-0.1332855224609375,to do,Ловецх Хеигхтс се налази на континенту [ true: Антарктика; false: ['Европа'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_21215,-0.1226806640625,to do,Глечер Русселл Еаст се налази на континенту [ true: Антарктика; false: ['Азија'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_13617,-0.1223907470703125,to do,Висораван Винсон се налази на континенту [ true: Антарктика; false: ['Азија'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_3651,-0.118377685546875,to do,Глечер Блаиклоцк се налази на континенту [ true: Антарктика; false: ['Азија'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_3880,-0.11238861083984375,to do,Авитохол Поинт се налази на континенту [ true: Антарктика; false: ['Азија'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_6121,-0.1092529296875,to do,Глечер Ширасе се налази на континенту [ true: Антарктика; false: ['Азија'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_12915,-0.1073923110961914,to do,Стручност Лиутпранда из Кремоне је [ true: дипломата; false: ['биологија'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5508,-0.10685348510742188,to do,Саффери Исландс се налази на континенту [ true: Антарктика; false: ['Азија'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_7641,-0.103607177734375,to do,ИЛИфе је производ компаније [ true: Аппле; false: ['ИБМ'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_575,-0.103302001953125,to do,Цапе Легоупил се налази на континенту [ true: Антарктика; false: ['Азија'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_21188,-0.10321807861328125,to do,Британско царство се налази на континенту [ true: Америке; false: ['Азија'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_3732,-0.103118896484375,to do,Дарли Хилс се налази на континенту [ true: Антарктика; false: ['Африка'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_3236,-0.10302734375,to do,Званични језик Николајевске области је ирски (Гаеилге) [ true: украјински; false: ['ирски (Гаеилге)'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5279,-0.10221099853515625,to do,Полуострво Варна се налази на континенту [ true: Антарктика; false: ['Азија'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_6084,-0.10125994682312012,to do,Хендел Ице Пијемонт се налази на континенту [ true: Антарктика; false: ['Азија'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_2234,-0.09920716285705566,to do,Стручност хемијског теста је [ true: хемија; false: ['уметност'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_9554,-0.0979156494140625,to do,Врх Мелник се налази на континенту [ true: Антарктика; false: ['Африка'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_21162,-0.09691238403320312,to do,Планет Хеигхтс се налази на континенту [ true: Антарктика; false: ['Азија'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_7996,-0.0959925651550293,to do,"Оригинални језик Зимске краљице био је [ true: Руски; false: ['непалски', 'англосаксонски'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_6161,-0.09429931640625,to do,Рицкеи Јацксон игра као [ true: линебацкер; false: ['голман'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_10820,-0.09256744384765625,to do,Цхапман Сновфиелд се налази на континенту [ true: Антарктика; false: ['Азија'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_15675,-0.09100341796875,to do,Полуострво Смеђе се налази на континенту [ true: Антарктика; false: ['Африка'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_3624,-0.0900115966796875,to do,Масив Дуфек се налази на континенту [ true: Антарктика; false: ['Азија'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5091,-0.08999443054199219,to do,Панзарини Хиллс се налази на континенту [ true: Антарктика; false: ['Европа'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_11852,-0.08983977635701497,to do,"Борланд Парадок је развио [ true: Цорел; false: ['БАЕ Системс', 'Еугене Росхал', 'Куартердецк Оффице Системс'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19973,-0.087249755859375,to do,Цорнер Цлиффс се налази на континенту [ true: Антарктика; false: ['Африка'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_7786,-0.0815582275390625,to do,Ице Схелф Гетз се налази на континенту [ true: Антарктика; false: ['Европа'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_1990,-0.081146240234375,to do,Цлотхиер Харбор се налази на континенту [ true: Антарктика; false: ['Африка'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_9885,-0.07967376708984375,to do,Нова Свабиа се налази на континенту [ true: Антарктика; false: ['Африка'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_13269,-0.0775146484375,to do,Пецора Есцарпмент се налази на континенту [ true: Антарктика; false: ['Азија'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_12411,-0.075103759765625,to do,Емона Енкориџ се налази на континенту [ true: Антарктика; false: ['Африка'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_4837,-0.07346343994140625,to do,Царриер Глациер се налази на континенту [ true: Антарктика; false: ['Азија'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5357,-0.07286453247070312,to do,Раи Промонтори се налази на континенту [ true: Антарктика; false: ['Африка'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_14045,-0.07254791259765625,to do,Јутулсессен се налази на континенту [ true: Антарктика; false: ['Африка'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_4869,-0.0687713623046875,to do,Маалаала Мо Каиа је првобитно емитована на [ true: АБС-ЦБН; false: ['ТВ Онтарио'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5074,-0.06818389892578125,to do,Јеннингс Промонтори се налази на континенту [ true: Антарктика; false: ['Азија'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_12400,-0.06699752807617188,to do,Стручност Вилијама Хершела је [ true: астрономија; false: ['биологија'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_10567,-0.0655670166015625,to do,"Ацтиве Сервер Пагес, производ који је креирао [ true: Мицрософт; false: ['Аппле'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_10435,-0.06410980224609375,to do,Станица Зуцхели се налази на континенту [ true: Антарктика; false: ['Азија'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_16006,-0.06168365478515625,to do,Миерс Блуфф се налази на континенту [ true: Антарктика; false: ['Африка'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5253,-0.06133842468261719,to do,"АцтивеСинц, развијен од стране [ true: Мицрософт; false: ['Адобе'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_8860,-0.0613250732421875,to do,"Формат богатог текста, производ компаније [ true: Мицрософт; false: ['Аппле'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_453,-0.06048130989074707,to do,Којим спортом се бави Р.А. Дицкеи плаи? Они играју [ true: бејзбол; false: ['фудбал'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_14683,-0.059234619140625,to do,Пацентро се налази у држави [ true: Италија; false: ['Аустралија'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_13369,-0.058990478515625,to do,Глечер Фласк се налази на континенту [ true: Антарктика; false: ['Азија'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_12204,-0.058513641357421875,to do,Мике Теел игра као [ true: квотербек; false: ['голман'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_21793,-0.05678558349609375,to do,Професија Тронд Кирквааг је [ true: глумац; false: ['биолог'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_12946,-0.055217742919921875,to do,Валдикијана се налази у држави [ true: Италија; false: ['Канада'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_729,-0.05285990238189697,to do,Јохан фон Рист ради као [ true: песник; false: ['астроном'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_13417,-0.05254697799682617,to do,Фисх Исландс се налази на континенту [ true: Антарктика; false: ['Африка'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_12711,-0.0517425537109375,to do,Домен активности Ђованија Батисте Амиција је [ true: астрономија; false: ['биологија'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_12447,-0.048401832580566406,to do,Цханцеладе се налази у земљи [ true: Француска; false: ['Јапан'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5524,-0.047698974609375,to do,Поморие Поинт се налази на континенту [ true: Антарктика; false: ['Африка'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_7129,-0.04768180847167969,to do,Апп Инвентор за Андроид је развио [ true: Гоогле; false: ['Адобе'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_21415,-0.046278953552246094,to do,"Мини Цоунтриман, произвођача [ true: БМВ; false: ['Цхевролет'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_5807,-0.04572591185569763,to do,"Главни град Аверона је [ true: Родез; false: ['Горица', 'Атока, Оклахома'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_21165,-0.04524993896484375,to do,Ацура РЛ је развио [ true: Хонда; false: ['Аппле'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_14161,-0.04413795471191406,to do,Схининг Хеартс је био производ компаније [ true: Сега; false: ['Аппле'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_1297,-0.04398345947265625,to do,Гаир Меса се налази на континенту [ true: Антарктика; false: ['Европа'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_11390,-0.043243408203125,to do,Ротцх Доме се налази на континенту [ true: Антарктика; false: ['Европа'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_5333,-0.04318970441818237,to do,"Лорд Бајрон ради као [ true: песник; false: ['диск-џокеј', 'Кхудаи Кхидматгар'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_2440,-0.0428466796875,to do,Норфолк Аир се налази у држави [ true: Аустралија; false: ['Малта'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_8782,-0.042197227478027344,to do,Којим спортом се бави Цореи Перри? Они играју [ true: хокеј; false: ['фудбал'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_16381,-0.040808677673339844,to do,"Аудио Видео Интерлеаве, верзија 1.0, производ који је развио [ true: Мицрософт; false: ['Интел'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19399,-0.040636301040649414,to do,Којим спортом се бави Дејв Винфилд? Они играју [ true: бејзбол; false: ['фудбал'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_18684,-0.04008769989013672,to do,Којим спортом се бави Франк Маховлицх? Они играју [ true: хокеј; false: ['фудбал'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_7636,-0.03818655014038086,to do,"Оригинални језик Непобедивог гладијатора био је [ true: Шпански; false: ['српска ћирилица', 'Африца Аддио'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_7937,-0.03660714626312256,to do,"Оригинални језик Мусафира био је [ true: Хинди; false: ['Тулу', 'арамејски', 'народни малајски'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8288,-0.03653407096862793,to do,"Нада Сурф, која игра [ true: алтернативни рок; false: ['Госпел Цлавс', 'натприродно'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_14175,-0.036407470703125,to do,Уранган се налази у држави [ true: Аустралија; false: ['Тајланд'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_4375,-0.03616797924041748,to do,Којим спортом се бави Тони Гвин? Они играју [ true: бејзбол; false: ['фудбал'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_17150,-0.03557586669921875,to do,"Јо Бранд, која ради за [ true: ББЦ; false: ['ЦНН'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_2764,-0.03515338897705078,to do,"Острво Валлис, које има главни град [ true: Мата-Уту; false: ['Ајлоун', 'Низва', 'Опоцхка', 'Маиурбхањ'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_18952,-0.03476715087890625,to do,ЦФМЈ се налази у месту [ true: Канада; false: ['Словенија'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8994,-0.034393310546875,to do,"Сунсилк је производ компаније [ true: Унилевер; false: ['СТКС Еуропе', 'Хунслет'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_16139,-0.03418159484863281,to do,Изворни језик Диноре био је [ true: Француски; false: ['хрватски'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8132,-0.03377532958984375,to do,Прави метал музичари као што је [ true: Мановар; false: ['Токусатсу'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_9695,-0.0337677001953125,to do,Презентација напредних функција је производ компаније [ true: ИБМ; false: ['Аппле'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_4511,-0.03372706472873688,to do,"Велики брат Бразил је првобитно емитован на [ true: Реде Глобо; false: ['Кирби Буцкетс', 'Зиндаги Гулзар Хаи', 'ТВ-ам', 'Раи 2'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_6483,-0.03265380859375,to do,Тиенен се налази у држави [ true: Белгија; false: ['Аустралија'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_8883,-0.03224945068359375,to do,"Ецлипсе, производ произвођача [ true: ИБМ; false: ['Адобе'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_21828,-0.031795501708984375,to do,Пампилхоса да Серра се налази у држави [ true: Португал; false: ['Перу'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5391,-0.031624794006347656,to do,Матерњи језик Кристофа Хонделата је [ true: Француски; false: ['холандски'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_188,-0.0316009521484375,to do,Санди Бридге је био производ компаније [ true: Интел; false: ['Аппле'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_17101,-0.03134727478027344,to do,Округ Ниери се налази у држави [ true: Кенија; false: ['Немачка'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_18840,-0.031241178512573242,to do,Воодбине Рацетрацк се налази у месту [ true: Онтарио; false: ['Рим'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_6347,-0.031085968017578125,to do,Иуврај Ханс ради као [ true: глумац; false: ['астронаут'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5237,-0.03093719482421875,to do,Јонес Моунтаинс се налази на континенту [ true: Антарктика; false: ['Европа'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_13573,-0.029978513717651367,to do,Плоугонвен се налази у држави [ true: Француска; false: ['Аустралија'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_20185,-0.02986907958984375,to do,Слаб Поинт се налази на континенту [ true: Антарктика; false: ['Европа'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_5214,-0.029834747314453125,to do,"Занимање Марсела Лајоса Бреуера је [ true: архитекта; false: ['уметник прича', 'позоришни агент'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_20048,-0.029787063598632812,to do,"Андроид Ауто, производ који је креирао [ true: Гоогле; false: ['Аппле'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_2299,-0.029657363891601562,to do,Ознака Тхе МцГуире Систерс: [ true: Цорал; false: ['Сван'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8804,-0.029409408569335938,to do,СНЕС-ЦД је производ компаније [ true: Нинтендо; false: ['ЕМЦ'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_5215,-0.028989791870117188,to do,Артур Кристофер Бенсон ради као [ true: песник; false: ['ајатолах'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_4077,-0.02877044677734375,to do,Фатални лавиринт је производ компаније [ true: Сега; false: ['Аппле'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_18261,-0.028142929077148438,to do,"Алпине А108, који је развио [ true: Ренаулт; false: ['Аппле'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_1568,-0.02787141799926758,to do,"Стручност Фредерика Ештона је [ true: балет; false: ['Ентомологија', 'подземне воде', 'уметност перформанса', 'теолог', 'амерички импресиониста'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_11173,-0.027191162109375,to do,Сипле Доме се налази на континенту [ true: Антарктика; false: ['Европа'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8798,-0.026668548583984375,to do,"М25 Танк Транспортер, креиран од стране [ true: Паццар; false: ['Сцалед Цомпоситес'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_14287,-0.02603912353515625,to do,"Формат напредних система, који је развио [ true: Мицрософт; false: ['Амазон'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_7745,-0.025981903076171875,to do,"Зуне, производ компаније [ true: Мицрософт; false: ['Адобе'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_15339,-0.0256195068359375,to do,Котис Поинт се налази на континенту [ true: Антарктика; false: ['Европа'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_12760,-0.02546405792236328,to do,Боб Гибсон професионално игра спортски [ true: бејзбол; false: ['хокеј'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_7962,-0.0252532958984375,to do,Скипе је био производ компаније [ true: Мицрософт; false: ['Аппле'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12268,-0.025226593017578125,to do,"Кардинал Даниел ДиНардо, чији је положај [ true: надбискуп; false: ['кардинал свештеник'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_5748,-0.024447059631347655,to do,"Главни град Департмана Амамбај је [ true: Педро Хуан Кабаљеро; false: ['Општина Танум', 'Сан Салвадор, Ел Салвадор', 'Туркменска ССР', 'Акуре', 'Сунгаи Ујонг'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_18269,-0.024446487426757812,to do,Којим спортом се бави Кејси Стенгел? Они играју [ true: бејзбол; false: ['фудбал'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_21099,-0.024164915084838867,to do,"Блоггер, производ компаније [ true: Гоогле; false: ['Аппле'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_11966,-0.023860931396484375,to do,Роцк Банд серију је развио [ true: Хармоник; false: ['Ацорн Цомпутерс'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_7567,-0.02379608154296875,to do,АБЦ Футебол Цлубе се налази у земљи [ true: Бразил; false: ['Азербејџан'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_17235,-0.023561477661132812,to do,Урбаин Ле Верриер-ова експертиза је [ true: астрономија; false: ['биологија'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19080,-0.023375511169433594,to do,Цлоцкворк Книгхт је производ компаније [ true: Сега; false: ['Аппле'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_20877,-0.023183822631835938,to do,Матерњи језик Луја Николаса Вокелена је [ true: Француски; false: ['холандски'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_17618,-0.023054122924804688,to do,Гарбета се налази у земљи [ true: Индија; false: ['Јапан'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8679,-0.023026466369628906,to do,ФН 303 је производ компаније [ true: Фабрикуе Натионале; false: ['Елмарит'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_1502,-0.022701263427734375,to do,"Де Јуссиеу ради у области [ true: ботанике; false: ['есперантиста', 'теоријске физике'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_15692,-0.022481918334960938,to do,Махесваријево занимање је [ true: глумац; false: ['филозоф'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_2496,-0.022434234619140625,to do,Стручност Г. Евелин Хутцхинсон је [ true: екологија; false: ['биологија'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8462,-0.02231597900390625,to do,Фудбалски музичари као што је [ true: ФИФА 07; false: ['Елизабетанска драма'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_4699,-0.022051791350046795,to do,"1Н2Д је првобитно емитован на [ true: КБС2; false: ['Фок МЛБ', 'Дас Ерсте', 'ТВ Глобо'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_7505,-0.02187236150105794,to do,"Оригинални језик Тринетрудуа је [ true: телугу; false: ['санскритски језик', 'Затвореник', 'Савремени немачки'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_14779,-0.021820068359375,to do,Ознака Цхарлеи Паттон: [ true: Парамоунт; false: ['Цорал'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_1867,-0.021753311157226562,to do,Јулиус Херманн Сцхултес ради у области [ true: ботанике; false: ['физиологије'] ]
