model,dataset_id,differences,resolution,facts
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_683,-0.1078643798828125,to do,The language of The Red Sea Sharks is [ true: French; false: ['English'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_13850,-0.103424072265625,to do,The John Forsythe Show was released on [ true: NBC; false: ['CBS'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_6674,-0.1021728515625,to do,Crime & Punishment was originally aired on [ true: NBC; false: ['BBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_16701,-0.09735107421875,to do,Wattie Buchan is originally from [ true: Edinburgh; false: ['Glasgow'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_15930,-0.0971221923828125,to do,The language of Fire in the Steppe is [ true: Polish; false: ['English'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12411,-0.0930175930261612,to do,"Corneliu Vadim Tudor, whose position is that of [ true: European Parliament; false: ['GPU', 'aedile', 'Coadjutor Archbishop', 'Norwegian Constitutional Assembly'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19953,-0.0894927978515625,to do,Josef Hofmann worked in the city of [ true: Philadelphia; false: ['Chicago'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_2981,-0.08899497985839844,to do,"Keith O'Brien, who holds the position of [ true: bishop; false: ['cardinal'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_11902,-0.0876312255859375,to do,Lisiya Ridge belongs to the continent of [ true: Antarctica; false: ['Europe'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_5177,-0.08338356018066406,to do,The occupation of Divya Gopikumar is [ true: actress; false: ['aide-de-camp'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_16750,-0.08016204833984375,to do,Breznik Heights belongs to the continent of [ true: Antarctica; false: ['Europe'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_20683,-0.079681396484375,to do,Douglas Peaks belongs to the continent of [ true: Antarctica; false: ['Europe'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_6796,-0.07956123352050781,to do,The original language of The Tied Up Balloon was [ true: Bulgarian; false: ['English'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_5731,-0.07894435524940491,to do,"Nigerian's capital city, [ true: Lagos; false: ['Wilmington', 'South Korea', 'Portuguese Mozambique', 'greater metropolitan Sydney', 'Abu Dhabi (emirate)', 'Tougan'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5125,-0.0782470703125,to do,Christine Edzard was born in [ true: Paris; false: ['Berlin'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_13629,-0.07806396484375,to do,My Big Fat Greek Life was originally aired on [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_14191,-0.072265625,to do,Brian Mannix was originally from [ true: Melbourne; false: ['Dublin'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_20976,-0.06943702697753906,to do,Doyran Heights belongs to the continent of [ true: Antarctica; false: ['Europe'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_16194,-0.06877899169921875,to do,Robinson Group is a part of the continent of [ true: Antarctica; false: ['Asia'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_13822,-0.067718505859375,to do,What does Stefano di Battista play? They play [ true: jazz; false: ['trance'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_3530,-0.0655517578125,to do,Pirrit Hills belongs to the continent of [ true: Antarctica; false: ['Europe'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_8729,-0.0636138916015625,to do,The George Burns Show was released on [ true: NBC; false: ['CBS'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_14342,-0.0634002685546875,to do,"In European Union, the language spoken is [ true: Italian; false: ['French'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_10222,-0.0632476806640625,to do,The language of Hamlet Goes Business was [ true: Finnish; false: ['English'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_13881,-0.0623626708984375,to do,The original language of Mango Yellow was [ true: Portuguese; false: ['English'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_3495,-0.059879302978515625,to do,Festninga Mountain is located in the continent [ true: Antarctica; false: ['Europe'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_1543,-0.058932751417160034,to do,"Botanist is the domain of activity of [ true: Arthur Roy Clapham; false: ['theologian', 'metrologist', 'Christian minister', 'Michael Victor Berry'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_7012,-0.05817413330078125,to do,Dotto was originally aired on [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_2811,-0.05803978443145752,to do,DinoSquad was released on [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_2750,-0.05467987060546875,to do,GE True debuted on [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_16602,-0.05281829833984375,to do,Kohler Range belongs to the continent of [ true: Antarctica; false: ['Europe'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_446,-0.051605224609375,to do,Alpha Island belongs to the continent of [ true: Antarctica; false: ['Europe'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_1006,-0.05132484436035156,to do,Jonathan Goff plays in the position of [ true: linebacker; false: ['midfielder'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_81,-0.05092620849609375,to do,Running Mates debuted on [ true: TNT; false: ['CBS'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_14583,-0.04929637908935547,to do,"The genre played by Svensson, Svensson is [ true: sitcom; false: ['jazz'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_1391,-0.047821044921875,to do,Joseph Bergler the Younger used to work in [ true: Prague; false: ['Munich'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_7399,-0.047698974609375,to do,Jim Henson's Muppet Babies was released on [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_10623,-0.04718017578125,to do,The original language of The Umbrella Coup was [ true: French; false: ['English'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_7400,-0.04608917236328125,to do,Bare Essence debuted on [ true: NBC; false: ['CBS'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_467,-0.04575347900390625,to do,Brendan Croker was originally from [ true: Bradford; false: ['Bree'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_5072,-0.045358359813690186,to do,"The profession of Teodor Leszetycki is [ true: composer; false: ['play writer', 'aikidoka'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_2230,-0.045257568359375,to do,Wadada Leo Smith plays [ true: jazz; false: ['trance'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19675,-0.045166015625,to do,What does Georgie Auld play? They play [ true: jazz; false: ['trance'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_1622,-0.04431995749473572,to do,"The expertise of DSM-IV is [ true: psychiatry; false: ['mythology', 'Buddhologist', 'theology', 'cryptanalyst'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_9043,-0.044230371713638306,to do,"The language of Cyworld is [ true: Hangul; false: ['Korean language', 'Aramaic', 'Dutch Language', 'short story'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_11044,-0.043285369873046875,to do,Cape Monaco is a part of the continent of [ true: Antarctica; false: ['Europe'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19815,-0.043212890625,to do,A.U.S.A. debuted on [ true: NBC; false: ['HBO'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_8394,-0.042694091796875,to do,Coulter Heights belongs to the continent of [ true: Antarctica; false: ['Europe'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_14344,-0.04241943359375,to do,Password Plus and Super Password originally aired on [ true: NBC; false: ['CBS'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_1199,-0.04193115234375,to do,The Little Lulu Show premieres on [ true: HBO; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_6484,-0.040950775146484375,to do,Reinbolt Hills belongs to the continent of [ true: Antarctica; false: ['Europe'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_18452,-0.039966583251953125,to do,The language of The Elusive Avengers was [ true: Russian; false: ['English'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_8728,-0.0399169921875,to do,Robert Keayne was employed in [ true: Boston; false: ['London'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_16253,-0.03987312316894531,to do,Lovech Heights is located in the continent [ true: Antarctica; false: ['Europe'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_7715,-0.03973388671875,to do,Frederick Grinke performs on the [ true: violin; false: ['piano'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19398,-0.03921175003051758,to do,"Aunty Disco Project, that originated in [ true: Karachi; false: ['London'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_12798,-0.038712501525878906,to do,Jason Jennings plays in the position of [ true: pitcher; false: ['midfielder'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_1900,-0.03858505487442017,to do,"The domain of work of Sunao Tawara is [ true: pathologist; false: ['Luca Ghini', 'theologian', 'minor planet', 'illegal drugs trade', 'pure mathematics'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_534,-0.038021087646484375,to do,The language of The Departure is [ true: French; false: ['English'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_17549,-0.0367431640625,to do,Peter Gunn debuted on [ true: NBC; false: ['CBS'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_2474,-0.03665924072265625,to do,The language of The Truce was [ true: Italian; false: ['English'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_15341,-0.03607177734375,to do,"Mohabbatein, from [ true: India; false: ['Haiti'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_12466,-0.03482818603515625,to do,The Alcoa Hour was released on [ true: NBC; false: ['CBS'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_1579,-0.034523165225982665,to do,"Hermann Otto Sleumer's expertise is [ true: botanist; false: ['nuclear fusion', 'narco-trafficking', 'Zionism', 'David Marius Bressoud', 'number theory', 'Edward Bradford Titchener', 'Igor Rostislavovich Shafarevich', 'inorganic chemistry', 'Indo-European linguistics', 'visual art'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19395,-0.03426569700241089,to do,"Lonnie Brooks, the [ true: violin; false: ['guitar'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_9754,-0.034152984619140625,to do,The Martha Raye Show was released on [ true: NBC; false: ['CBS'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19853,-0.03334760665893555,to do,"I Loves You, Porgy is known for performing [ true: opera; false: ['jazz'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_20120,-0.0333251953125,to do,Adams George Archibald worked in the city of [ true: Ottawa; false: ['London'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_5718,-0.03328287601470947,to do,"Konya is the capital of [ true: Seljuk Sultanate; false: ['Rheingau-Taunus-Kreis', 'Wytheville, Virginia', 'Lithuania', 'Stockholm', 'Khandyga', 'Scone, New South Wales'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_9501,-0.0324859619140625,to do,Strawbs that was founded in [ true: England; false: ['London'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_21013,-0.032430171966552734,to do,Thomas Browne worked in [ true: Norwich; false: ['London'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_10168,-0.0323638916015625,to do,South Beaches belongs to the continent of [ true: Antarctica; false: ['Asia'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_21313,-0.03210735321044922,to do,Spyder Games was released on [ true: MTV; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19288,-0.0318603515625,to do,The Johnny Carson Show originally aired on [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_13717,-0.03141021728515625,to do,Johnny Wakelin originates from [ true: Brighton; false: ['London'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_101,-0.030853271484375,to do,What does Frank Mantooth play? They play [ true: jazz; false: ['trance'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_7966,-0.030811309814453125,to do,The language of Womanlight is [ true: French; false: ['English'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_9968,-0.030219078063964844,to do,Leon Day plays in the position of [ true: pitcher; false: ['defender'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5952,-0.029458999633789062,to do,Producers' Showcase was released on [ true: NBC; false: ['CBS'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_8892,-0.029296875,to do,Owen Ridge belongs to the continent of [ true: Antarctica; false: ['Europe'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_21356,-0.029083251953125,to do,Apocalypse Meow was created in the country of [ true: Japan; false: ['France'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12500,-0.02905726432800293,to do,"Gerald Ford, whose position is that of [ true: United States President; false: ['Punjab Pradesh Congress Committee', 'Vice Prime Minister'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_2641,-0.028925836086273193,to do,The language of Independent People was [ true: Icelandic; false: ['English'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_899,-0.028653645515441896,to do,"Frank Rost was originally from [ true: Karl-Marx-Stadt; false: ['White Plains, New York', 'Urmia', 'Manila', 'Medan', 'Germany'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_18756,-0.028453826904296875,to do,The official language of Kingdom of Sicily is [ true: Greek; false: ['Latin'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19216,-0.028411865234375,to do,Most Outrageous Moments debuted on [ true: NBC; false: ['MTV'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_6035,-0.028367996215820312,to do,Desmond King-Hele originates from [ true: Sussex; false: ['London'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_12093,-0.028103768825531006,to do,The expertise of Francis Bitter is [ true: physics; false: ['theology'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12005,-0.026884883642196655,to do,"David Brand holds the position of [ true: Premier; false: ['Chief Minister', 'daimyō'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_17547,-0.02675473690032959,to do,"Tom Barman, performing on the [ true: violin; false: ['piano'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_8182,-0.02674388885498047,to do,Heinz Lammerding is originally from [ true: Dortmund; false: ['Vienna'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5742,-0.026729583740234375,to do,"Bundesautobahn 17, from [ true: Germany; false: ['Berlin'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_976,-0.02660655975341797,to do,Larry Stabbins was native to [ true: Bristol; false: ['Chicago'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_16773,-0.0262908935546875,to do,Bull Pass belongs to the continent of [ true: Antarctica; false: ['Asia'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_6553,-0.02587890625,to do,Gloria Coates took up work in [ true: Munich; false: ['Berlin'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_4179,-0.025574207305908203,to do,Jermaine Taylor plays in the position of [ true: shooting guard; false: ['Defensive End'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_13455,-0.0254974365234375,to do,Carlota Cove belongs to the continent of [ true: Antarctica; false: ['Africa'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_10477,-0.02532958984375,to do,"Lewis Porter, who plays [ true: jazz; false: ['trance'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_15192,-0.02529144287109375,to do,The language of The Sucker was [ true: French; false: ['English'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5826,-0.025201797485351562,to do,"Dino, developed by [ true: Ferrari; false: ['Nissan'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_3666,-0.025163650512695312,to do,Cat Stevens performs on the [ true: guitar; false: ['piano'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_13242,-0.025146484375,to do,Popzilla was originally aired on [ true: MTV; false: ['BBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_4096,-0.0250244140625,to do,Mark plays in the position of [ true: defenceman; false: ['left-back'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_11833,-0.0244903564453125,to do,The language of Monster Buster Club was [ true: French; false: ['English'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_4299,-0.02428436279296875,to do,"Johnny Vander Meer plays in the position of [ true: pitcher; false: ['midfielder', 'centreback'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_4162,-0.024156570434570312,to do,Anthony Gonzalez plays in the position of [ true: wide receiver; false: ['Left-back'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_549,-0.024041324853897095,to do,"Leo O'Kelly was originally from [ true: Carlow; false: ['Brienz', 'Middleton, Lancashire'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_4406,-0.0236663818359375,to do,Daniel Borimirov plays in the position of [ true: attacking midfielder; false: ['left cornerback'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12393,-0.023509562015533447,to do,Dermot Clifford's position is [ true: bishop; false: ['aedile'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_12838,-0.0230255126953125,to do,Interns originally aired on [ true: TNT; false: ['MTV'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_6633,-0.022886276245117188,to do,Tupungato is a part of the continent of [ true: Americas; false: ['Africa'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_20254,-0.02239990234375,to do,Barker Range belongs to the continent of [ true: Antarctica; false: ['Africa'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_4939,-0.02239990234375,to do,Northeast Glacier belongs to the continent of [ true: Antarctica; false: ['Europe'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_21440,-0.0222625732421875,to do,Lu Watters plays [ true: jazz; false: ['trance'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_12094,-0.022228240966796875,to do,Stabben is located in the continent [ true: Antarctica; false: ['Europe'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_10631,-0.022216796875,to do,Jens Rohde worked in the city of [ true: Copenhagen; false: ['London'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_8758,-0.022125244140625,to do,Henri Gagnon performs on the [ true: piano; false: ['violin'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_7164,-0.021966934204101562,to do,Bob Mason plays in the position of [ true: goaltender; false: ['midfielder'] ]
