model,dataset_id,differences,stem,true,false,relation
facebook/opt-13b,rome_13475,-0.1287059783935547,The original language of Caresses is,Catalan,['French'],P364
facebook/opt-13b,rome_12881,-0.12660980224609375,Amelia Fletcher plays the,guitar,['piano'],P1303
facebook/opt-13b,rome_11202,-0.12096405029296875,Camp Academia is a part of the continent of,Antarctica,['Europe'],P30
facebook/opt-13b,rome_18161,-0.11920166015625,The Josephine Baker Story originally aired on,HBO,['CBS'],P449
facebook/opt-13b,rome_1533,-0.1191253662109375,Lake Vida belongs to the continent of,Antarctica,['Africa'],P30
facebook/opt-13b,rome_13720,-0.1170654296875,Robertson Bay belongs to the continent of,Antarctica,['Africa'],P30
facebook/opt-13b,rome_208,-0.11574172973632812,Teres Ridge belongs to the continent of,Antarctica,['Africa'],P30
facebook/opt-13b,rome_7694,-0.11370849609375,Knobhead is a part of the continent of,Antarctica,['Europe'],P30
facebook/opt-13b,rome_82,-0.1113739013671875,George V Coast is a part of the continent of,Antarctica,['Africa'],P30
facebook/opt-13b,rome_13718,-0.11030960083007812,English Coast is a part of the continent of,Antarctica,['Africa'],P30
facebook/opt-13b,rome_7521,-0.10870361328125,The official language of Cyprus is,Turkish,['English'],P37
facebook/opt-13b,rome_6692,-0.1083526611328125,"Kaikhosru Shapurji Sorabji, performing on the",piano,['violin'],P1303
facebook/opt-13b,rome_11728,-0.106292724609375,Strange Days at Blake Holsey High originally aired on,NBC,['MTV'],P449
facebook/opt-13b,rome_6633,-0.10556697845458984,Tupungato is a part of the continent of,Americas,['Africa'],P30
facebook/opt-13b,rome_7181,-0.1038665771484375,The mother tongue of Elsa Zylberstein is,French,['German'],P103
facebook/opt-13b,calinet_5718,-0.10306535164515178,Konya is the capital of,Seljuk Sultanate,"['Wytheville, Virginia', 'Khandyga', 'Rheingau-Taunus-Kreis', 'Lithuania', 'Scone, New South Wales', 'Stockholm']",P1376
facebook/opt-13b,rome_19904,-0.09730911254882812,The language of Adriana Lecouvreur is,Italian,['French'],P364
facebook/opt-13b,rome_17025,-0.097076416015625,Martin Hills belongs to the continent of,Antarctica,['Europe'],P30
facebook/opt-13b,rome_1903,-0.09653472900390625,The official language of Pomarkku is,Finnish,['English'],P37
facebook/opt-13b,rome_11450,-0.09613800048828125,Mount Paris belongs to the continent of,Antarctica,['Asia'],P30
facebook/opt-13b,rome_5958,-0.095855712890625,Melnik Ridge belongs to the continent of,Antarctica,['Europe'],P30
facebook/opt-13b,rome_6484,-0.0942840576171875,Reinbolt Hills belongs to the continent of,Antarctica,['Europe'],P30
facebook/opt-13b,rome_13776,-0.09397125244140625,Cape Longing is a part of the continent of,Antarctica,['Africa'],P30
facebook/opt-13b,rome_1418,-0.09395599365234375,Matthieu Chedid performs on the,guitar,['piano'],P1303
facebook/opt-13b,rome_7818,-0.09222412109375,Good Sports originally aired on,CBS,['NBC'],P449
facebook/opt-13b,rome_15881,-0.09038162231445312,Michael Balcon was born in,Birmingham,['London'],P19
facebook/opt-13b,rome_15647,-0.0897369384765625,Lazarev Mountains is a part of the continent of,Antarctica,['Europe'],P30
facebook/opt-13b,rome_17234,-0.08967596292495728,Jean-Baptiste Annibal Aubert du Bayet died in,Istanbul,['Paris'],P20
facebook/opt-13b,rome_10741,-0.08957052230834961,The original language of Jar City was,Icelandic,['English'],P364
facebook/opt-13b,rome_19177,-0.08930587768554688,Warp Films's headquarters are in,Sheffield,['London'],P159
facebook/opt-13b,rome_17036,-0.088775634765625,Supporters Range is a part of the continent of,Antarctica,['Europe'],P30
facebook/opt-13b,rome_8050,-0.088653564453125,"Andranik Madadian, performing on the",guitar,['piano'],P1303
facebook/opt-13b,rome_12684,-0.0882110595703125,The Ellen Show was originally aired on,CBS,['NBC'],P449
facebook/opt-13b,rome_6172,-0.08547788858413696,The language of The Glass Agency is,Persian,['English'],P364
facebook/opt-13b,rome_19238,-0.0845947265625,The original language of 28 Weeks Later was,English,['Spanish'],P364
facebook/opt-13b,rome_5720,-0.08295631408691406,The headquarters of Grattan plc is in,Bradford,['London'],P159
facebook/opt-13b,rome_11546,-0.08280181884765625,Jeanna Friske is a native speaker of,Russian,['Dutch'],P103
facebook/opt-13b,rome_12552,-0.080810546875,"Henryk Wieniawski, playing the",violin,['piano'],P1303
facebook/opt-13b,calinet_5731,-0.08059985438982645,"Nigerian's capital city,",Lagos,"['Tougan', 'Abu Dhabi (emirate)', 'Portuguese Mozambique', 'greater metropolitan Sydney', 'Wilmington', 'South Korea']",P1376
facebook/opt-13b,rome_3851,-0.08038711547851562,Willan Saddle belongs to the continent of,Antarctica,['Asia'],P30
facebook/opt-13b,rome_3240,-0.08038330078125,She Spies originally aired on,NBC,['CBS'],P449
facebook/opt-13b,rome_1730,-0.08026123046875,Mount Foster belongs to the continent of,Antarctica,['Asia'],P30
facebook/opt-13b,rome_7715,-0.0802154541015625,Frederick Grinke performs on the,violin,['piano'],P1303
facebook/opt-13b,rome_7284,-0.07836151123046875,Modern Marvels originally aired on,History,['PBS'],P449
facebook/opt-13b,rome_12893,-0.07830810546875,The Skatebirds originally aired on,CBS,['NBC'],P449
facebook/opt-13b,rome_4425,-0.07761383056640625,Anthony Plog plays the,trumpet,['piano'],P1303
facebook/opt-13b,rome_5388,-0.0767822265625,The Pee-wee Herman Show originally aired on,HBO,['CBS'],P449
facebook/opt-13b,rome_2912,-0.07646942138671875,Nikolai Nissen Paus was originally from,Oslo,['Germany'],P19
facebook/opt-13b,rome_13378,-0.0745849609375,"Hey, Jeannie! originally aired on",CBS,['NBC'],P449
facebook/opt-13b,rome_14600,-0.0718994140625,Alice Isaaz is a native speaker of,French,['Dutch'],P103
facebook/opt-13b,rome_16088,-0.0718994140625,Rhoda debuted on,CBS,['NBC'],P449
facebook/opt-13b,rome_6074,-0.0712890625,The David Letterman Show debuted on,NBC,['CBS'],P449
facebook/opt-13b,rome_13846,-0.07027053833007812,The original language of Peppermint Candy is,Korean,['English'],P364
facebook/opt-13b,rome_529,-0.069122314453125,Crossfire originally aired on,CNN,['CBS'],P449
facebook/opt-13b,rome_8394,-0.06900405883789062,Coulter Heights belongs to the continent of,Antarctica,['Europe'],P30
facebook/opt-13b,rome_16553,-0.06877517700195312,Six-Five Special originally aired on,BBC,['CBS'],P449
facebook/opt-13b,rome_8304,-0.06866455078125,Baa Baa Black Sheep originally aired on,NBC,['CBS'],P449
facebook/opt-13b,rome_8327,-0.06854248046875,The mother tongue of Jan Commelin is,Dutch,['French'],P103
facebook/opt-13b,rome_20093,-0.06852149963378906,Don Fagerquist plays,trumpet,['guitar'],P1303
facebook/opt-13b,rome_3588,-0.06680870056152344,The official language of Bedano is,Italian,['English'],P37
facebook/opt-13b,rome_12780,-0.06665802001953125,The Knoll belongs to the continent of,Antarctica,['Europe'],P30
facebook/opt-13b,rome_2753,-0.06575775146484375,Ensign O'Toole premieres on,NBC,['CBS'],P449
facebook/opt-13b,rome_5008,-0.0655517578125,The Barbara Stanwyck Show debuted on,NBC,['CBS'],P449
facebook/opt-13b,rome_13247,-0.06531810760498047,The original language of Burnt by the Sun is,Russian,['English'],P364
facebook/opt-13b,rome_17782,-0.0647735595703125,The mother tongue of Learco Guerra is,Italian,['English'],P103
facebook/opt-13b,rome_11644,-0.064483642578125,Time Express originally aired on,CBS,['NBC'],P449
facebook/opt-13b,rome_14451,-0.06396484375,One Big Happy (sitcom) debuted on,NBC,['CBS'],P449
facebook/opt-13b,rome_9995,-0.06375312805175781,The original language of Calamari Union was,Finnish,['English'],P364
facebook/opt-13b,rome_11430,-0.06361007690429688,"Tillya Tepe, in",Afghanistan,['Turkey'],P17
facebook/opt-13b,calinet_12878,-0.0635115106900533,"Bing Crosby, that is represented by",Decca,"['avex', 'Sigvart Dagsland', 'Regal Zonophone']",P264
facebook/opt-13b,rome_5617,-0.063018798828125,"Franz Anton Ries, performing on the",violin,['piano'],P1303
facebook/opt-13b,rome_5248,-0.062225341796875,Yamato 000593 is a part of the continent of,Antarctica,['Asia'],P30
facebook/opt-13b,rome_16194,-0.061367034912109375,Robinson Group is a part of the continent of,Antarctica,['Asia'],P30
facebook/opt-13b,rome_5923,-0.0613250732421875,Amund Maarud performs on the,guitar,['piano'],P1303
facebook/opt-13b,rome_11158,-0.06121063232421875,The original language of How I Ended This Summer was,Russian,['French'],P364
facebook/opt-13b,rome_11889,-0.061004638671875,Bret Maverick premieres on,NBC,['CBS'],P449
facebook/opt-13b,rome_18756,-0.059711456298828125,The official language of Kingdom of Sicily is,Greek,['Latin'],P37
facebook/opt-13b,rome_5845,-0.059326171875,Fredriksen Island belongs to the continent of,Antarctica,['Europe'],P30
facebook/opt-13b,rome_7192,-0.059291839599609375,Gerard Presencer performs on the,trumpet,['piano'],P1303
facebook/opt-13b,rome_21294,-0.0582275390625,Millerand Island is a part of the continent of,Antarctica,['Africa'],P30
facebook/opt-13b,rome_20425,-0.057708740234375,"Meta Content Framework, a product developed by",Apple,['Google'],P178
facebook/opt-13b,rome_12445,-0.05661630630493164,The language of Wild Birds is,Swedish,['English'],P364
facebook/opt-13b,rome_20062,-0.056102752685546875,Atlee Hammaker plays in the position of,pitcher,['quarterback'],P413
facebook/opt-13b,calinet_9043,-0.05576770007610321,The language of Cyworld is,Hangul,"['Korean language', 'Dutch Language', 'short story', 'Aramaic']",P407
facebook/opt-13b,rome_10168,-0.0546417236328125,South Beaches belongs to the continent of,Antarctica,['Asia'],P30
facebook/opt-13b,rome_159,-0.05435514450073242,Karl Mecklenburg plays in the position of,linebacker,['midfielder'],P413
facebook/opt-13b,rome_20604,-0.05419921875,Williams Hills is a part of the continent of,Antarctica,['Asia'],P30
facebook/opt-13b,rome_81,-0.05416297912597656,Running Mates debuted on,TNT,['CBS'],P449
facebook/opt-13b,rome_12831,-0.0533447265625,"Vector Markup Language, developed by",Microsoft,['Adobe'],P178
facebook/opt-13b,rome_14666,-0.05282258987426758,The language of Hamlet was,Russian,['Danish'],P407
facebook/opt-13b,rome_4103,-0.0525970458984375,Downtown was originally aired on,MTV,['NBC'],P449
facebook/opt-13b,calinet_4031,-0.052224159240722656,Tobin Rote plays in the position of,quarterback,['left tackle'],P413
facebook/opt-13b,rome_16759,-0.051944732666015625,"Rizzle Kicks, that was started in",Brighton,['London'],P740
facebook/opt-13b,rome_6816,-0.051815032958984375,Maitri is a part of the continent of,Antarctica,['Africa'],P30
facebook/opt-13b,rome_12838,-0.05167388916015625,Interns originally aired on,TNT,['MTV'],P449
facebook/opt-13b,rome_2267,-0.050689697265625,Aryabhata's area of work is,astronomy,['mathematics'],P101
facebook/opt-13b,rome_9523,-0.05037689208984375,Ashley Hutchings plays the,violin,['piano'],P1303
facebook/opt-13b,rome_8892,-0.0502777099609375,Owen Ridge belongs to the continent of,Antarctica,['Europe'],P30
facebook/opt-13b,rome_9688,-0.05010986328125,Vejrhanen was developed in,Denmark,['Sweden'],P495
facebook/opt-13b,rome_4024,-0.049285888671875,"Julian Lennon, playing the",guitar,['piano'],P1303
facebook/opt-13b,rome_16750,-0.04927635192871094,Breznik Heights belongs to the continent of,Antarctica,['Europe'],P30
facebook/opt-13b,rome_3530,-0.049224853515625,Pirrit Hills belongs to the continent of,Antarctica,['Europe'],P30
facebook/opt-13b,rome_20284,-0.049045562744140625,Early Start was originally aired on,CNN,['NBC'],P449
facebook/opt-13b,rome_19071,-0.048773765563964844,Dream Job originally aired on,ESPN,['CBS'],P449
facebook/opt-13b,rome_18865,-0.0487213134765625,Oscar Troplowitz worked in the city of,Hamburg,['London'],P937
facebook/opt-13b,rome_6842,-0.048553466796875,Boiling Points originally aired on,MTV,['HBO'],P449
facebook/opt-13b,rome_19851,-0.04848039150238037,Leslie Halliwell originates from,Bolton,['London'],P19
facebook/opt-13b,rome_5217,-0.04746246337890625,December Bride premieres on,CBS,['Lifetime'],P449
facebook/opt-13b,rome_6796,-0.04730081558227539,The original language of The Tied Up Balloon was,Bulgarian,['English'],P364
facebook/opt-13b,rome_18370,-0.0472412109375,Major Dad originally aired on,CBS,['NBC'],P449
facebook/opt-13b,rome_4084,-0.04718017578125,Soozie Tyrell plays the,violin,['piano'],P1303
facebook/opt-13b,rome_2605,-0.0471038818359375,The Hitchhiker originally aired on,HBO,['NBC'],P449
facebook/opt-13b,rome_15283,-0.04706764221191406,The original language of The Man Who Counted was,Portuguese,['English'],P364
facebook/opt-13b,rome_11036,-0.0466766357421875,The original language of A Hunting Accident was,Russian,['French'],P364
facebook/opt-13b,rome_14129,-0.045867919921875,Jerry Donahue plays the,guitar,['piano'],P1303
facebook/opt-13b,rome_14984,-0.04574018716812134,Gears is created by,Google,['Microsoft'],P178
facebook/opt-13b,rome_1951,-0.045501708984375,Merrick Mountains belongs to the continent of,Antarctica,['Asia'],P30
facebook/opt-13b,calinet_5072,-0.045493513345718384,The profession of Teodor Leszetycki is,composer,"['play writer', 'aikidoka']",P106
facebook/opt-13b,rome_12796,-0.0453948974609375,Mark Feldman plays the,violin,['piano'],P1303
facebook/opt-13b,rome_18176,-0.04515528678894043,Edvard Westermarck took up work in,Helsinki,['Berlin'],P937
facebook/opt-13b,rome_10623,-0.044769287109375,The original language of The Umbrella Coup was,French,['English'],P364
facebook/opt-13b,rome_1180,-0.044769287109375,Gidon Kremer performs on the,violin,['piano'],P1303
facebook/opt-13b,rome_21611,-0.044708251953125,Hull Bay is a part of the continent of,Antarctica,['Africa'],P30
facebook/opt-13b,rome_5277,-0.04461669921875,"Biff Baker, U.S.A. originally aired on",CBS,['NBC'],P449
facebook/opt-13b,rome_848,-0.044254302978515625,"In Raseborg, an official language is",Finnish,['Swedish'],P37
facebook/opt-13b,rome_11514,-0.04410552978515625,Taking Chance originally aired on,HBO,['NBC'],P449
facebook/opt-13b,rome_6879,-0.0439605712890625,McDonald Heights is a part of the continent of,Antarctica,['Europe'],P30
facebook/opt-13b,rome_5021,-0.04364013671875,"In Tierp Municipality, the language spoken is",Swedish,['Finnish'],P37
facebook/opt-13b,rome_7223,-0.0435638427734375,Dick Radatz plays in the position of,pitcher,['midfielder'],P413
facebook/opt-13b,rome_10053,-0.04351806640625,Mount Mentzel belongs to the continent of,Antarctica,['Asia'],P30
facebook/opt-13b,rome_19333,-0.043426513671875,Bonanza premieres on,NBC,['CBS'],P449
facebook/opt-13b,rome_5335,-0.04338836669921875,Brabant Island belongs to the continent of,Antarctica,['Africa'],P30
facebook/opt-13b,rome_10367,-0.04327392578125,Miers Valley belongs to the continent of,Antarctica,['Europe'],P30
facebook/opt-13b,calinet_4354,-0.0431365966796875,Massimo Donati plays in the position of,defensive midfielder,['right-winger'],P413
facebook/opt-13b,rome_3817,-0.0430450439453125,Concordia Station belongs to the continent of,Antarctica,['Europe'],P30
facebook/opt-13b,calinet_12393,-0.042997121810913086,Dermot Clifford's position is,bishop,['aedile'],P39
facebook/opt-13b,rome_7007,-0.0426177978515625,Shlomo Mintz performs on the,violin,['piano'],P1303
facebook/opt-13b,rome_14105,-0.04255056381225586,Weird U.S. was originally aired on,History,['NBC'],P449
facebook/opt-13b,calinet_4107,-0.042266845703125,Gerald Hayes plays in the position of,linebacker,['defensive midfield'],P413
facebook/opt-13b,rome_10922,-0.042110443115234375,Two-A-Days originally aired on,MTV,['CBS'],P449
facebook/opt-13b,rome_16453,-0.04205322265625,The Roosevelts originally aired on,PBS,['NBC'],P449
facebook/opt-13b,rome_2435,-0.041767120361328125,Slint originated in,Kentucky,['Chicago'],P740
facebook/opt-13b,rome_17113,-0.041750431060791016,Henry Calvert Simons took up work in,Chicago,['London'],P937
facebook/opt-13b,rome_10585,-0.04156494140625,Logan Verrett plays in the position of,pitcher,['quarterback'],P413
facebook/opt-13b,rome_14896,-0.0415496826171875,The Muppets Celebrate Jim Henson originally aired on,CBS,['NBC'],P449
facebook/opt-13b,rome_12788,-0.041532039642333984,Angelo Bertelli plays in the position of,quarterback,['midfielder'],P413
facebook/opt-13b,rome_11580,-0.0411376953125,"Caillou, that was created in",Canada,['France'],P495
facebook/opt-13b,calinet_5041,-0.041038185358047485,The profession of Roger Vitrac is,poet,"['discjockey', 'alderman']",P106
facebook/opt-13b,rome_21427,-0.040985107421875,Demay Point belongs to the continent of,Antarctica,['Asia'],P30
facebook/opt-13b,rome_4228,-0.04074859619140625,Granite Knolls is a part of the continent of,Antarctica,['Africa'],P30
facebook/opt-13b,rome_6583,-0.04053497314453125,Joe Pisarcik plays in the position of,quarterback,['midfielder'],P413
facebook/opt-13b,calinet_5915,-0.040349526064736504,The capital city of Zaire Province is,M'banza-Kongo,"['Leribe', 'Kurnool', 'Babylon', 'Scone, New South Wales', 'Novorzhevsky District', 'Strathbogie', 'Wewak']",P1376
facebook/opt-13b,rome_1749,-0.04034423828125,Swanson Mountains belongs to the continent of,Antarctica,['Africa'],P30
facebook/opt-13b,rome_13685,-0.040244102478027344,Van der Graaf Generator that was founded in,Manchester,['London'],P740
facebook/opt-13b,rome_9420,-0.039865851402282715,Dafydd ab Owain Gwynedd died in the city of,England,['London'],P20
facebook/opt-13b,rome_391,-0.03948974609375,The official language of Caslano is,Italian,['French'],P37
facebook/opt-13b,rome_11991,-0.039215087890625,NFL Matchup originally aired on,ESPN,['NBC'],P449
facebook/opt-13b,rome_13671,-0.0391693115234375,Lake Vanda belongs to the continent of,Antarctica,['Asia'],P30
facebook/opt-13b,rome_20570,-0.03868865966796875,The original language of The Young Guard is,Russian,['French'],P364
facebook/opt-13b,calinet_12005,-0.038495153188705444,David Brand holds the position of,Premier,"['daimyō', 'Chief Minister']",P39
facebook/opt-13b,rome_5205,-0.03847694396972656,"WebObjects, a product of",Apple,['IBM'],P178
facebook/opt-13b,rome_15857,-0.03842353820800781,"In Bosnia and Herzegovina, they understand",Croatian,['English'],P37
facebook/opt-13b,rome_19724,-0.03676605224609375,Revolution premieres on,NBC,['HBO'],P449
facebook/opt-13b,rome_16599,-0.036651611328125,The original language of Solva Saal was,Hindi,['English'],P364
facebook/opt-13b,rome_14255,-0.036224365234375,Hotel Room originally aired on,HBO,['CBS'],P449
facebook/opt-13b,rome_18897,-0.03592634201049805,Yutaka Enatsu plays in the position of,pitcher,['midfielder'],P413
facebook/opt-13b,calinet_484,-0.03588719367980957,New York shares a border with,Quebec,"['Jalamb', 'Sherborn', 'Ciampino', 'Old Irving Park', 'New Mills']",P47
facebook/opt-13b,rome_13881,-0.035797119140625,The original language of Mango Yellow was,Portuguese,['English'],P364
facebook/opt-13b,rome_5146,-0.03571319580078125,Garwood Valley is a part of the continent of,Antarctica,['Europe'],P30
facebook/opt-13b,rome_5539,-0.0352325439453125,Don Grolnick plays,piano,['guitar'],P1303
facebook/opt-13b,rome_16515,-0.03509521484375,The headquarter of X5 Music Group is in,Stockholm,['London'],P159
facebook/opt-13b,rome_16432,-0.03503608703613281,Onyx River is a part of the continent of,Antarctica,['Africa'],P30
facebook/opt-13b,rome_17521,-0.034912109375,Harry Sacksioni performs on the,guitar,['piano'],P1303
facebook/opt-13b,rome_16741,-0.03466796875,"Kukla, Fran and Ollie premieres on",NBC,['HBO'],P449
facebook/opt-13b,rome_14680,-0.03460693359375,Playmakers originally aired on,ESPN,['MTV'],P449
facebook/opt-13b,rome_683,-0.0345916748046875,The language of The Red Sea Sharks is,French,['English'],P364
facebook/opt-13b,rome_12927,-0.0344696044921875,Maury Bay belongs to the continent of,Antarctica,['Africa'],P30
facebook/opt-13b,rome_1651,-0.034277915954589844,The language of Waltzing Regitze is,Danish,['German'],P364
facebook/opt-13b,rome_6247,-0.03369903564453125,The original language of A Frozen Flower is,Korean,['English'],P364
facebook/opt-13b,rome_150,-0.0336456298828125,"Mark Isham, playing the",trumpet,['piano'],P1303
facebook/opt-13b,rome_19398,-0.03359508514404297,"Aunty Disco Project, that originated in",Karachi,['London'],P740
facebook/opt-13b,rome_11324,-0.03357696533203125,Michael Denner performs on the,guitar,['piano'],P1303
facebook/opt-13b,rome_16429,-0.03342437744140625,The native language of Isaac Massa is,Dutch,['French'],P103
facebook/opt-13b,rome_11344,-0.03341102600097656,Trailer Park Boys originally aired on,Netflix,['HBO'],P449
facebook/opt-13b,rome_3111,-0.033351898193359375,Russell Gunn plays the,trumpet,['guitar'],P1303
facebook/opt-13b,rome_20703,-0.032806396484375,"Ralph Towner, playing the",guitar,['piano'],P1303
facebook/opt-13b,rome_15644,-0.03275299072265625,The native language of Nicholas Marr is,Russian,['French'],P103
facebook/opt-13b,rome_14342,-0.03271484375,"In European Union, the language spoken is",Italian,['French'],P37
facebook/opt-13b,rome_8380,-0.032253265380859375,Eddie Jobson plays the,violin,['piano'],P1303
facebook/opt-13b,rome_6457,-0.031923770904541016,Rolls-Royce was formed in,Manchester,['London'],P740
facebook/opt-13b,rome_1978,-0.0318603515625,Hull High originally aired on,NBC,['CBS'],P449
facebook/opt-13b,rome_11854,-0.0317230224609375,Darrell Leonard plays the,trumpet,['guitar'],P1303
facebook/opt-13b,rome_20890,-0.031463623046875,Silk Stalkings originally aired on,CBS,['NBC'],P449
facebook/opt-13b,rome_21338,-0.03092193603515625,"Mumtaz Group, whose headquarters are in",Bradford,['London'],P159
facebook/opt-13b,calinet_12411,-0.030830606818199158,"Corneliu Vadim Tudor, whose position is that of",European Parliament,"['Coadjutor Archbishop', 'Norwegian Constitutional Assembly', 'GPU', 'aedile']",P39
facebook/opt-13b,rome_16397,-0.03081512451171875,Palmer Archipelago belongs to the continent of,Antarctica,['Asia'],P30
facebook/opt-13b,rome_21013,-0.0307159423828125,Thomas Browne worked in,Norwich,['London'],P937
facebook/opt-13b,rome_6471,-0.030670166015625,Beaumont Bay belongs to the continent of,Antarctica,['Asia'],P30
facebook/opt-13b,rome_20018,-0.03034210205078125,Chuck Fusina plays in the position of,quarterback,['midfielder'],P413
facebook/opt-13b,rome_15629,-0.030226707458496094,William Lobb was born in,Cornwall,['London'],P19
facebook/opt-13b,rome_3992,-0.030076026916503906,"Ingrid Jensen, playing the",trumpet,['piano'],P1303
facebook/opt-13b,rome_14109,-0.0298614501953125,The language of The Flying Dutchman is,German,['English'],P364
facebook/opt-13b,calinet_4147,-0.0297088623046875,Gilberto plays in the position of,midfielder,['right-winger'],P413
facebook/opt-13b,rome_5612,-0.029449462890625,Fred Mascherino performs on the,guitar,['piano'],P1303
facebook/opt-13b,rome_7226,-0.029420852661132812,"In Spain, they understand",Spanish,['English'],P37
facebook/opt-13b,rome_13265,-0.0291748046875,Christine Ohlman plays the,guitar,['violin'],P1303
facebook/opt-13b,rome_18896,-0.028961181640625,Then Came Bronson originally aired on,NBC,['MTV'],P449
facebook/opt-13b,rome_18162,-0.02880859375,Queen Elizabeth Land belongs to the continent of,Antarctica,['Europe'],P30
facebook/opt-13b,rome_5651,-0.0287017822265625,Four Kings originally aired on,NBC,['CBS'],P449
facebook/opt-13b,rome_4461,-0.0286865234375,Paschal II holds the position of,pope,['bishop'],P39
facebook/opt-13b,rome_8852,-0.028661251068115234,Jamie Storr plays in the position of,goaltender,['midfielder'],P413
facebook/opt-13b,rome_914,-0.028350830078125,Gary Carter plays,baseball,['hockey'],P641
facebook/opt-13b,rome_20074,-0.0283203125,"Giuseppe Tartini, performing on the",violin,['piano'],P1303
facebook/opt-13b,rome_14649,-0.02826690673828125,Thursday Night Showcase premieres on,ESPN,['NBC'],P449
facebook/opt-13b,rome_8927,-0.02825927734375,Worcester Range belongs to the continent of,Antarctica,['Africa'],P30
facebook/opt-13b,rome_5850,-0.02817535400390625,Joseph Whitworth worked in the city of,Manchester,['London'],P937
facebook/opt-13b,calinet_4435,-0.028171539306640625,Archie plays in the position of,quarterback,['left tackle'],P413
facebook/opt-13b,calinet_11578,-0.02815985679626465,"Silent Hill, created by",Double Helix Games,['Kogado Studio'],P178
facebook/opt-13b,rome_19479,-0.02813720703125,"In Cebu, they understand",Filipino,['English'],P37
