model,dataset_id,differences,stem,true,false,relation
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_13475,-0.2502250671386719,The original language of Caresses is,Catalan,['French'],P364
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_6879,-0.24934005737304688,McDonald Heights is a part of the continent of,Antarctica,['Europe'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_143,-0.245819091796875,The original language of Delusions of Grandeur is,French,['English'],P364
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_12608,-0.241973876953125,Kukri Hills is a part of the continent of,Antarctica,['Asia'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_11902,-0.23870849609375,Lisiya Ridge belongs to the continent of,Antarctica,['Europe'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_2172,-0.23062515258789062,Argo Tea's headquarters are in,Chicago,['Toronto'],P159
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_14084,-0.2300567626953125,Kaliakra Glacier is a part of the continent of,Antarctica,['Europe'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_11202,-0.22198486328125,Camp Academia is a part of the continent of,Antarctica,['Europe'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_15309,-0.21974563598632812,Anderson Heights is a part of the continent of,Antarctica,['Europe'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_9159,-0.2129364013671875,Bo Jackson is a professional,baseball,['football'],P641
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_15881,-0.20905303955078125,Michael Balcon was born in,Birmingham,['London'],P19
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_21842,-0.20660018920898438,Quartz Hills belongs to the continent of,Antarctica,['Asia'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_1418,-0.19873046875,Matthieu Chedid performs on the,guitar,['piano'],P1303
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_5623,-0.198455810546875,Antim Peak belongs to the continent of,Antarctica,['Europe'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_8892,-0.19631576538085938,Owen Ridge belongs to the continent of,Antarctica,['Europe'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_5720,-0.1812448501586914,The headquarters of Grattan plc is in,Bradford,['London'],P159
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_17036,-0.17945098876953125,Supporters Range is a part of the continent of,Antarctica,['Europe'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_8390,-0.17908477783203125,Chester Cone is a part of the continent of,Antarctica,['Europe'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_10800,-0.17397308349609375,Cape Selborne is a part of the continent of,Antarctica,['Europe'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_20452,-0.172576904296875,Carlini Station belongs to the continent of,Antarctica,['Europe'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_7694,-0.17215728759765625,Knobhead is a part of the continent of,Antarctica,['Europe'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_3817,-0.16864395141601562,Concordia Station belongs to the continent of,Antarctica,['Europe'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_3530,-0.1678466796875,Pirrit Hills belongs to the continent of,Antarctica,['Europe'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_8203,-0.16547393798828125,The original language of The Star Diaries is,English,['French'],P364
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_11044,-0.1640472412109375,Cape Monaco is a part of the continent of,Antarctica,['Europe'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_18898,-0.162841796875,The Gene Autry Show premieres on,CBS,['NBC'],P449
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_8394,-0.16149520874023438,Coulter Heights belongs to the continent of,Antarctica,['Europe'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_82,-0.161224365234375,George V Coast is a part of the continent of,Antarctica,['Africa'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_6816,-0.159210205078125,Maitri is a part of the continent of,Antarctica,['Africa'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_9762,-0.1562347412109375,Saunders Mountain belongs to the continent of,Antarctica,['Europe'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_14670,-0.15564727783203125,Lomonosov Mountains is a part of the continent of,Antarctica,['Europe'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_10623,-0.153167724609375,The original language of The Umbrella Coup was,French,['English'],P364
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_17234,-0.15078502893447876,Jean-Baptiste Annibal Aubert du Bayet died in,Istanbul,['Paris'],P20
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_21411,-0.1489410400390625,Brahms Inlet belongs to the continent of,Antarctica,['Europe'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_6796,-0.14827823638916016,The original language of The Tied Up Balloon was,Bulgarian,['English'],P364
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_6269,-0.1480703353881836,Maya River is located in the country of,Russia,['Guatemala'],P17
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_1691,-0.14306640625,The original language of The Suspended Vocation is,French,['English'],P364
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_5146,-0.14168548583984375,Garwood Valley is a part of the continent of,Antarctica,['Europe'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_19177,-0.13846969604492188,Warp Films's headquarters are in,Sheffield,['London'],P159
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_5845,-0.135284423828125,Fredriksen Island belongs to the continent of,Antarctica,['Europe'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_15647,-0.133514404296875,Lazarev Mountains is a part of the continent of,Antarctica,['Europe'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_12927,-0.1303253173828125,Maury Bay belongs to the continent of,Antarctica,['Africa'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_11483,-0.1295928955078125,Veleka Ridge belongs to the continent of,Antarctica,['Europe'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_14001,-0.12891006469726562,The original language of The Glembays was,Croatian,['English'],P364
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_10172,-0.12868499755859375,"The original language of Run, Man, Run! is",Italian,['English'],P364
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_4228,-0.12615203857421875,Granite Knolls is a part of the continent of,Antarctica,['Africa'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_5388,-0.1260986328125,The Pee-wee Herman Show originally aired on,HBO,['CBS'],P449
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_16432,-0.12005233764648438,Onyx River is a part of the continent of,Antarctica,['Africa'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_9336,-0.11861991882324219,Bedford Master worked in the city of,Paris,['London'],P937
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_18719,-0.1152801513671875,Moon Bay belongs to the continent of,Antarctica,['Europe'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_5217,-0.11483001708984375,December Bride premieres on,CBS,['Lifetime'],P449
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_20763,-0.113525390625,Fat Albert and the Cosby Kids originally aired on,CBS,['NBC'],P449
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_13671,-0.11236572265625,Lake Vanda belongs to the continent of,Antarctica,['Asia'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_8050,-0.11219024658203125,"Andranik Madadian, performing on the",guitar,['piano'],P1303
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_20120,-0.10814666748046875,Adams George Archibald worked in the city of,Ottawa,['London'],P937
togethercomputer/RedPajama-INCITE-Base-3B-v1,calinet_11792,-0.1072998046875,MotorStorm was developed by,Evolution Studios,['SGI'],P178
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_10053,-0.10324478149414062,Mount Mentzel belongs to the continent of,Antarctica,['Asia'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_17521,-0.102203369140625,Harry Sacksioni performs on the,guitar,['piano'],P1303
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_21294,-0.10198974609375,Millerand Island is a part of the continent of,Antarctica,['Africa'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_12983,-0.101959228515625,Mount Bentley is a part of the continent of,Antarctica,['Europe'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_6573,-0.10186767578125,Aprilov Point belongs to the continent of,Antarctica,['Asia'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_6674,-0.100799560546875,Crime & Punishment was originally aired on,NBC,['BBC'],P449
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_5499,-0.100341796875,Oates Land belongs to the continent of,Antarctica,['Europe'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_1033,-0.1001434326171875,Davis Station is a part of the continent of,Antarctica,['Europe'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_10367,-0.0992431640625,Miers Valley belongs to the continent of,Antarctica,['Europe'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_13455,-0.09900283813476562,Carlota Cove belongs to the continent of,Antarctica,['Africa'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_18136,-0.098388671875,H.R. Pufnstuf premieres on,NBC,['CBS'],P449
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_19051,-0.097412109375,Cape Northrop belongs to the continent of,Antarctica,['Europe'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_16972,-0.097412109375,The mother tongue of Manuel Valls is,Spanish,['French'],P103
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_21101,-0.09716796875,Mount Cocks is a part of the continent of,Antarctica,['Europe'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_13782,-0.09698486328125,Wylie Bay is a part of the continent of,Antarctica,['Europe'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_6201,-0.096923828125,"George Enescu, performing on the",violin,['piano'],P1303
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_10770,-0.09589385986328125,Anderson Hills is a part of the continent of,Antarctica,['Asia'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_10669,-0.09466552734375,Tierney Peninsula belongs to the continent of,Antarctica,['Europe'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_7192,-0.09450149536132812,Gerard Presencer performs on the,trumpet,['piano'],P1303
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_8575,-0.0942535400390625,Crystal Sound is a part of the continent of,Antarctica,['Europe'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_16397,-0.093994140625,Palmer Archipelago belongs to the continent of,Antarctica,['Asia'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_9995,-0.09365463256835938,The original language of Calamari Union was,Finnish,['English'],P364
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_16773,-0.09253692626953125,Bull Pass belongs to the continent of,Antarctica,['Asia'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_20926,-0.0912322998046875,Ford Star Jubilee originally aired on,CBS,['NBC'],P449
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_6074,-0.08984375,The David Letterman Show debuted on,NBC,['CBS'],P449
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_4731,-0.089019775390625,Avery Plateau belongs to the continent of,Antarctica,['Europe'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_1951,-0.0887451171875,Merrick Mountains belongs to the continent of,Antarctica,['Asia'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_7779,-0.0880126953125,Two Step Cliffs is a part of the continent of,Antarctica,['Asia'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_16336,-0.08792877197265625,Petvar Heights belongs to the continent of,Antarctica,['Asia'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_1730,-0.08759689331054688,Mount Foster belongs to the continent of,Antarctica,['Asia'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_21611,-0.0874786376953125,Hull Bay is a part of the continent of,Antarctica,['Africa'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_14079,-0.0861358642578125,Wynton Marsalis performs on the,trumpet,['piano'],P1303
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_12413,-0.084320068359375,Demas Range belongs to the continent of,Antarctica,['Europe'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_7521,-0.08135986328125,The official language of Cyprus is,Turkish,['English'],P37
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_12990,-0.08024024963378906,Cobham Range belongs to the continent of,Antarctica,['Asia'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_15283,-0.079925537109375,The original language of The Man Who Counted was,Portuguese,['English'],P364
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_5086,-0.07929229736328125,Shipka Saddle is a part of the continent of,Antarctica,['Europe'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_5007,-0.079254150390625,The original language of Night-Thoughts was,English,['French'],P364
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_8429,-0.07696533203125,Stonington Island is a part of the continent of,Antarctica,['Europe'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_3108,-0.075714111328125,Virgil is a native speaker of,Latin,['French'],P103
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_10298,-0.07518959045410156,Freddie Webster performs on the,trumpet,['piano'],P1303
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_4579,-0.0748291015625,"Jack Sheldon, playing the",trumpet,['piano'],P1303
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_926,-0.0743560791015625,Miller Range is a part of the continent of,Antarctica,['Asia'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_9854,-0.07337188720703125,Ferdinand Bruckner took up work in,Berlin,['Vienna'],P937
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_18403,-0.071044921875,Largo Island is a part of the continent of,Antarctica,['Asia'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_8409,-0.0702972412109375,IA-64 is a product of,Intel,['IBM'],P178
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_28,-0.070281982421875,Pidgeon Island belongs to the continent of,Antarctica,['Asia'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_20930,-0.0694122314453125,Payer Mountains belongs to the continent of,Antarctica,['Africa'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_2096,-0.0692138671875,Charlotte Bay is a part of the continent of,Antarctica,['Europe'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_10168,-0.06900215148925781,South Beaches belongs to the continent of,Antarctica,['Asia'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_4084,-0.0684814453125,Soozie Tyrell plays the,violin,['piano'],P1303
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_13247,-0.068328857421875,The original language of Burnt by the Sun is,Russian,['English'],P364
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_3825,-0.06829833984375,Cape Bird belongs to the continent of,Antarctica,['Asia'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,calinet_12411,-0.06724527478218079,"Corneliu Vadim Tudor, whose position is that of",European Parliament,"['Coadjutor Archbishop', 'Norwegian Constitutional Assembly', 'GPU', 'aedile']",P39
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_20254,-0.067138671875,Barker Range belongs to the continent of,Antarctica,['Africa'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_5008,-0.06695556640625,The Barbara Stanwyck Show debuted on,NBC,['CBS'],P449
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_6247,-0.0663299560546875,The original language of A Frozen Flower is,Korean,['English'],P364
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_2563,-0.065460205078125,Rampart Ridge belongs to the continent of,Antarctica,['Europe'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_11036,-0.0653228759765625,The original language of A Hunting Accident was,Russian,['French'],P364
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_20570,-0.0647125244140625,The original language of The Young Guard is,Russian,['French'],P364
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_14470,-0.063720703125,Dominion Range belongs to the continent of,Antarctica,['Europe'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_7007,-0.06365966796875,Shlomo Mintz performs on the,violin,['piano'],P1303
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_15019,-0.06341552734375,The original language of The Purple Taxi was,French,['English'],P364
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_16553,-0.0627593994140625,Six-Five Special originally aired on,BBC,['CBS'],P449
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_13252,-0.06253814697265625,Umber Island belongs to the continent of,Antarctica,['Europe'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_8962,-0.0600738525390625,Ed O'Brien performs on the,guitar,['piano'],P1303
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_1462,-0.0599212646484375,"Brad Delson, performing on the",guitar,['piano'],P1303
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_3992,-0.05948829650878906,"Ingrid Jensen, playing the",trumpet,['piano'],P1303
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_1204,-0.0594482421875,Mount Hornsby belongs to the continent of,Antarctica,['Europe'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_19370,-0.05902862548828125,The original language of The Fatal Eggs is,Russian,['French'],P364
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_20604,-0.05709075927734375,Williams Hills is a part of the continent of,Antarctica,['Asia'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_4865,-0.05682373046875,Thomas Dybdahl performs on the,guitar,['piano'],P1303
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_6196,-0.0560302734375,Craddock Massif belongs to the continent of,Antarctica,['Asia'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_11889,-0.0555877685546875,Bret Maverick premieres on,NBC,['CBS'],P449
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_6172,-0.05550944805145264,The language of The Glass Agency is,Persian,['English'],P364
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_15707,-0.0551300048828125,Saint Johns Range is a part of the continent of,Antarctica,['Europe'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_16194,-0.05510139465332031,Robinson Group is a part of the continent of,Antarctica,['Asia'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_11580,-0.0550384521484375,"Caillou, that was created in",Canada,['France'],P495
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_370,-0.05481719970703125,Micko Larkin performs on the,guitar,['piano'],P1303
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_6604,-0.05437469482421875,"David Isberg, performing on the",guitar,['piano'],P1303
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_8281,-0.05376148223876953,"Tizen, created by",Intel,['Google'],P178
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_13980,-0.0537567138671875,Mount Longhurst is a part of the continent of,Antarctica,['Asia'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_13563,-0.05373382568359375,Quinton Point is a part of the continent of,Antarctica,['Asia'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_17696,-0.053699493408203125,Lions Rump is a part of the continent of,Antarctica,['Europe'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_7672,-0.053314208984375,Alvino Rey performs on the,guitar,['piano'],P1303
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_20924,-0.0531005859375,The headquarter of Packt Publishing Ltd. is located in,Birmingham,['London'],P159
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_17005,-0.05281829833984375,Sid Page performs on the,violin,['piano'],P1303
togethercomputer/RedPajama-INCITE-Base-3B-v1,calinet_5072,-0.0527971088886261,The profession of Teodor Leszetycki is,composer,"['play writer', 'aikidoka']",P106
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_13208,-0.052734375,120 Minutes was originally aired on,MTV,['CBS'],P449
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_683,-0.05269336700439453,The language of The Red Sea Sharks is,French,['English'],P364
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_3851,-0.05246162414550781,Willan Saddle belongs to the continent of,Antarctica,['Asia'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_6995,-0.052303314208984375,Plateau Station is a part of the continent of,Antarctica,['Asia'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,calinet_7138,-0.05221326152483622,Nabisco was founded in,"East Hanover, New Jersey","['San Fernando Valley', 'Trondhjem', 'Minoo', 'East End', 'Northern Ireland', 'New England']",P740
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_4425,-0.052196502685546875,Anthony Plog plays the,trumpet,['piano'],P1303
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_13720,-0.05218505859375,Robertson Bay belongs to the continent of,Antarctica,['Africa'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_20683,-0.0521697998046875,Douglas Peaks belongs to the continent of,Antarctica,['Europe'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,calinet_12878,-0.051783243815104164,"Bing Crosby, that is represented by",Decca,"['avex', 'Sigvart Dagsland', 'Regal Zonophone']",P264
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_3045,-0.0516357421875,Emmanuel Glacier belongs to the continent of,Antarctica,['Europe'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_8421,-0.051544189453125,Shipton Ridge belongs to the continent of,Antarctica,['Asia'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_7284,-0.0514678955078125,Modern Marvels originally aired on,History,['PBS'],P449
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_9026,-0.05059242248535156,Markus Feldmann worked in the city of,Bern,['Berlin'],P937
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_11450,-0.050373077392578125,Mount Paris belongs to the continent of,Antarctica,['Asia'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_19296,-0.05029296875,Hotel Malibu originally aired on,CBS,['NBC'],P449
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_7818,-0.050201416015625,Good Sports originally aired on,CBS,['NBC'],P449
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_17699,-0.05010986328125,Mount Lister is a part of the continent of,Antarctica,['Africa'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_13443,-0.0491790771484375,Tarnovo Ice Piedmont is a part of the continent of,Antarctica,['Asia'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_4495,-0.04889678955078125,"Tridev, developed in",India,['Russia'],P495
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_5923,-0.0484466552734375,Amund Maarud performs on the,guitar,['piano'],P1303
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_3216,-0.048095703125,Schokalsky Bay is a part of the continent of,Antarctica,['Europe'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_15126,-0.0472259521484375,Doug Raney performs on the,guitar,['piano'],P1303
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_16295,-0.04620361328125,Ingrid Christensen Coast is a part of the continent of,Antarctica,['Africa'],P30
togethercomputer/RedPajama-INCITE-Base-3B-v1,rome_4465,-0.0461583137512207,The language of Office Romance is,Russian,['English'],P364
