model,dataset_id,differences,stem,true,false,relation
meta-llama/Llama-2-13b-hf,rome_14109,-0.0833837240934372,The language of The Flying Dutchman is,German,['English'],P364
meta-llama/Llama-2-13b-hf,rome_13881,-0.0821993863210082,The original language of Mango Yellow was,Portuguese,['English'],P364
meta-llama/Llama-2-13b-hf,rome_12531,-0.07714097388088703,Mann & Machine originally aired on,NBC,['CBS'],P449
meta-llama/Llama-2-13b-hf,rome_666,-0.07532484829425812,Men into Space debuted on,CBS,['NBC'],P449
meta-llama/Llama-2-13b-hf,rome_10172,-0.07241343334317207,"The original language of Run, Man, Run! is",Italian,['English'],P364
meta-llama/Llama-2-13b-hf,rome_12684,-0.07195271924138069,The Ellen Show was originally aired on,CBS,['NBC'],P449
meta-llama/Llama-2-13b-hf,rome_8452,-0.07175931707024574,The language of A Man of Straw is,Italian,['Spanish'],P364
meta-llama/Llama-2-13b-hf,rome_20703,-0.07157047092914581,"Ralph Towner, playing the",guitar,['piano'],P1303
meta-llama/Llama-2-13b-hf,rome_1301,-0.06988774077035487,"Heather Trost, the",violin,['guitar'],P1303
meta-llama/Llama-2-13b-hf,rome_2981,-0.06725525134243071,"Keith O'Brien, who holds the position of",bishop,['cardinal'],P39
meta-llama/Llama-2-13b-hf,rome_4103,-0.06572110671550035,Downtown was originally aired on,MTV,['NBC'],P449
meta-llama/Llama-2-13b-hf,rome_16773,-0.06562550738453865,Bull Pass belongs to the continent of,Antarctica,['Asia'],P30
meta-llama/Llama-2-13b-hf,rome_14001,-0.06413307512411848,The original language of The Glembays was,Croatian,['English'],P364
meta-llama/Llama-2-13b-hf,calinet_4405,-0.06404588185250759,Almen Abdi plays in the position of,attacking midfielder,['Defensive Midfielder'],P413
meta-llama/Llama-2-13b-hf,rome_18455,-0.06209148489870131,Mule Haas plays in the position of,outfielder,['midfielder'],P413
meta-llama/Llama-2-13b-hf,rome_5125,-0.06116282753646374,Christine Edzard was born in,Paris,['Berlin'],P19
meta-llama/Llama-2-13b-hf,calinet_1543,-0.06110601841646712,Botanist is the domain of activity of,Arthur Roy Clapham,"['Michael Victor Berry', 'metrologist', 'theologian', 'Christian minister']",P101
meta-llama/Llama-2-13b-hf,rome_8050,-0.061053968500345945,"Andranik Madadian, performing on the",guitar,['piano'],P1303
meta-llama/Llama-2-13b-hf,rome_534,-0.05891478341072798,The language of The Departure is,French,['English'],P364
meta-llama/Llama-2-13b-hf,rome_3515,-0.05871083680540323,Joseph Zen holds the position of,cardinal,['bishop'],P39
meta-llama/Llama-2-13b-hf,rome_11044,-0.05756696127355099,Cape Monaco is a part of the continent of,Antarctica,['Europe'],P30
meta-llama/Llama-2-13b-hf,rome_16701,-0.05702434293925762,Wattie Buchan is originally from,Edinburgh,['Glasgow'],P19
meta-llama/Llama-2-13b-hf,calinet_12393,-0.056494358689178625,Dermot Clifford's position is,bishop,['aedile'],P39
meta-llama/Llama-2-13b-hf,rome_13717,-0.055687351850792766,Johnny Wakelin originates from,Brighton,['London'],P19
meta-llama/Llama-2-13b-hf,rome_18637,-0.05542370938928798,Simon Beckett found employment in,Sheffield,['London'],P937
meta-llama/Llama-2-13b-hf,rome_16683,-0.05410141497850418,The language of A Very Private Affair is,French,['English'],P364
meta-llama/Llama-2-13b-hf,calinet_12500,-0.053010750765679404,"Gerald Ford, whose position is that of",United States President,"['Vice Prime Minister', 'Punjab Pradesh Congress Committee']",P39
meta-llama/Llama-2-13b-hf,rome_21822,-0.052321190014481544,The language of The Tall Blond Man with One Black Shoe was,French,['English'],P364
meta-llama/Llama-2-13b-hf,rome_13541,-0.05218674894422293,The language of Seducing Doctor Lewis is,French,['English'],P364
meta-llama/Llama-2-13b-hf,rome_12959,-0.05176673084497452,Storm Peak belongs to the continent of,Antarctica,['Europe'],P30
meta-llama/Llama-2-13b-hf,rome_5196,-0.05176180973649025,The language of The Bald Soprano is,French,['English'],P364
meta-llama/Llama-2-13b-hf,rome_18589,-0.05169529840350151,Langnes Peninsula is a part of the continent of,Antarctica,['Europe'],P30
meta-llama/Llama-2-13b-hf,rome_3406,-0.050567748956382275,The Lawless Years was released on,NBC,['CBS'],P449
meta-llama/Llama-2-13b-hf,calinet_5072,-0.05050677826147876,The profession of Teodor Leszetycki is,composer,"['play writer', 'aikidoka']",P106
meta-llama/Llama-2-13b-hf,calinet_4018,-0.0497839308809489,Markus Feulner plays in the position of,midfielder,['Centre Forward'],P413
meta-llama/Llama-2-13b-hf,rome_18452,-0.04927730746567249,The language of The Elusive Avengers was,Russian,['English'],P364
meta-llama/Llama-2-13b-hf,rome_5277,-0.04659286141395569,"Biff Baker, U.S.A. originally aired on",CBS,['NBC'],P449
meta-llama/Llama-2-13b-hf,calinet_12411,-0.046080383945259484,"Corneliu Vadim Tudor, whose position is that of",European Parliament,"['GPU', 'Norwegian Constitutional Assembly', 'Coadjutor Archbishop', 'aedile']",P39
meta-llama/Llama-2-13b-hf,rome_5742,-0.04564563650637865,"Bundesautobahn 17, from",Germany,['Berlin'],P127
meta-llama/Llama-2-13b-hf,rome_19904,-0.04538475722074509,The language of Adriana Lecouvreur is,Italian,['French'],P364
meta-llama/Llama-2-13b-hf,rome_601,-0.04500555305276066,Eduardo De Filippo's occupation is,poet,['actor'],P106
meta-llama/Llama-2-13b-hf,rome_20676,-0.044673298951238394,Henry Flynt plays the,violin,['guitar'],P1303
meta-llama/Llama-2-13b-hf,rome_9159,-0.0437944233417511,Bo Jackson is a professional,baseball,['football'],P641
meta-llama/Llama-2-13b-hf,rome_20038,-0.04339942894876003,The language of Mississippi Masala was,English,['Hindi'],P364
meta-llama/Llama-2-13b-hf,rome_21001,-0.0431183110922575,Kate Brasher originally aired on,CBS,['NBC'],P449
meta-llama/Llama-2-13b-hf,calinet_1579,-0.0430480916364445,Hermann Otto Sleumer's expertise is,botanist,"['narco-trafficking', 'inorganic chemistry', 'visual art', 'nuclear fusion', 'Igor Rostislavovich Shafarevich', 'Zionism', 'number theory', 'David Marius Bressoud', 'Edward Bradford Titchener', 'Indo-European linguistics']",P101
meta-llama/Llama-2-13b-hf,calinet_4204,-0.04241692359209992,Sam Wyche plays in the position of,quarterback,['Defensive Back'],P413
meta-llama/Llama-2-13b-hf,rome_11036,-0.04233758524060249,The original language of A Hunting Accident was,Russian,['French'],P364
meta-llama/Llama-2-13b-hf,rome_20896,-0.04209970682859421,Michael Faraday works in the field of,chemistry,['physics'],P101
meta-llama/Llama-2-13b-hf,rome_13629,-0.04096590168774128,My Big Fat Greek Life was originally aired on,CBS,['NBC'],P449
meta-llama/Llama-2-13b-hf,rome_16140,-0.04030686244368553,The original language of Tetro is,Spanish,['English'],P364
meta-llama/Llama-2-13b-hf,rome_1418,-0.039154294645413756,Matthieu Chedid performs on the,guitar,['piano'],P1303
meta-llama/Llama-2-13b-hf,rome_883,-0.039150139316916466,"Journaled File System, a product developed by",IBM,['Microsoft'],P178
meta-llama/Llama-2-13b-hf,calinet_4383,-0.03908804219099693,Michael Lehan plays in the position of,cornerback,['Centre-half'],P413
meta-llama/Llama-2-13b-hf,calinet_484,-0.038789814492946564,New York shares a border with,Quebec,"['Jalamb', 'Old Irving Park', 'Sherborn', 'Ciampino', 'New Mills']",P47
meta-llama/Llama-2-13b-hf,rome_11854,-0.03850853443145752,Darrell Leonard plays the,trumpet,['guitar'],P1303
meta-llama/Llama-2-13b-hf,rome_11916,-0.03799592703580856,The Gale Storm Show was originally aired on,CBS,['NBC'],P449
meta-llama/Llama-2-13b-hf,rome_16027,-0.03780356049537659,Kenelm Digby died in the city of,London,['Munich'],P20
meta-llama/Llama-2-13b-hf,rome_16253,-0.03707213065263204,Lovech Heights is located in the continent,Antarctica,['Europe'],P30
meta-llama/Llama-2-13b-hf,rome_16750,-0.03706144168972969,Breznik Heights belongs to the continent of,Antarctica,['Europe'],P30
meta-llama/Llama-2-13b-hf,calinet_12005,-0.03700762363484955,David Brand holds the position of,Premier,"['daimyō', 'Chief Minister']",P39
meta-llama/Llama-2-13b-hf,rome_19970,-0.036972542060539126,Corinne Drewery was originally from,Nottingham,['London'],P19
meta-llama/Llama-2-13b-hf,rome_8450,-0.036593256052583456,Sushi Pack was originally aired on,CBS,['NBC'],P449
meta-llama/Llama-2-13b-hf,rome_956,-0.03533452749252319,The language of Largo Winch II is,French,['English'],P364
meta-llama/Llama-2-13b-hf,rome_7247,-0.03439808264374733,Square One Television was originally aired on,PBS,['CBS'],P449
meta-llama/Llama-2-13b-hf,rome_1550,-0.033981459215283394,Valiant Lady originally aired on,CBS,['BBC'],P449
meta-llama/Llama-2-13b-hf,rome_11264,-0.03305944241583347,Sealab 2020 was originally aired on,NBC,['CBS'],P449
meta-llama/Llama-2-13b-hf,rome_2811,-0.032569155358942226,DinoSquad was released on,CBS,['NBC'],P449
meta-llama/Llama-2-13b-hf,rome_6035,-0.032340260106138885,Desmond King-Hele originates from,Sussex,['London'],P19
meta-llama/Llama-2-13b-hf,rome_14355,-0.03216301929205656,"Marinus II, who has the position of",pope,['bishop'],P39
meta-llama/Llama-2-13b-hf,rome_7715,-0.032150132581591606,Frederick Grinke performs on the,violin,['piano'],P1303
meta-llama/Llama-2-13b-hf,rome_7213,-0.03207223117351532,8th & Ocean was originally aired on,MTV,['NBC'],P449
meta-llama/Llama-2-13b-hf,rome_5248,-0.031940286979079247,Yamato 000593 is a part of the continent of,Antarctica,['Asia'],P30
meta-llama/Llama-2-13b-hf,calinet_1900,-0.03183972357280709,The domain of work of Sunao Tawara is,pathologist,"['theologian', 'pure mathematics', 'illegal drugs trade', 'Luca Ghini', 'minor planet']",P101
meta-llama/Llama-2-13b-hf,calinet_4200,-0.03133227489888668,Oscar Taveras plays in the position of,outfielder,['RB'],P413
meta-llama/Llama-2-13b-hf,rome_14342,-0.031127827242016792,"In European Union, the language spoken is",Italian,['French'],P37
meta-llama/Llama-2-13b-hf,rome_20976,-0.030462970957159996,Doyran Heights belongs to the continent of,Antarctica,['Europe'],P30
meta-llama/Llama-2-13b-hf,calinet_899,-0.030021470268548,Frank Rost was originally from,Karl-Marx-Stadt,"['Germany', 'Medan', 'White Plains, New York', 'Urmia', 'Manila']",P19
meta-llama/Llama-2-13b-hf,calinet_2000,-0.029466618690256446,Electronic music is the specialization of,Moog synthesizer,"['big-wave surfer', 'New York City Landmarks Preservation Commission', 'music industry', 'stability theory', 'radioactive', 'William Robert Ogilvie-Grant', 'historical records']",P101
meta-llama/Llama-2-13b-hf,rome_9582,-0.029430381953716278,The Second Civil War originally aired on,HBO,['PBS'],P449
meta-llama/Llama-2-13b-hf,rome_8265,-0.02914281841367483,Emmanuel Servais found employment in,Luxembourg,['Paris'],P937
meta-llama/Llama-2-13b-hf,rome_467,-0.02907430248160381,Brendan Croker was originally from,Bradford,['Bree'],P19
meta-llama/Llama-2-13b-hf,rome_16429,-0.028940483927726746,The native language of Isaac Massa is,Dutch,['French'],P103
meta-llama/Llama-2-13b-hf,calinet_392,-0.028904606782373318,Zimbabwe shares a border with,Botswana,"['South Hamgyong', 'Neebing', 'Paracale, Camarines Norte', 'Gjemnes Municipality', 'Pontiac, Quebec']",P47
meta-llama/Llama-2-13b-hf,rome_4465,-0.02786881511565298,The language of Office Romance is,Russian,['English'],P364
meta-llama/Llama-2-13b-hf,calinet_12911,-0.02778317779316402,The music label representing Colourbox is,4AD,"['Brick Squad Monopoly', 'Asylum records', 'Leo', 'Taylor Gang Records', 'Mighty Atom Records', '4 Non Blondes', 'A Beautiful Lie']",P264
meta-llama/Llama-2-13b-hf,calinet_7538,-0.026890490076766582,The original language of Voltron was,English,"['Latin language', 'Finn Family Moomintroll', 'Telugu', 'Japanese language']",P364
meta-llama/Llama-2-13b-hf,calinet_4962,-0.02682898502522827,Tree Hill was originally aired on,CW,"['WCW Monday Nitro', 'CITY-TV', 'PAW Patrol']",P449
meta-llama/Llama-2-13b-hf,rome_3240,-0.02662456687539816,She Spies originally aired on,NBC,['CBS'],P449
meta-llama/Llama-2-13b-hf,rome_12093,-0.026512675220146775,The expertise of Francis Bitter is,physics,['theology'],P101
meta-llama/Llama-2-13b-hf,rome_7804,-0.026436536572873592,Yordi writes in,Spanish,['English'],P1412
meta-llama/Llama-2-13b-hf,rome_14920,-0.026239663769956678,Hwasong-5 is developed by,Iran,['Honda'],P176
meta-llama/Llama-2-13b-hf,rome_143,-0.026011615991592407,The original language of Delusions of Grandeur is,French,['English'],P364
meta-llama/Llama-2-13b-hf,rome_5923,-0.02573374263010919,Amund Maarud performs on the,guitar,['piano'],P1303
meta-llama/Llama-2-13b-hf,rome_20066,-0.025559081812389195,What does Frasier play? They play,sitcom,['jazz'],P136
meta-llama/Llama-2-13b-hf,rome_15194,-0.02539350022561848,Simon Islip was employed in,Canterbury,['London'],P937
meta-llama/Llama-2-13b-hf,rome_10634,-0.02467710361815989,Birdz was originally aired on,CBS,['NBC'],P449
meta-llama/Llama-2-13b-hf,rome_16546,-0.024567771703004837,The original language of Avishkaar is,Hindi,['English'],P364
meta-llama/Llama-2-13b-hf,rome_3022,-0.023780496399922413,Anatoly Maltsev's expertise is,algebra,['theology'],P101
meta-llama/Llama-2-13b-hf,calinet_4210,-0.02319847044418566,Remy Hamilton plays in the position of,kicker,['Right-back'],P413
meta-llama/Llama-2-13b-hf,rome_7818,-0.023140979930758476,Good Sports originally aired on,CBS,['NBC'],P449
meta-llama/Llama-2-13b-hf,rome_9995,-0.022756116813980043,The original language of Calamari Union was,Finnish,['English'],P364
meta-llama/Llama-2-13b-hf,calinet_7837,-0.022667759156320244,The original language of Green Rose was,Hangul,"['English', 'Vietnamese language', 'Awadhi language', 'Dhund']",P364
meta-llama/Llama-2-13b-hf,rome_1199,-0.0219564288854599,The Little Lulu Show premieres on,HBO,['NBC'],P449
meta-llama/Llama-2-13b-hf,calinet_5718,-0.02189465553283269,Konya is the capital of,Seljuk Sultanate,"['Wytheville, Virginia', 'Stockholm', 'Khandyga', 'Scone, New South Wales', 'Rheingau-Taunus-Kreis', 'Lithuania']",P1376
meta-llama/Llama-2-13b-hf,rome_14147,-0.021829311444889754,Joseph Priestley took up work in,Paris,['London'],P937
meta-llama/Llama-2-13b-hf,rome_11815,-0.021756157279014587,Ailyn speaks,Spanish,['English'],P1412
meta-llama/Llama-2-13b-hf,rome_7792,-0.021590732969343662,"In North American Free Trade Agreement, an official language is",Spanish,['English'],P37
meta-llama/Llama-2-13b-hf,rome_17547,-0.02154410840012133,"Tom Barman, performing on the",violin,['piano'],P1303
meta-llama/Llama-2-13b-hf,calinet_8392,-0.02147967740893364,Christian musicians such as,Seventh Angel,['Tap Tap Revenge'],P136
meta-llama/Llama-2-13b-hf,rome_825,-0.0211677982006222,Aleksey Belevsky-Zhukovsky's life ended in,Caucasus,['Moscow'],P20
meta-llama/Llama-2-13b-hf,rome_13689,-0.021161630225833505,William Primrose worked in,Philadelphia,['London'],P937
meta-llama/Llama-2-13b-hf,rome_15307,-0.021126997657120228,Nicktoons was created in the country of,Brazil,['Italy'],P495
meta-llama/Llama-2-13b-hf,rome_5423,-0.02097468078136444,The New Shmoo was originally aired on,NBC,['CBS'],P449
meta-llama/Llama-2-13b-hf,rome_2931,-0.020965568721294403,Captain Nice premieres on,NBC,['CBS'],P449
meta-llama/Llama-2-13b-hf,rome_9306,-0.020570380613207817,"Andrew Pendlebury, performing on the",guitar,['violin'],P1303
meta-llama/Llama-2-13b-hf,rome_12881,-0.020093630999326706,Amelia Fletcher plays the,guitar,['piano'],P1303
meta-llama/Llama-2-13b-hf,calinet_333,-0.01946937429020181,Tungurahua shares a border with,Morona Santiago,"['Pimlico', 'Donaustadt', 'Gmina Pierzchnica', 'PHI', 'Naples, Italy']",P47
meta-llama/Llama-2-13b-hf,calinet_715,-0.019443818144438296,Ray Garton is native to,"Redding, California","['Khouribga', 'Newport, Arkansas', 'Tourcoing', 'Ariccia']",P19
meta-llama/Llama-2-13b-hf,calinet_9197,-0.019406037405133247,Uffizi is written in,Italian,['English'],P407
meta-llama/Llama-2-13b-hf,rome_12094,-0.019347887740877923,Stabben is located in the continent,Antarctica,['Europe'],P30
meta-llama/Llama-2-13b-hf,rome_21356,-0.01933629112318158,Apocalypse Meow was created in the country of,Japan,['France'],P495
meta-llama/Llama-2-13b-hf,rome_1896,-0.019304055720567703,Theobald Boehm worked in the city of,Munich,['Berlin'],P937
meta-llama/Llama-2-13b-hf,rome_19398,-0.01900712476344779,"Aunty Disco Project, that originated in",Karachi,['London'],P740
meta-llama/Llama-2-13b-hf,calinet_11578,-0.018909380392869934,"Silent Hill, created by",Double Helix Games,['Kogado Studio'],P178
meta-llama/Llama-2-13b-hf,calinet_1755,-0.018775191351270988,Vector space's domain of activity is,linear algebra,"['OP', 'theology', 'Heinrich Roth', 'pathologist', 'Xiong Yaohua', 'Karst', 'animation filmmaker', 'lexicographer', 'microbiology']",P101
meta-llama/Llama-2-13b-hf,calinet_4932,-0.018667337353690527,Y Speak was originally aired on,Studio 23,"['SciFi.com', 'WLVI-TV']",P449
meta-llama/Llama-2-13b-hf,rome_4729,-0.018342685885727406,The language of X-Faktor was,Hungarian,['English'],P364
meta-llama/Llama-2-13b-hf,rome_10623,-0.01775786280632019,The original language of The Umbrella Coup was,French,['English'],P364
meta-llama/Llama-2-13b-hf,rome_19071,-0.017752920277416706,Dream Job originally aired on,ESPN,['CBS'],P449
meta-llama/Llama-2-13b-hf,rome_6925,-0.0177382230758667,Otway Massif belongs to the continent of,Antarctica,['Europe'],P30
meta-llama/Llama-2-13b-hf,rome_21338,-0.017707522318232805,"Mumtaz Group, whose headquarters are in",Bradford,['London'],P159
meta-llama/Llama-2-13b-hf,calinet_2065,-0.017680774981272407,Arnold Schoenberg worked in,Berlin,"['Vienna', 'Augsburg']",P937
meta-llama/Llama-2-13b-hf,rome_16946,-0.017644057050347328,The language used by Adriana Russo is,Italian,['English'],P1412
meta-llama/Llama-2-13b-hf,rome_19851,-0.017573518212884665,Leslie Halliwell originates from,Bolton,['London'],P19
meta-llama/Llama-2-13b-hf,rome_16611,-0.01757220074068755,Simon McCoy is employed by,BBC,['BMW'],P108
meta-llama/Llama-2-13b-hf,calinet_1622,-0.01741853576891117,The expertise of DSM-IV is,psychiatry,"['mythology', 'Buddhologist', 'theology', 'cryptanalyst']",P101
meta-llama/Llama-2-13b-hf,rome_12574,-0.01730690849944949,Harry James plays,jazz,['trance'],P136
meta-llama/Llama-2-13b-hf,rome_19395,-0.01727020860016637,"Lonnie Brooks, the",violin,['guitar'],P1303
meta-llama/Llama-2-13b-hf,rome_4916,-0.017249135300517082,The language used by Keith Wood is,Irish,['English'],P1412
meta-llama/Llama-2-13b-hf,rome_3009,-0.017155339242890477,Hilary Minc died in,Warsaw,['Paris'],P20
meta-llama/Llama-2-13b-hf,rome_8442,-0.017057791352272034,EZ Streets premieres on,CBS,['NBC'],P449
meta-llama/Llama-2-13b-hf,rome_14196,-0.016854762099683285,The original language of June R is,Tamil,['Spanish'],P364
meta-llama/Llama-2-13b-hf,rome_18570,-0.016835686517879367,"Komtessen, that originated in",Denmark,['France'],P495
meta-llama/Llama-2-13b-hf,rome_7441,-0.01672790525481105,Frontier premieres on,NBC,['BBC'],P449
meta-llama/Llama-2-13b-hf,rome_16663,-0.01664338866248727,Deborah Wiles is originally from,Mobile,['Brooklyn'],P19
meta-llama/Llama-2-13b-hf,calinet_887,-0.016635659898611266,Patricia Maxwell was born in,"Goldonna, Louisiana","['New Britain, Connecticut', 'Funabashi, Chiba', 'Redhill, Surrey']",P19
meta-llama/Llama-2-13b-hf,rome_10477,-0.01663002953864634,"Lewis Porter, who plays",jazz,['trance'],P136
meta-llama/Llama-2-13b-hf,rome_8182,-0.016626568511128426,Heinz Lammerding is originally from,Dortmund,['Vienna'],P19
meta-llama/Llama-2-13b-hf,rome_21013,-0.01662133861100301,Thomas Browne worked in,Norwich,['London'],P937
meta-llama/Llama-2-13b-hf,rome_7298,-0.01661564780908975,The law in Russia declares the language,Mari,['Russian'],P37
meta-llama/Llama-2-13b-hf,calinet_4802,-0.01653400357463397,The BBC debut of,Grange Hill,"['Skag', 'CITV', 'TheWB.com']",P449
meta-llama/Llama-2-13b-hf,calinet_6542,-0.016414613814049517,Bantam is based in,Manhattan,"['New Bremen', 'NOAA']",P159
meta-llama/Llama-2-13b-hf,rome_19089,-0.016410949639976025,The Biskitts was released on,CBS,['NBC'],P449
meta-llama/Llama-2-13b-hf,rome_11833,-0.016381132416427135,The language of Monster Buster Club was,French,['English'],P364
meta-llama/Llama-2-13b-hf,rome_8098,-0.016324971220456064,"Hilarius, who has the position of",pope,['bishop'],P39
meta-llama/Llama-2-13b-hf,rome_1362,-0.01609969139099121,The Law & Harry McGraw originally aired on,CBS,['NBC'],P449
meta-llama/Llama-2-13b-hf,rome_10922,-0.016071446239948273,Two-A-Days originally aired on,MTV,['CBS'],P449
meta-llama/Llama-2-13b-hf,rome_7966,-0.01603584154509008,The language of Womanlight is,French,['English'],P364
meta-llama/Llama-2-13b-hf,rome_7056,-0.01602174062281847,The original language of Somersault in a Coffin was,Turkish,['Russian'],P364
meta-llama/Llama-2-13b-hf,rome_18197,-0.01583026780281216,Andrey Kolmogorov works in the area of,geometry,['mathematics'],P101
